municipality,group,variable,month,Mujeres puérperas que recibieron dosis única de vitamina A,TOTAL
COLLANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,1,1
COLOMI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,13,13
COLPA BELGICA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,12,12
COLQUECHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,86,86
COLQUENCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,10,10
COLQUIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,42,42
COMANCHE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,2,2
COMARAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,30,30
COMBAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,6,6
CONCEPCION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,24,24
COPACABANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,12,12
CORIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,15,15
CORO CORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,13,13
COROICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,30,30
CORQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,11,11
COTAGAITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,38,38
COTOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,36,36
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,21,21
CUEVO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,4,4
CULPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,23,23
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,10,10
CURVA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,1,1
DESAGUADERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,9,9
EL ALTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,1248,1248
EL CHORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,4,4
EL PUENTE(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,11,11
EL PUENTE(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,5,5
EL TORNO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,58,58
EL VILLAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,5,5
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,25,25
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,27,27
EUCALIPTUS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,4,4
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,2,2
EXALTACION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,3,3
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,19,19
FILADELFIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,4,4
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,23,23
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,11,11
GUANAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,10,10
GUAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,5,5
GUAYARAMERIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,134,134
GUTIERREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,19,19
HUACARETA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,17,17
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,3,3
HUACHACALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,1,1
HUANUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,17,17
HUARACAJE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,2,2
HUAYLLAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,4,4
ICHOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,7,7
ICLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,11,11
INCAHUASI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,58,58
INGAVI (HUMAITA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,3,3
INQUISIVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,16,16
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,10,10
IXIAMAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,12,12
JESUS DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,20,20
LA ASUNTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,42,42
LA GUARDIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,43,43
LA PAZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,928,928
LAGUNILLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,8,8
LAJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,10,10
LICOMA PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,4,4
LLALLAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,73,73
LLICA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,5,5
LORETO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,17,17
LURIBAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,11,11
MACHACAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,8,8
MACHARETI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,4,4
MAGDALENA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,15,15
MAIRANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,24,24
MALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,1,1
MAPIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,24,24
MECAPACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,10,10
MINEROS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,20,20
MIZQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,49,49
MOCOMOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,21,21
MOJOCOYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,17,17
MONTEAGUDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,52,52
MONTERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,296,296
MORO MORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,3,3
MOROCHATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,54,54
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,4,4
NAZACARA DE PACAJES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,2,2
OCURI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,25,25
OKINAWA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,8,8
OMEREQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,5,5
ORURO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,351,351
PADCAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,19,19
PADILLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,18,18
PAILON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,20,20
PALCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,13,13
PALOS BLANCOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,37,37
PAMPA AULLAGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,4,4
PAMPA GRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,5,5
PAPEL PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,12,12
PASORAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,4,4
PATACAMAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,14,14
PAZÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,9,9
PELECHUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,7,7
POCOATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,48,48
POCONA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,20,20
POJO (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,24,24
POOPO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,7,7
PORCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,6,6
POROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,37,37
PORONGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,6,6
PORTACHUELO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,23,23
PORVENIR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,4,4
POSTRER VALLE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,2,2
POTOSI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,105,105
PRESTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,15,15
PUCARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,2,2
PUCARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,19,19
PUERTO ACOSTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,14,14
PUERTO CARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,14,14
PUERTO GONZALO MORENO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,8,8
PUERTO PEREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,5,5
PUERTO QUIJARRO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,5,5
PUERTO RICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,12,12
PUERTO SILES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,1,1
PUERTO SUAREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,34,34
PUERTO VILLARROEL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,102,102
PUNA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,56,56
PUNATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,82,82
QUIABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,4,4
QUILLACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,116,116
QUIME,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,9,9
QUIRUSILLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,1,1
RAVELO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,31,31
REYES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,15,15
RIBERALTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,446,446
ROBORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,23,23
RURRENABAQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,37,37
SABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,2,2
SACABA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,146,146
SACABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,8,8
SACACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,60,60
SAIPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,4,4
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,6,6
SAMAIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,5,5
SAN AGUSTIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,2,2
SAN ANDRES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,22,22
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,8,8
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,3,3
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,10,10
SAN BENITO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,18,18
SAN BORJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,79,79
SAN BUENA VENTURA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,16,16
SAN CARLOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-07-01,44,44
