municipality,group,variable,month,Control del niño de 2 años a menor de 5 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
LA ASUNTA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,7,7,,
LA GUARDIA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,51,51,,
LA PAZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,802,802,,
LAGUNILLAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
LAS CARRERAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
LICOMA PAMPA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,8,8,,
LLALLAGUA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,47,47,,
LORETO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
LURIBAY,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,5,5,,
MECAPACA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,5,5,,
MINEROS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,112,112,,
MIZQUE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,77,77,,
MOCOMOCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,4,4,,
MOJOCOYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,163,163,,
MONTEAGUDO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,7,7,,
MONTERO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,125,125,,
MORO MORO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,3,3,,
MOROCHATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,104,104,,
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,3,3,,
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
OCURI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,12,12,,
OMEREQUE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,2,2,,
ORURO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,344,344,,
PADCAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,30,30,,
PADILLA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,2,2,,
PAILON,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,34,34,,
PALCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,28,28,,
PALOS BLANCOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,26,26,,
PAMPA AULLAGAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
PAPEL PAMPA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,9,9,,
PASORAPA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,2,2,,
PATACAMAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,81,81,,
PELECHUCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,2,2,,
POCONA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,24,24,,
POJO (CBBA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,42,42,,
POROMA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,3,3,,
PORONGO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,33,33,,
POTOSI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,26,26,,
PRESTO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,111,111,,
PUCARA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
PUCARANI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,13,13,,
PUERTO ACOSTA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,19,19,,
PUERTO CARABUCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,5,5,,
PUERTO PEREZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,35,35,,
PUERTO QUIJARRO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,3,3,,
PUERTO RICO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,34,34,,
PUERTO SILES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
PUERTO VILLARROEL,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,67,67,,
PUNA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,57,57,,
PUNATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,407,407,,
QUIABAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,4,4,,
QUILLACOLLO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,231,231,,
QUIME,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,3,3,,
REYES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,15,15,,
RIBERALTA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,97,97,,
ROBORE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,13,13,,
RURRENABAQUE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,9,9,,
SABAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,2,2,,
SACABA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,211,211,,
SACABAMBA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,42,42,,
SACACA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,4,4,,
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,36,36,,
SAN ANDRES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,25,25,,
SAN BENITO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,14,14,,
SAN BORJA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,2,2,,
SAN BUENA VENTURA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,11,11,,
SAN CARLOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,23,23,,
SAN IGNACIO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,76,76,,
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,45,45,,
SAN JAVIER(BNI),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,12,12,,
SAN JAVIER(STC),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,35,35,,
SAN JOAQUIN,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,14,14,,
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,4,4,,
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,103,103,,
SAN JULIAN,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,199,199,,
SAN LORENZO(PND),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
SAN LORENZO(TJA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,32,32,,
SAN LUCAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,13,13,,
SAN MATIAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,11,11,,
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,10,10,,
SAN PEDRO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,39,39,,
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,11,11,,
SAN RAFAEL,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,14,14,,
SAN RAMON,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,3,3,,
SAN RAMON,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,32,32,,
SANTA ANA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,50,50,,
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1618,1618,,
SANTA ROSA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,2,2,,
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,4,4,,
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,5,5,,
SANTIVAÑES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,10,10,,
SAPAHAQUI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,9,9,,
SENA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,13,13,,
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,36,36,,
SICAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,2,2,,
SIPE SIPE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,14,14,,
SORACACHI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,2,2,,
SORATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,41,41,,
SUCRE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,126,126,,
TACACHI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,3,3,,
TACACOMA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,18,18,,
TACOBAMBA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,55,55,,
TAPACARI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,103,103,,
TARABUCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,20,20,,
TARATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,17,17,,
TARIJA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,559,559,,
TINGUIPAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,4,4,,
TIPUANI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,3,3,,
TIQUIPAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,180,180,,
TIRAQUE (CBBA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,186,186,,
TOCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,15,15,,
TODOS SANTOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
TOLEDO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,9,9,,
TOMINA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,1,1,,
TORO TORO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,23,23,,
TOTORA(CBBA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,51,51,,
TRINIDAD,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,295,295,,
TUPIZA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,3,3,,
TURCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,12,12,,
UNCIA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,17,17,,
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,38,38,,
VACAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,9,9,,
VALLEGRANDE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,18,18,,
VIACHA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,46,46,,
VILA VILA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,12,12,,
VILLA MONTES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,130,130,,
VILLA RIVERO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,52,52,,
VILLA SERRANO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,67,67,,
VILLA TUNARI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,221,221,,
VILLAZON,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,7,7,,
VINTO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,19,19,,
WARNES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,224,224,,
YACO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,3,3,,
YACUIBA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,59,59,,
YAMPARAEZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,4,4,,
YANACACHI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,13,13,,
YAPACANI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,3,3,,
YOTALA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,4,4,,
YUNCHARA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-11-01,91,91,,
ACHACACHI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-12-01,44,44,,
ACHOCALLA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-12-01,19,19,,
AIQUILE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-12-01,10,10,,
ALALAY,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-12-01,3,3,,
ANCORAIMES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-12-01,14,14,,
ANDAMARCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-12-01,1,1,,
ANTEQUERA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-12-01,14,14,,
ANZALDO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-12-01,20,20,,
APOLO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-12-01,34,34,,
ARAMPAMPA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-12-01,11,11,,
ARANI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-12-01,2,2,,
ARBIETO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-12-01,1,1,,
ARQUE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-12-01,2,2,,
AUCAPATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-12-01,14,14,,
AYATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-12-01,9,9,,
AYO AYO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-12-01,3,3,,
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-12-01,19,19,,
AZURDUY,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-12-01,1,1,,
BATALLAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-12-01,3,3,,
BERMEJO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-12-01,93,93,,
