municipality,group,variable,month,Control del niño de 1 año a menor de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
WARNES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-07-01,91,91,,
YACO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-07-01,1,1,,
YACUIBA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-07-01,35,35,,
YAMPARAEZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-07-01,2,2,,
YANACACHI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-07-01,10,10,,
YAPACANI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-07-01,63,63,,
YOCALLA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-07-01,12,12,,
YOTALA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-07-01,5,5,,
YUNCHARA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-07-01,37,37,,
ACACIO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,7,7,,
ACHACACHI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,16,16,,
ACHOCALLA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,3,3,,
AIQUILE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,28,28,,
ALALAY,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,4,4,,
ANCORAIMES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,1,1,,
ANDAMARCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,5,5,,
ANTEQUERA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,1,1,,
ANZALDO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,25,25,,
APOLO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,29,29,,
ARAMPAMPA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,35,35,,
ARANI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,2,2,,
ARBIETO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,6,6,,
ARQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,1,1,,
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,19,19,,
AUCAPATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,10,10,,
AYATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,10,10,,
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,89,89,,
AZURDUY,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,2,2,,
BATALLAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,3,3,,
BELLA FLOR,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,3,3,,
BERMEJO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,61,61,,
BETANZOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,1,1,,
BOLPEBRA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,8,8,,
BOYUIBE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,6,6,,
BUENA VISTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,28,28,,
CABEZAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,34,34,,
CAIROMA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,1,1,,
"CAIZA ""D""",control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,4,4,,
CALACOTO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,5,5,,
CALAMARCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,1,1,,
CAMARGO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,10,10,,
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,1,1,,
CAMIRI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,43,43,,
CAPINOTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,99,99,,
CARANAVI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,33,33,,
CARANGAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,2,2,,
CARIPUYO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,3,3,,
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,32,32,,
CHALLAPATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,2,2,,
CHAQUI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,1,1,,
CHARAGUA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,52,52,,
CHAYANTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,6,6,,
CHIMORE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,92,92,,
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,7,7,,
CHUMA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,3,3,,
CLIZA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,11,11,,
COBIJA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,45,45,,
COCHABAMBA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,931,931,,
COIPASA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,2,2,,
COLCAPIRHUA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,91,91,,
"COLCHA ""K""",control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,5,5,,
COLOMI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,33,33,,
COLPA BELGICA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,3,3,,
COLQUENCHA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,6,6,,
COLQUIRI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,2,2,,
COMANCHE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,2,2,,
CONCEPCION,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,13,13,,
CORIPATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,22,22,,
COROICO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,43,43,,
CORQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,6,6,,
COTAGAITA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,37,37,,
COTOCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,7,7,,
CUATRO CAÑADAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,75,75,,
CULPINA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,29,29,,
CURVA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,1,1,,
EL ALTO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,1379,1379,,
EL CHORO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,7,7,,
EL PUENTE(TJA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,14,14,,
EL TORNO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,3,3,,
ENTRE RIOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,65,65,,
ENTRE RIOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,24,24,,
ESCARA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,1,1,,
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,7,7,,
EXALTACION,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,1,1,,
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,17,17,,
FILADELFIA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,2,2,,
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,137,137,,
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,2,2,,
GUANAY,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,6,6,,
GUAYARAMERIN,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,75,75,,
GUTIERREZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,136,136,,
HUACARETA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,1,1,,
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,2,2,,
HUACHACALLA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,3,3,,
HUANUNI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,2,2,,
ICHOCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,3,3,,
INCAHUASI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,4,4,,
INGAVI (HUMAITA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,4,4,,
INQUISIVI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,1,1,,
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,8,8,,
LA ASUNTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,62,62,,
LA GUARDIA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,8,8,,
LA PAZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,841,841,,
LAGUNILLAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,1,1,,
LLALLAGUA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,8,8,,
LORETO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,20,20,,
LURIBAY,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,14,14,,
MACHARETI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,3,3,,
MAGDALENA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,1,1,,
MECAPACA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,6,6,,
MINEROS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,101,101,,
MIZQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,109,109,,
MOCOMOCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,5,5,,
MOJOCOYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,57,57,,
MONTEAGUDO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,18,18,,
MONTERO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,145,145,,
MOROCHATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,131,131,,
OCURI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,12,12,,
OKINAWA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,23,23,,
OMEREQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,2,2,,
ORURO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,303,303,,
PADCAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,26,26,,
PAILON,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,9,9,,
PALCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,9,9,,
PALOS BLANCOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,28,28,,
PAPEL PAMPA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,2,2,,
PATACAMAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,54,54,,
POCONA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,58,58,,
POJO (CBBA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,36,36,,
POROMA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,3,3,,
PORONGO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,3,3,,
PORTACHUELO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,8,8,,
POSTRER VALLE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,2,2,,
POTOSI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,749,749,,
PRESTO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,56,56,,
PUCARA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,5,5,,
PUERTO ACOSTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,14,14,,
PUERTO CARABUCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,8,8,,
PUERTO QUIJARRO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,45,45,,
PUERTO RICO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,21,21,,
PUERTO SUAREZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,70,70,,
PUERTO VILLARROEL,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,59,59,,
PUNA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,32,32,,
PUNATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,73,73,,
QUIABAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,2,2,,
QUILLACOLLO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,254,254,,
QUIME,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,1,1,,
REYES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,38,38,,
RIBERALTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,116,116,,
ROBORE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,1,1,,
RURRENABAQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,2,2,,
SABAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,3,3,,
SACABA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,310,310,,
SACABAMBA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,6,6,,
SACACA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,13,13,,
SAIPINA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,2,2,,
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,3,3,,
SAN ANDRES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,28,28,,
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,16,16,,
SAN BENITO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,8,8,,
SAN BORJA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,5,5,,
SAN BUENA VENTURA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,8,8,,
SAN CARLOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,1,1,,
SAN IGNACIO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,120,120,,
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-08-01,47,47,,
