municipality,group,variable,month,Total N° de perros y gatos con vacuna antirrábica,TOTAL
SICAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,212,212
SIPE SIPE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,311,311
SORACACHI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,42,42
SORATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,229,229
SUCRE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,38,38
TACACHI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,10,10
TACOBAMBA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,48,48
TACOPAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,221,221
TAPACARI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,164,164
TARATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,141,141
TEOPONTE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,40,40
TIQUIPAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,1369,1369
TOCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,418,418
TOLATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,24,24
TOMAVE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,97,97
TOTORA(CBBA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,220,220
TRINIDAD,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,5,5
TUPIZA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,418,418
UYUNI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,60,60
VACAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,31,31
VALLEGRANDE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,241,241
VILA VILA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,47,47
VILLA MONTES,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,1161,1161
VILLA RIVERO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,200,200
VILLA TUNARI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,348,348
VILLAZON,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,1431,1431
VINTO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,6459,6459
WARNES,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,92,92
YACO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,26,26
YANACACHI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,144,144
YUNCHARA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-11-01,370,370
ACHACACHI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,250,250
ACHOCALLA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,20,20
AIQUILE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,7,7
ANDAMARCA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,70,70
ANZALDO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,1525,1525
ARANI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,340,340
ARBIETO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,146,146
ARQUE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,49,49
ATOCHA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,26,26
AYOPAYA (V. DE INDEPENDENCIA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,56,56
BELEN DE URMIRI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,3,3
BETANZOS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,322,322
BUENA VISTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,58,58
CABEZAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,11,11
"CAIZA ""D""",n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,37,37
CAMARGO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,5,5
CAMIRI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,221,221
CARACOLLO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,213,213
CARANAVI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,18,18
CHALLAPATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,276,276
CHAQUI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,90,90
CHARAGUA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,134,134
CHIMORE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,132,132
CHUQUIHUTA AYLLU JUCUMANI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,40,40
CLIZA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,270,270
COCAPATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,195,195
COCHABAMBA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,2563,2563
COLCAPIRHUA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,412,412
COLOMI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,2911,2911
COMARAPA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,120,120
COPACABANA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,4,4
CORO CORO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,30,30
CORQUE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,10,10
COTAGAITA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,129,129
CURAHUARA DE CARANGAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,9,9
CURVA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,17,17
EL ALTO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,1447,1447
EL PUENTE(TJA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,50,50
EL TORNO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,132,132
ENTRE RIOS TRJ,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,206,206
ENTRE RIOS CBBA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,22,22
GRAL. J.J. PEREZ (CHARAZANI),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,10,10
GUAYARAMERIN,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,50,50
HUANUNI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,20,20
HUATAJATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,50,50
HUAYLLAMARCA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,6,6
LA GUARDIA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,787,787
LA PAZ,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,770,770
LAGUNILLAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,2,2
LAJA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,46,46
LLICA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,330,330
MACHACAMARCA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,15,15
MIZQUE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,149,149
MONTERO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,33,33
MOROCHATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,233,233
OCURI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,22,22
ORURO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,516,516
PADCAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,66,66
PAILON,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,386,386
PALCA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,50,50
PAZÑA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,13,13
POOPO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,60,60
POROMA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,50,50
PORVENIR,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,11,11
POTOSI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,529,529
PUERTO ACOSTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,17,17
PUERTO CARABUCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,92,92
PUERTO RICO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,32,32
PUERTO VILLARROEL,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,640,640
PUNA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,10,10
QUILLACOLLO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,851,851
RAVELO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,20,20
SACABA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,22010,22010
SACABAMBA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,32,32
SACACA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,47,47
SAN AGUSTIN,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,70,70
SAN BENITO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,25,25
SAN BORJA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,50,50
SAN BUENA VENTURA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,10,10
SAN CARLOS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,6,6
SAN IGNACIO DE VELASCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,128,128
SAN JAVIER(STC),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,65,65
SAN LORENZO(TJA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,30,30
SAN LUCAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,110,110
SAN MIGUEL DE VELASCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,18,18
SAN PEDRO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,192,192
SAN PEDRO DE QUEMES,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,77,77
SAN RAMON SCZ,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,2,2
SANTA CRUZ DE LA SIERRA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,2694,2694
SANTA ROSA DEL SARA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,13,13
SANTIAGO DE HUARI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,20,20
SANTIAGO DE MACHACA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,9,9
SHINAOTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,4,4
SIPE SIPE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,221,221
SORACACHI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,29,29
SORATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,66,66
SUCRE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,32,32
TACOBAMBA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,16,16
TAPACARI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,138,138
TARATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,26,26
TIQUIPAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,825,825
TOLATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,49,49
TOMAVE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,6,6
TORO TORO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,55,55
TOTORA(ORR),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,10,10
TRINIDAD,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,5,5
TUPIZA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-12-01,5,5
