,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,34,322,34,322,356
AZURDUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,2,183,2,183,185
BATALLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,31,109,31,109,140
BAURES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,3,55,3,55,58
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,2,11,2,11,13
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,0,11,0,11,11
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,4,29,4,29,33
BERMEJO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,169,351,169,351,520
BETANZOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,32,462,32,462,494
BOLIVAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,7,155,7,155,162
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,3,23,3,23,26
BOYUIBE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,8,35,8,35,43
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,0,167,0,167,167
CABEZAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,13,171,13,171,184
CAIROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,10,52,10,52,62
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,20,127,20,127,147
CAJUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,5,110,5,110,115
CALACOTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,12,31,12,31,43
CALAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,10,98,10,98,108
CAMARGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,31,195,31,195,226
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,2,39,2,39,41
CAMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,81,305,81,305,386
CAPINOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,45,224,45,224,269
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,3,56,3,56,59
CARACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,36,166,36,166,202
CARANAVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,48,435,48,435,483
CARAPARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,2,212,2,212,214
CARIPUYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,15,118,15,118,133
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,9,33,9,33,42
CATACORA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,0,8,0,8,8
CHACARILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,0,19,0,19,19
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,21,295,21,295,316
CHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,2,94,2,94,96
CHARAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,16,271,16,271,287
CHARAÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,2,12,2,12,14
CHAYANTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,22,176,22,176,198
CHIMORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,31,79,31,79,110
CHIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,2,9,2,9,11
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,0,10,0,10,10
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,27,65,27,65,92
CHUMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,14,74,14,74,88
CLIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,26,140,26,140,166
COBIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,107,410,107,410,517
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,969,1731,969,1731,2700
COIPASA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,1,6,1,6,7
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,178,227,178,227,405
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,9,68,9,68,77
COLLANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,2,21,2,21,23
COLOMI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,34,172,34,172,206
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,0,34,0,34,34
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,37,604,37,604,641
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,5,80,5,80,85
COLQUIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,34,147,34,147,181
COMANCHE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,5,24,5,24,29
COMARAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,1,137,1,137,138
COMBAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,2,21,2,21,23
CONCEPCION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,9,111,9,111,120
COPACABANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,13,58,13,58,71
CORIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,27,97,27,97,124
CORO CORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,2,64,2,64,66
COROICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,60,65,60,65,125
CORQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,15,53,15,53,68
COTAGAITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,26,292,26,292,318
COTOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,86,275,86,275,361
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,27,130,27,130,157
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,3,15,3,15,18
CUEVO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,4,41,4,41,45
CULPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,24,206,24,206,230
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,5,70,5,70,75
CURVA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,6,18,6,18,24
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,7,18,7,18,25
EL ALTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,1311,4966,1311,4966,6277
EL CHORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,8,87,8,87,95
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,1,198,1,198,199
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,1,183,1,183,184
EL TORNO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,62,154,62,154,216
EL VILLAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,0,70,0,70,70
ENTRE RIOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,123,139,123,139,262
ENTRE RIOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,36,384,36,384,420
ESMERALDA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,0,3,0,3,3
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,4,87,4,87,91
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,1,9,1,9,10
EXALTACION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,0,21,0,21,21
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,8,113,8,113,121
FILADELFIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,12,36,12,36,48
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,13,180,13,180,193
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,18,78,18,78,96
GUANAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,22,91,22,91,113
GUAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,5,25,5,25,30
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,4,331,4,331,335
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,23,243,23,243,266
HUACARETA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,2,117,2,117,119
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,0,31,0,31,31
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,1,5,1,5,6
HUANUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,25,126,25,126,151
HUARACAJE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,0,23,0,23,23
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,5,41,5,41,46
ICHOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,3,25,3,25,28
ICLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,0,195,0,195,195
INCAHUASI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,6,315,6,315,321
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,5,8,5,8,13
INQUISIVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,9,82,9,82,91
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,9,101,9,101,110
IXIAMAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,16,72,16,72,88
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,5,71,5,71,76
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,84,58,84,58,142
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,51,368,51,368,419
LA PAZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,962,2318,962,2318,3280
LA RIVERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,0,4,0,4,4
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,1,125,1,125,126
LAJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,17,67,17,67,84
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,8,40,8,40,48
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,0,28,0,28,28
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,63,328,63,328,391
LLICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,3,55,3,55,58
LORETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,5,40,5,40,45
LURIBAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,18,71,18,71,89
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,10,58,10,58,68
MACHARETI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,0,117,0,117,117
MAGDALENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,6,57,6,57,63
MAIRANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,22,78,22,78,100
MALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,1,37,1,37,38
MAPIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,0,114,0,114,114
MECAPACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,13,32,13,32,45
MINEROS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,3,257,3,257,260
MIZQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,50,148,50,148,198
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,32,63,32,63,95
MOJINETE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,0,1,0,1,1
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,1,84,1,84,85
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,31,324,31,324,355
MONTERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,9,775,9,775,784
MORO MORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,7,28,7,28,35
MOROCHATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,105,274,105,274,379
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,5,25,5,25,30
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,4,4,4,4,8
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,4,32,4,32,36
OCURI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,11,349,11,349,360
OKINAWA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,11,79,11,79,90
OMEREQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,6,35,6,35,41
ORURO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,338,1331,338,1331,1669
PADCAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,12,352,12,352,364
PADILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,3,168,3,168,171
PAILON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,4,196,4,196,200
PALCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,57,48,57,48,105
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,17,319,17,319,336
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,12,26,12,26,38
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,14,25,14,25,39
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,5,14,5,14,19
PASORAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,2,32,2,32,34
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,11,25,11,25,36
PAZÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,6,66,6,66,72
PELECHUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,21,36,21,36,57
POCOATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2009-07-01,41,373,41,373,414
