,group,variable,month,TOTAL 6.2 CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,TOTAL 6.2 CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,TOTAL 6.2 CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTAL 6.2 CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
SAPAHAQUI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,1,2,61,53,62,55,117
SENA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,9,8,57,46,66,54,120
SHINAOTA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,28,19,259,206,287,225,512
SICA SICA (VILLA AROMA),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,23,22,113,154,136,176,312
SICAYA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,4,2,41,39,45,41,86
SIPE SIPE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,32,35,421,384,453,419,872
SOPACHUY,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,11,0,43,51,54,51,105
SORACACHI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,8,12,117,106,125,118,243
SORATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,11,16,99,91,110,107,217
SUCRE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,350,373,2193,2131,2543,2504,5047
TACACHI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,1,1,9,10,10,11,21
TACACOMA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,4,1,32,36,36,37,73
TACOBAMBA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,8,2,89,84,97,86,183
TACOPAYA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,2,4,57,72,59,76,135
TAHUA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,0,1,4,7,4,8,12
TAPACARI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,22,18,266,235,288,253,541
TARABUCO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,6,15,111,107,117,122,239
TARACO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,2,3,20,15,22,18,40
TARATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,8,5,64,65,72,70,142
TARIJA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,392,284,1276,1153,1668,1437,3105
TARVITA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,6,5,118,83,124,88,212
TEOPONTE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,10,7,89,93,99,100,199
TIAWANACU,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,12,7,69,74,81,81,162
TINGUIPAYA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,21,12,148,138,169,150,319
TIPUANI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,5,4,86,72,91,76,167
TIQUIPAYA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,59,61,526,418,585,479,1064
TIRAQUE (CBBA),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,8,12,146,152,154,164,318
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,0,0,7,4,7,4,11
TOCO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,2,4,48,36,50,40,90
TODOS SANTOS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,2,1,0,2,2,3,5
TOLATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,10,5,351,40,361,45,406
TOLEDO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,8,3,34,25,42,28,70
TOMAVE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,11,12,85,97,96,109,205
TOMINA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,8,5,64,67,72,72,144
TORO TORO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,8,8,85,70,93,78,171
TOTORA(CBBA),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,19,27,142,119,161,146,307
TOTORA(ORR),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,3,2,45,41,48,43,91
TRIGAL,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,1,0,8,7,9,7,16
TRINIDAD,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,212,211,425,354,637,565,1202
TUPIZA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,24,19,272,262,296,281,577
TURCO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,2,3,25,46,27,49,76
UMALA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,2,1,49,48,51,49,100
UNCIA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,17,10,144,145,161,155,316
URIONDO (A. CONCEPCION),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,32,43,111,121,143,164,307
URUBICHA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,9,7,44,35,53,42,95
UYUNI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,10,16,144,126,154,142,296
VACAS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,5,9,79,65,84,74,158
VALLEGRANDE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,13,13,88,96,101,109,210
VIACHA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,62,55,357,307,419,362,781
VILA VILA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,14,11,33,35,47,46,93
VILLA CHARCAS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,16,6,120,112,136,118,254
VILLA MONTES,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,16,13,236,221,252,234,486
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,1,1,45,31,46,32,78
VILLA RIVERO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,3,7,83,96,86,103,189
VILLA SERRANO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,9,3,76,82,85,85,170
VILLA TUNARI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,89,82,739,747,828,829,1657
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,9,4,83,57,92,61,153
VILLAZON,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,31,27,278,255,309,282,591
VINTO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,53,48,254,245,307,293,600
VITICHI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,4,5,73,68,77,73,150
WALDO BALLIVIAN,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,2,0,22,14,24,14,38
WARNES,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,92,98,592,559,684,657,1341
YACO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,1,5,50,50,51,55,106
YACUIBA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,179,125,589,528,768,653,1421
YAMPARAEZ,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,11,5,52,40,63,45,108
YANACACHI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,2,8,27,29,29,37,66
YAPACANI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,43,56,386,339,429,395,824
YOCALLA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,11,8,89,78,100,86,186
YOTALA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,12,3,45,50,57,53,110
YUNCHARA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,1,2,52,47,53,49,102
YUNGUYO DE LITORAL,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,0,0,2,1,2,1,3
ZUDAÑEZ,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-06-01,5,5,46,45,51,50,101
ACACIO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,6,4,43,32,49,36,85
ACHACACHI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,20,40,202,192,222,232,454
ACHOCALLA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,11,12,81,72,92,84,176
AIQUILE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,29,24,264,200,293,224,517
ALALAY,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,1,2,21,12,22,14,36
ALCALA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,3,5,22,25,25,30,55
ALTO BENI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,10,9,75,56,85,65,150
ANCORAIMES,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,13,10,83,63,96,73,169
ANDAMARCA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,1,1,27,40,28,41,69
ANTEQUERA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,2,0,25,16,27,16,43
ANZALDO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,5,1,56,39,61,40,101
APOLO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,17,10,157,155,174,165,339
ARAMPAMPA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,3,2,37,42,40,44,84
ARANI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,17,13,85,66,102,79,181
ARBIETO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,12,17,143,160,155,177,332
ARQUE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,10,6,114,119,124,125,249
ASCENCION DE GUARAYOS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,28,32,175,174,203,206,409
ATOCHA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,6,2,66,75,72,77,149
AUCAPATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,2,1,41,33,43,34,77
AYATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,5,6,59,60,64,66,130
AYO AYO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,7,6,60,73,67,79,146
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,20,26,242,235,262,261,523
AZURDUY,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,11,6,81,68,92,74,166
BATALLAS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,16,19,115,115,131,134,265
BAURES,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,1,3,40,32,41,35,76
BELEN DE ANDAMARCA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,4,0,9,8,13,8,21
BELEN DE URMIRI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,3,1,15,18,18,19,37
BELLA FLOR,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,2,3,25,30,27,33,60
BERMEJO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,216,190,151,162,367,352,719
BETANZOS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,24,19,262,234,286,253,539
BOLIVAR,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,8,7,80,60,88,67,155
BOLPEBRA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,2,0,26,19,28,19,47
BOYUIBE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,6,0,9,26,15,26,41
BUENA VISTA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,20,24,109,115,129,139,268
CABEZAS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,22,16,123,116,145,132,277
CAIROMA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,1,2,50,43,51,45,96
"CAIZA ""D""",control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,9,5,69,64,78,69,147
CAJUATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,6,4,99,81,105,85,190
CALACOTO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,2,4,32,38,34,42,76
CALAMARCA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,9,12,95,89,104,101,205
CAMARGO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,11,16,123,95,134,111,245
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,2,1,16,15,18,16,34
CAMIRI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,36,33,204,153,240,186,426
CAPINOTA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,14,10,185,177,199,187,386
CAQUIAVIRI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,5,2,60,57,65,59,124
CARACOLLO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,19,11,150,133,169,144,313
CARANAVI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,81,73,259,225,340,298,638
CARANGAS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,0,1,1,0,1,1,2
CARAPARI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,20,7,120,93,140,100,240
CARIPUYO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,5,6,81,64,86,70,156
CARMEN RIVERO TORREZ,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,2,10,8,14,10,24,34
CATACORA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,1,0,5,3,6,3,9
CHACARILLA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,1,0,9,0,10,0,10
CHALLAPATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,33,23,337,302,370,325,695
CHAQUI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,5,3,65,72,70,75,145
CHARAGUA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,24,13,169,146,193,159,352
CHARAÑA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,0,0,13,6,13,6,19
CHAYANTA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,14,14,100,128,114,142,256
CHIMORE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,118,86,173,165,291,251,542
CHIPAYA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,2,3,14,10,16,13,29
CHOQUE COTA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,0,1,5,5,5,6,11
CHUA COCANI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,2,5,8,12,10,17,27
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,26,18,85,65,111,83,194
CHUMA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,11,9,54,54,65,63,128
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,8,4,59,30,67,34,101
CKOCHAS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,5,8,156,134,161,142,303
CLIZA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,27,15,148,114,175,129,304
COBIJA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,70,40,394,357,464,397,861
COCAPATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,19,15,174,164,193,179,372
COCHABAMBA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,848,708,2470,2212,3318,2920,6238
COIPASA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,0,0,4,5,4,5,9
COLCAPIRHUA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,54,56,268,279,322,335,657
"COLCHA ""K""",control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,6,5,115,106,121,111,232
COLLANA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,4,5,22,8,26,13,39
COLOMI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,9,8,201,150,210,158,368
COLPA BELGICA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,4,2,3,2,7,4,11
COLQUECHACA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-07-01,28,33,287,300,315,333,648
