municipality,group,variable,month,Total 11.1 Vaginales,TOTAL
MACHACAMARCA,atencion de partos en servicios,vaginales,2014-08-01,1,1
MACHARETI,atencion de partos en servicios,vaginales,2014-08-01,3,3
MAGDALENA,atencion de partos en servicios,vaginales,2014-08-01,15,15
MAIRANA,atencion de partos en servicios,vaginales,2014-08-01,12,12
MAPIRI,atencion de partos en servicios,vaginales,2014-08-01,21,21
MECAPACA,atencion de partos en servicios,vaginales,2014-08-01,4,4
MINEROS,atencion de partos en servicios,vaginales,2014-08-01,14,14
MIZQUE,atencion de partos en servicios,vaginales,2014-08-01,26,26
MOCOMOCO,atencion de partos en servicios,vaginales,2014-08-01,2,2
MOJOCOYA,atencion de partos en servicios,vaginales,2014-08-01,9,9
MONTEAGUDO,atencion de partos en servicios,vaginales,2014-08-01,39,39
MONTERO,atencion de partos en servicios,vaginales,2014-08-01,113,113
MORO MORO,atencion de partos en servicios,vaginales,2014-08-01,2,2
MOROCHATA,atencion de partos en servicios,vaginales,2014-08-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,vaginales,2014-08-01,2,2
OCURI,atencion de partos en servicios,vaginales,2014-08-01,5,5
OKINAWA,atencion de partos en servicios,vaginales,2014-08-01,16,16
OMEREQUE,atencion de partos en servicios,vaginales,2014-08-01,4,4
ORURO,atencion de partos en servicios,vaginales,2014-08-01,340,340
PADCAYA,atencion de partos en servicios,vaginales,2014-08-01,13,13
PADILLA,atencion de partos en servicios,vaginales,2014-08-01,10,10
PAILON,atencion de partos en servicios,vaginales,2014-08-01,26,26
PALCA,atencion de partos en servicios,vaginales,2014-08-01,6,6
PALOS BLANCOS,atencion de partos en servicios,vaginales,2014-08-01,36,36
PAMPA GRANDE,atencion de partos en servicios,vaginales,2014-08-01,3,3
PAPEL PAMPA,atencion de partos en servicios,vaginales,2014-08-01,5,5
PASORAPA,atencion de partos en servicios,vaginales,2014-08-01,4,4
PATACAMAYA,atencion de partos en servicios,vaginales,2014-08-01,20,20
PAZÑA,atencion de partos en servicios,vaginales,2014-08-01,4,4
PELECHUCO,atencion de partos en servicios,vaginales,2014-08-01,3,3
POCOATA,atencion de partos en servicios,vaginales,2014-08-01,6,6
POCONA,atencion de partos en servicios,vaginales,2014-08-01,10,10
POJO (CBBA),atencion de partos en servicios,vaginales,2014-08-01,20,20
POOPO,atencion de partos en servicios,vaginales,2014-08-01,1,1
PORCO,atencion de partos en servicios,vaginales,2014-08-01,12,12
POROMA,atencion de partos en servicios,vaginales,2014-08-01,8,8
PORONGO,atencion de partos en servicios,vaginales,2014-08-01,3,3
PORTACHUELO,atencion de partos en servicios,vaginales,2014-08-01,18,18
PORVENIR,atencion de partos en servicios,vaginales,2014-08-01,5,5
POTOSI,atencion de partos en servicios,vaginales,2014-08-01,343,343
PRESTO,atencion de partos en servicios,vaginales,2014-08-01,5,5
PUCARANI,atencion de partos en servicios,vaginales,2014-08-01,14,14
PUERTO ACOSTA,atencion de partos en servicios,vaginales,2014-08-01,3,3
PUERTO CARABUCO,atencion de partos en servicios,vaginales,2014-08-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicios,vaginales,2014-08-01,9,9
PUERTO PEREZ,atencion de partos en servicios,vaginales,2014-08-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,vaginales,2014-08-01,20,20
PUERTO RICO,atencion de partos en servicios,vaginales,2014-08-01,10,10
PUERTO SUAREZ,atencion de partos en servicios,vaginales,2014-08-01,21,21
PUERTO VILLARROEL,atencion de partos en servicios,vaginales,2014-08-01,105,105
PUNA,atencion de partos en servicios,vaginales,2014-08-01,13,13
PUNATA,atencion de partos en servicios,vaginales,2014-08-01,45,45
QUIABAYA,atencion de partos en servicios,vaginales,2014-08-01,7,7
QUILLACOLLO,atencion de partos en servicios,vaginales,2014-08-01,134,134
QUIME,atencion de partos en servicios,vaginales,2014-08-01,5,5
RAVELO,atencion de partos en servicios,vaginales,2014-08-01,12,12
REYES,atencion de partos en servicios,vaginales,2014-08-01,14,14
RIBERALTA,atencion de partos en servicios,vaginales,2014-08-01,181,181
ROBORE,atencion de partos en servicios,vaginales,2014-08-01,12,12
RURRENABAQUE,atencion de partos en servicios,vaginales,2014-08-01,34,34
SABAYA,atencion de partos en servicios,vaginales,2014-08-01,1,1
SACABA,atencion de partos en servicios,vaginales,2014-08-01,151,151
SACABAMBA,atencion de partos en servicios,vaginales,2014-08-01,2,2
SACACA,atencion de partos en servicios,vaginales,2014-08-01,15,15
SAIPINA,atencion de partos en servicios,vaginales,2014-08-01,7,7
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,vaginales,2014-08-01,8,8
SAMAIPATA,atencion de partos en servicios,vaginales,2014-08-01,6,6
SAN ANDRES,atencion de partos en servicios,vaginales,2014-08-01,6,6
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,vaginales,2014-08-01,6,6
SAN BENITO,atencion de partos en servicios,vaginales,2014-08-01,4,4
SAN BORJA,atencion de partos en servicios,vaginales,2014-08-01,54,54
SAN BUENA VENTURA,atencion de partos en servicios,vaginales,2014-08-01,13,13
SAN CARLOS,atencion de partos en servicios,vaginales,2014-08-01,25,25
SAN IGNACIO,atencion de partos en servicios,vaginales,2014-08-01,29,29
SAN IGNACIO DE VELASCO,atencion de partos en servicios,vaginales,2014-08-01,73,73
SAN JAVIER(BNI),atencion de partos en servicios,vaginales,2014-08-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,vaginales,2014-08-01,21,21
SAN JOAQUIN,atencion de partos en servicios,vaginales,2014-08-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,vaginales,2014-08-01,23,23
SAN JUAN DE YAPACANI,atencion de partos en servicios,vaginales,2014-08-01,3,3
SAN JULIAN,atencion de partos en servicios,vaginales,2014-08-01,67,67
SAN LORENZO(PND),atencion de partos en servicios,vaginales,2014-08-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,vaginales,2014-08-01,7,7
SAN LUCAS,atencion de partos en servicios,vaginales,2014-08-01,27,27
SAN MATIAS,atencion de partos en servicios,vaginales,2014-08-01,12,12
SAN MIGUEL DE VELASCO,atencion de partos en servicios,vaginales,2014-08-01,14,14
SAN PEDRO,atencion de partos en servicios,vaginales,2014-08-01,18,18
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,vaginales,2014-08-01,18,18
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,vaginales,2014-08-01,2,2
SAN PEDRO DE QUEMES,atencion de partos en servicios,vaginales,2014-08-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,vaginales,2014-08-01,2,2
SAN RAFAEL,atencion de partos en servicios,vaginales,2014-08-01,2,2
SAN RAMON BENI,atencion de partos en servicios,vaginales,2014-08-01,7,7
SAN RAMON SCZ,atencion de partos en servicios,vaginales,2014-08-01,14,14
SANTA ANA,atencion de partos en servicios,vaginales,2014-08-01,15,15
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,vaginales,2014-08-01,1390,1390
SANTA ROSA,atencion de partos en servicios,vaginales,2014-08-01,10,10
SANTA ROSA DEL SARA,atencion de partos en servicios,vaginales,2014-08-01,9,9
SANTIAGO DE CALLAPA,atencion de partos en servicios,vaginales,2014-08-01,3,3
SANTIAGO DE HUARI,atencion de partos en servicios,vaginales,2014-08-01,6,6
SANTIAGO DE HUATA,atencion de partos en servicios,vaginales,2014-08-01,3,3
SANTIAGO DE MACHACA,atencion de partos en servicios,vaginales,2014-08-01,3,3
SANTIVAÑES,atencion de partos en servicios,vaginales,2014-08-01,4,4
SAPAHAQUI,atencion de partos en servicios,vaginales,2014-08-01,5,5
SENA,atencion de partos en servicios,vaginales,2014-08-01,6,6
SHINAOTA,atencion de partos en servicios,vaginales,2014-08-01,26,26
SICA SICA (VILLA AROMA),atencion de partos en servicios,vaginales,2014-08-01,10,10
SICAYA,atencion de partos en servicios,vaginales,2014-08-01,2,2
SIPE SIPE,atencion de partos en servicios,vaginales,2014-08-01,26,26
SOPACHUY,atencion de partos en servicios,vaginales,2014-08-01,5,5
SORACACHI,atencion de partos en servicios,vaginales,2014-08-01,5,5
SORATA,atencion de partos en servicios,vaginales,2014-08-01,10,10
SUCRE,atencion de partos en servicios,vaginales,2014-08-01,333,333
TACACHI,atencion de partos en servicios,vaginales,2014-08-01,1,1
TACACOMA,atencion de partos en servicios,vaginales,2014-08-01,8,8
TACOBAMBA,atencion de partos en servicios,vaginales,2014-08-01,2,2
TACOPAYA,atencion de partos en servicios,vaginales,2014-08-01,3,3
TAPACARI,atencion de partos en servicios,vaginales,2014-08-01,7,7
TARABUCO,atencion de partos en servicios,vaginales,2014-08-01,15,15
TARACO,atencion de partos en servicios,vaginales,2014-08-01,2,2
TARATA,atencion de partos en servicios,vaginales,2014-08-01,9,9
TARIJA,atencion de partos en servicios,vaginales,2014-08-01,247,247
TARVITA,atencion de partos en servicios,vaginales,2014-08-01,17,17
TEOPONTE,atencion de partos en servicios,vaginales,2014-08-01,14,14
TIAWANACU,atencion de partos en servicios,vaginales,2014-08-01,3,3
TINGUIPAYA,atencion de partos en servicios,vaginales,2014-08-01,4,4
TIPUANI,atencion de partos en servicios,vaginales,2014-08-01,11,11
TIQUIPAYA,atencion de partos en servicios,vaginales,2014-08-01,58,58
TIRAQUE (CBBA),atencion de partos en servicios,vaginales,2014-08-01,18,18
TOCO,atencion de partos en servicios,vaginales,2014-08-01,3,3
TOLATA,atencion de partos en servicios,vaginales,2014-08-01,5,5
TOLEDO,atencion de partos en servicios,vaginales,2014-08-01,1,1
TOMAVE,atencion de partos en servicios,vaginales,2014-08-01,5,5
TOMINA,atencion de partos en servicios,vaginales,2014-08-01,9,9
TORO TORO,atencion de partos en servicios,vaginales,2014-08-01,12,12
TOTORA(CBBA),atencion de partos en servicios,vaginales,2014-08-01,32,32
TOTORA(ORR),atencion de partos en servicios,vaginales,2014-08-01,2,2
TRINIDAD,atencion de partos en servicios,vaginales,2014-08-01,190,190
TUPIZA,atencion de partos en servicios,vaginales,2014-08-01,50,50
TURCO,atencion de partos en servicios,vaginales,2014-08-01,2,2
UNCIA,atencion de partos en servicios,vaginales,2014-08-01,27,27
URIONDO (A. CONCEPCION),atencion de partos en servicios,vaginales,2014-08-01,6,6
URUBICHA,atencion de partos en servicios,vaginales,2014-08-01,7,7
UYUNI,atencion de partos en servicios,vaginales,2014-08-01,49,49
VACAS,atencion de partos en servicios,vaginales,2014-08-01,5,5
VALLEGRANDE,atencion de partos en servicios,vaginales,2014-08-01,12,12
VIACHA,atencion de partos en servicios,vaginales,2014-08-01,46,46
VILA VILA,atencion de partos en servicios,vaginales,2014-08-01,1,1
VILLA CHARCAS,atencion de partos en servicios,vaginales,2014-08-01,20,20
VILLA MONTES,atencion de partos en servicios,vaginales,2014-08-01,54,54
VILLA RIVERO,atencion de partos en servicios,vaginales,2014-08-01,6,6
VILLA SERRANO,atencion de partos en servicios,vaginales,2014-08-01,8,8
VILLA TUNARI,atencion de partos en servicios,vaginales,2014-08-01,87,87
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,vaginales,2014-08-01,3,3
VILLAZON,atencion de partos en servicios,vaginales,2014-08-01,39,39
VINTO,atencion de partos en servicios,vaginales,2014-08-01,67,67
VITICHI,atencion de partos en servicios,vaginales,2014-08-01,3,3
WARNES,atencion de partos en servicios,vaginales,2014-08-01,90,90
YACO,atencion de partos en servicios,vaginales,2014-08-01,7,7
YACUIBA,atencion de partos en servicios,vaginales,2014-08-01,73,73
YAMPARAEZ,atencion de partos en servicios,vaginales,2014-08-01,7,7
YANACACHI,atencion de partos en servicios,vaginales,2014-08-01,4,4
YAPACANI,atencion de partos en servicios,vaginales,2014-08-01,56,56
YOCALLA,atencion de partos en servicios,vaginales,2014-08-01,2,2
YOTALA,atencion de partos en servicios,vaginales,2014-08-01,12,12
YUNCHARA,atencion de partos en servicios,vaginales,2014-08-01,3,3
ZUDAÑEZ,atencion de partos en servicios,vaginales,2014-08-01,15,15
ACACIO,atencion de partos en servicios,vaginales,2014-09-01,1,1
ACHACACHI,atencion de partos en servicios,vaginales,2014-09-01,24,24
ACHOCALLA,atencion de partos en servicios,vaginales,2014-09-01,3,3
AIQUILE,atencion de partos en servicios,vaginales,2014-09-01,22,22
ALCALA,atencion de partos en servicios,vaginales,2014-09-01,4,4
ALTO BENI,atencion de partos en servicios,vaginales,2014-09-01,5,5
ANCORAIMES,atencion de partos en servicios,vaginales,2014-09-01,1,1
ANDAMARCA,atencion de partos en servicios,vaginales,2014-09-01,1,1
ANZALDO,atencion de partos en servicios,vaginales,2014-09-01,5,5
APOLO,atencion de partos en servicios,vaginales,2014-09-01,8,8
ARANI,atencion de partos en servicios,vaginales,2014-09-01,6,6
ARBIETO,atencion de partos en servicios,vaginales,2014-09-01,15,15
ARQUE,atencion de partos en servicios,vaginales,2014-09-01,9,9
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2014-09-01,43,43
ATOCHA,atencion de partos en servicios,vaginales,2014-09-01,10,10
AYATA,atencion de partos en servicios,vaginales,2014-09-01,1,1
AYO AYO,atencion de partos en servicios,vaginales,2014-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2014-09-01,16,16
AZURDUY,atencion de partos en servicios,vaginales,2014-09-01,4,4
BATALLAS,atencion de partos en servicios,vaginales,2014-09-01,7,7
BAURES,atencion de partos en servicios,vaginales,2014-09-01,4,4
BELEN DE ANDAMARCA,atencion de partos en servicios,vaginales,2014-09-01,1,1
BERMEJO,atencion de partos en servicios,vaginales,2014-09-01,49,49
BETANZOS,atencion de partos en servicios,vaginales,2014-09-01,15,15
BOLPEBRA,atencion de partos en servicios,vaginales,2014-09-01,1,1
BOYUIBE,atencion de partos en servicios,vaginales,2014-09-01,2,2
BUENA VISTA,atencion de partos en servicios,vaginales,2014-09-01,4,4
CABEZAS,atencion de partos en servicios,vaginales,2014-09-01,25,25
CAIROMA,atencion de partos en servicios,vaginales,2014-09-01,9,9
"CAIZA ""D""",atencion de partos en servicios,vaginales,2014-09-01,3,3
CAJUATA,atencion de partos en servicios,vaginales,2014-09-01,18,18
CALAMARCA,atencion de partos en servicios,vaginales,2014-09-01,7,7
CAMARGO,atencion de partos en servicios,vaginales,2014-09-01,11,11
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,vaginales,2014-09-01,3,3
CAMIRI,atencion de partos en servicios,vaginales,2014-09-01,46,46
CAPINOTA,atencion de partos en servicios,vaginales,2014-09-01,23,23
CAQUIAVIRI,atencion de partos en servicios,vaginales,2014-09-01,1,1
CARACOLLO,atencion de partos en servicios,vaginales,2014-09-01,18,18
CARANAVI,atencion de partos en servicios,vaginales,2014-09-01,73,73
CARAPARI,atencion de partos en servicios,vaginales,2014-09-01,7,7
CARIPUYO,atencion de partos en servicios,vaginales,2014-09-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2014-09-01,9,9
CHACARILLA,atencion de partos en servicios,vaginales,2014-09-01,1,1
CHALLAPATA,atencion de partos en servicios,vaginales,2014-09-01,52,52
CHAQUI,atencion de partos en servicios,vaginales,2014-09-01,4,4
CHARAGUA,atencion de partos en servicios,vaginales,2014-09-01,26,26
CHAYANTA,atencion de partos en servicios,vaginales,2014-09-01,11,11
CHIMORE,atencion de partos en servicios,vaginales,2014-09-01,11,11
CHIPAYA,atencion de partos en servicios,vaginales,2014-09-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2014-09-01,20,20
CHUMA,atencion de partos en servicios,vaginales,2014-09-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2014-09-01,7,7
CKOCHAS,atencion de partos en servicios,vaginales,2014-09-01,6,6
CLIZA,atencion de partos en servicios,vaginales,2014-09-01,18,18
COBIJA,atencion de partos en servicios,vaginales,2014-09-01,66,66
COCAPATA,atencion de partos en servicios,vaginales,2014-09-01,7,7
COCHABAMBA,atencion de partos en servicios,vaginales,2014-09-01,834,834
COIPASA,atencion de partos en servicios,vaginales,2014-09-01,2,2
COLCAPIRHUA,atencion de partos en servicios,vaginales,2014-09-01,22,22
"COLCHA ""K""",atencion de partos en servicios,vaginales,2014-09-01,2,2
COLOMI,atencion de partos en servicios,vaginales,2014-09-01,15,15
COLPA BELGICA,atencion de partos en servicios,vaginales,2014-09-01,1,1
COLQUECHACA,atencion de partos en servicios,vaginales,2014-09-01,18,18
COLQUENCHA,atencion de partos en servicios,vaginales,2014-09-01,4,4
COLQUIRI,atencion de partos en servicios,vaginales,2014-09-01,14,14
COMANCHE,atencion de partos en servicios,vaginales,2014-09-01,1,1
COMARAPA,atencion de partos en servicios,vaginales,2014-09-01,18,18
COMBAYA,atencion de partos en servicios,vaginales,2014-09-01,1,1
CONCEPCION,atencion de partos en servicios,vaginales,2014-09-01,30,30
COPACABANA,atencion de partos en servicios,vaginales,2014-09-01,7,7
CORIPATA,atencion de partos en servicios,vaginales,2014-09-01,8,8
CORO CORO,atencion de partos en servicios,vaginales,2014-09-01,3,3
COROICO,atencion de partos en servicios,vaginales,2014-09-01,22,22
CORQUE,atencion de partos en servicios,vaginales,2014-09-01,3,3
COTAGAITA,atencion de partos en servicios,vaginales,2014-09-01,11,11
COTOCA,atencion de partos en servicios,vaginales,2014-09-01,47,47
CUATRO CAÑADAS,atencion de partos en servicios,vaginales,2014-09-01,16,16
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,vaginales,2014-09-01,1,1
CUEVO,atencion de partos en servicios,vaginales,2014-09-01,2,2
CULPINA,atencion de partos en servicios,vaginales,2014-09-01,13,13
CURAHUARA DE CARANGAS,atencion de partos en servicios,vaginales,2014-09-01,4,4
DESAGUADERO,atencion de partos en servicios,vaginales,2014-09-01,7,7
EL ALTO,atencion de partos en servicios,vaginales,2014-09-01,996,996
EL CHORO,atencion de partos en servicios,vaginales,2014-09-01,5,5
EL PUENTE(STC),atencion de partos en servicios,vaginales,2014-09-01,8,8
EL PUENTE(TJA),atencion de partos en servicios,vaginales,2014-09-01,13,13
EL TORNO,atencion de partos en servicios,vaginales,2014-09-01,50,50
EL VILLAR,atencion de partos en servicios,vaginales,2014-09-01,4,4
ENTRE RIOS TRJ,atencion de partos en servicios,vaginales,2014-09-01,9,9
ENTRE RIOS CBBA,atencion de partos en servicios,vaginales,2014-09-01,27,27
ESCOMA,atencion de partos en servicios,vaginales,2014-09-01,5,5
EUCALIPTUS,atencion de partos en servicios,vaginales,2014-09-01,4,4
FERNANDEZ ALONSO,atencion de partos en servicios,vaginales,2014-09-01,6,6
FILADELFIA,atencion de partos en servicios,vaginales,2014-09-01,3,3
GENERAL SAAVEDRA,atencion de partos en servicios,vaginales,2014-09-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,vaginales,2014-09-01,1,1
GUANAY,atencion de partos en servicios,vaginales,2014-09-01,15,15
