municipality,group,variable,month,Total 8.3 Niños (as) de 6 meses a menores de 2 años con dosis completa de hierro,TOTAL
PRESTO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,32,32
PUCARA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,2,2
PUCARANI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,105,105
PUERTO ACOSTA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,32,32
PUERTO CARABUCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,56,56
PUERTO GONZALO MORENO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,24,24
PUERTO PEREZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,25,25
PUERTO QUIJARRO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,50,50
PUERTO RICO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,18,18
PUERTO SILES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,1,1
PUERTO SUAREZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,73,73
PUERTO VILLARROEL,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,340,340
PUNA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,65,65
PUNATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,99,99
QUIABAYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,13,13
QUILLACOLLO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,507,507
QUIME,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,30,30
QUIRUSILLAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,7,7
RAVELO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,68,68
REYES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,102,102
RIBERALTA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,357,357
ROBORE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,50,50
RURRENABAQUE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,58,58
SABAYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,10,10
SACABA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,580,580
SACABAMBA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,17,17
SACACA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,129,129
SAIPINA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,26,26
SALINAS DE GARCI MENDOZA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,40,40
SAMAIPATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,53,53
SAN AGUSTIN,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,3,3
SAN ANDRES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,23,23
SAN ANDRES DE MACHACA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,16,16
SAN ANTONIO DE ESMORUCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,5,5
SAN ANTONIO DE LOMERIO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,16,16
SAN BENITO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,35,35
SAN BORJA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,218,218
SAN BUENA VENTURA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,48,48
SAN CARLOS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,60,60
SAN IGNACIO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,57,57
SAN IGNACIO DE VELASCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,189,189
SAN JAVIER(BNI),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,11,11
SAN JAVIER(STC),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,42,42
SAN JOAQUIN,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,26,26
SAN JOSE DE CHIQUITOS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,84,84
SAN JUAN DE YAPACANI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,33,33
SAN JULIAN,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,153,153
SAN LORENZO(PND),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,36,36
SAN LORENZO(TJA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,77,77
SAN LUCAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,121,121
SAN MATIAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,44,44
SAN MIGUEL DE VELASCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,40,40
SAN PABLO DE LIPEZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,16,16
SAN PEDRO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,57,57
SAN PEDRO DE BUENA VISTA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,119,119
SAN PEDRO DE CURAHUARA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,21,21
SAN PEDRO DE QUEMES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,18,18
SAN PEDRO(PND),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,12,12
SAN RAFAEL,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,26,26
SAN RAMON BENI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,29,29
SAN RAMON SCZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,48,48
SANTA ANA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,77,77
SANTA CRUZ DE LA SIERRA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,2833,2833
SANTA ROSA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,18,18
SANTA ROSA DEL SARA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,80,80
SANTIAGO DE CALLAPA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,8,8
SANTIAGO DE HUARI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,23,23
SANTIAGO DE HUATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,13,13
SANTIAGO DE MACHACA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,6,6
SANTIVAÑES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,19,19
SANTUARIO DE QUILLACAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,8,8
SAPAHAQUI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,26,26
SENA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,29,29
SHINAOTA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,82,82
SICA SICA (VILLA AROMA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,69,69
SICAYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,17,17
SIPE SIPE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,109,109
SOPACHUY,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,26,26
SORACACHI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,60,60
SORATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,62,62
SUCRE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,1175,1175
TACACOMA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,7,7
TACOBAMBA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,31,31
TACOPAYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,23,23
TAPACARI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,64,64
TARABUCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,63,63
TARACO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,14,14
TARATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,38,38
TARIJA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,424,424
TARVITA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,43,43
TEOPONTE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,52,52
TIAWANACU,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,36,36
TINGUIPAYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,69,69
TIPUANI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,28,28
TIQUIPAYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,290,290
TIRAQUE (CBBA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,75,75
TITO YUPANQUI (PARQUIPUJIO),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,1,1
TOCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,20,20
TODOS SANTOS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,2,2
TOLATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,20,20
TOLEDO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,9,9
TOMAVE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,52,52
TOMINA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,28,28
TORO TORO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,11,11
TOTORA(CBBA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,74,74
TOTORA(ORR),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,12,12
TRIGAL,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,2,2
TRINIDAD,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,359,359
TUPIZA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,115,115
TURCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,10,10
UMALA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,31,31
UNCIA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,102,102
URIONDO (A. CONCEPCION),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,60,60
URUBICHA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,38,38
UYUNI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,90,90
VACAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,35,35
VALLEGRANDE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,39,39
VIACHA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,141,141
VILA VILA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,22,22
VILLA CHARCAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,60,60
VILLA MONTES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,97,97
VILLA NUEVA (LOMA ALTA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,11,11
VILLA RIVERO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,28,28
VILLA SERRANO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,51,51
VILLA TUNARI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,256,256
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,30,30
VILLAZON,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,150,150
VINTO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,155,155
VITICHI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,42,42
WALDO BALLIVIAN,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,4,4
WARNES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,381,381
YACO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,14,14
YACUIBA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,307,307
YAMPARAEZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,27,27
YANACACHI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,26,26
YAPACANI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,209,209
YOCALLA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,24,24
YOTALA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,26,26
YUNCHARA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,17,17
ZUDAÑEZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-06-01,29,29
ACACIO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-07-01,20,20
ACHACACHI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-07-01,133,133
ACHOCALLA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-07-01,122,122
AIQUILE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-07-01,84,84
ALALAY,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-07-01,2,2
ALCALA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-07-01,11,11
ALTO BENI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-07-01,42,42
ANCORAIMES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-07-01,50,50
ANDAMARCA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-07-01,5,5
