municipality,group,variable,month,Total 8.7 Niños (as) de 1 año a menores de 5 años con 1ra dosis vitamina A,TOTAL
APOLO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,90,90
ARAMPAMPA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,45,45
ARANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,54,54
ARBIETO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,85,85
ARQUE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,103,103
ASCENCION DE GUARAYOS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,108,108
ATOCHA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,84,84
AUCAPATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,26,26
AYATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,64,64
AYO AYO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,30,30
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,181,181
AZURDUY,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,84,84
BATALLAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,84,84
BAURES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,22,22
BELEN DE ANDAMARCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,9,9
BELEN DE URMIRI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,12,12
BELLA FLOR,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,25,25
BERMEJO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,158,158
BETANZOS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,194,194
BOLIVAR,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,51,51
BOLPEBRA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,4,4
BOYUIBE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,17,17
BUENA VISTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,116,116
CABEZAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,188,188
CAIROMA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,48,48
"CAIZA ""D""",micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,33,33
CAJUATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,53,53
CALACOTO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,19,19
CALAMARCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,53,53
CAMARGO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,87,87
CAMATAQUI (C. VILLA ABECIA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,20,20
CAMIRI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,250,250
CAPINOTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,135,135
CAQUIAVIRI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,64,64
CARACOLLO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,106,106
CARANAVI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,272,272
CARANGAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,5,5
CARAPARI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,104,104
CARIPUYO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,73,73
CARMEN RIVERO TORREZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,51,51
CATACORA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,3,3
CHACARILLA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,7,7
CHALLAPATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,136,136
CHAQUI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,49,49
CHARAGUA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,169,169
CHARAÑA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,7,7
CHAYANTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,84,84
CHIMORE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,85,85
CHIPAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,15,15
CHOQUE COTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,5,5
CHUA COCANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,15,15
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,67,67
CHUMA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,35,35
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,34,34
CKOCHAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,131,131
CLIZA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,28,28
COBIJA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,273,273
COCAPATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,141,141
COCHABAMBA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,1553,1553
COIPASA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,6,6
COLCAPIRHUA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,247,247
"COLCHA ""K""",micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,69,69
COLLANA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,17,17
COLOMI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,171,171
COLPA BELGICA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,42,42
COLQUECHACA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,186,186
COLQUENCHA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,60,60
COLQUIRI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,76,76
COMANCHE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,8,8
COMARAPA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,107,107
COMBAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,19,19
CONCEPCION,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,138,138
COPACABANA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,104,104
CORIPATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,76,76
CORO CORO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,40,40
COROICO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,78,78
CORQUE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,42,42
COTAGAITA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,125,125
COTOCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,321,321
CRUZ DE MACHACAMARCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,1,1
CUATRO CAÑADAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,148,148
CUCHUMUELA (V. G. VILLARROEL),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,6,6
CUEVO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,35,35
CULPINA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,139,139
CURAHUARA DE CARANGAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,18,18
CURVA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,23,23
DESAGUADERO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,30,30
EL ALTO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,4500,4500
EL CHORO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,30,30
EL PUENTE(STC),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,90,90
EL PUENTE(TJA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,53,53
EL TORNO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,245,245
EL VILLAR,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,23,23
ENTRE RIOS TRJ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,151,151
ENTRE RIOS CBBA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,303,303
ESCARA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,6,6
ESCOMA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,41,41
ESMERALDA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,1,1
EUCALIPTUS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,20,20
EUREKA (SANTOS MERCADO),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,18,18
EXALTACION,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,8,8
FERNANDEZ ALONSO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,129,129
FILADELFIA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,42,42
GENERAL SAAVEDRA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,66,66
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,64,64
GUANAY,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,74,74
GUAQUI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,59,59
GUAYARAMERIN,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,182,182
GUTIERREZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,137,137
HUACARETA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,63,63
HUACAYA (VILLA DE HUACAYA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,18,18
HUACHACALLA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,6,6
HUANUNI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,125,125
HUARACAJE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,34,34
HUARINA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,27,27
HUATAJATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,8,8
HUAYLLAMARCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,12,12
HUMANATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,54,54
ICHOCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,38,38
ICLA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,38,38
INCAHUASI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,63,63
INGAVI (HUMAITA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,22,22
INQUISIVI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,62,62
IRUPANA (VILLA DE LANZA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,91,91
IXIAMAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,48,48
JESUS DE MACHACA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,71,71
LA ASUNTA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,273,273
LA GUARDIA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,282,282
LA PAZ,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,2857,2857
LA RIVERA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,4,4
LAGUNILLAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,49,49
LAJA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,74,74
LAS CARRERAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,16,16
LICOMA PAMPA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,5,5
LLALLAGUA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,343,343
LLICA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,13,13
LORETO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,1,1
LURIBAY,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,48,48
MACHACAMARCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,23,23
MACHARETI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,83,83
MAGDALENA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,44,44
MAIRANA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,43,43
MALLA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,15,15
MAPIRI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,68,68
MECAPACA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,48,48
MINEROS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,111,111
MIZQUE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,153,153
MOCOMOCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,96,96
MOJINETE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,5,5
MOJOCOYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,44,44
MONTEAGUDO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,194,194
MONTERO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,867,867
MORO MORO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,13,13
MOROCHATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,107,107
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,11,11
NAZACARA DE PACAJES,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,27,27
OCURI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,66,66
OKINAWA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,84,84
OMEREQUE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,39,39
ORURO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,1066,1066
PADCAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,137,137
PADILLA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,59,59
PAILON,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,128,128
PALCA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,79,79
PALOS BLANCOS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,186,186
PAMPA AULLAGAS,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,15,15
PAMPA GRANDE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,37,37
PAPEL PAMPA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,28,28
PASORAPA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,18,18
PATACAMAYA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,59,59
PAZÑA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,37,37
PELECHUCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,60,60
POCOATA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,132,132
POCONA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,69,69
POJO (CBBA),micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,85,85
POOPO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,35,35
PORCO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,72,72
POROMA,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,105,105
PORONGO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,73,73
PORTACHUELO,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,113,113
PORVENIR,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,52,52
POSTRER VALLE,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,10,10
POTOSI,micronutrientes, ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2014-03-01,960,960
