municipality,group,variable,month,Total 8.4 Niños (as) de 2 años a menores de 5 años con dosis completa de hierro,TOTAL
VIACHA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,124,124
VILA VILA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,22,22
VILLA CHARCAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,57,57
VILLA MONTES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,101,101
VILLA NUEVA (LOMA ALTA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,17,17
VILLA RIVERO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,77,77
VILLA SERRANO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,45,45
VILLA TUNARI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,238,238
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,47,47
VILLAZON,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,228,228
VINTO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,203,203
VITICHI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,38,38
WALDO BALLIVIAN,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,6,6
WARNES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,318,318
YACO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,28,28
YACUIBA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,391,391
YAMPARAEZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,20,20
YANACACHI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,22,22
YAPACANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,257,257
YOCALLA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,33,33
YOTALA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,38,38
YUNCHARA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,23,23
ZUDAÑEZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-07-01,26,26
ACACIO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,21,21
ACHACACHI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,142,142
ACHOCALLA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,78,78
AIQUILE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,65,65
ALALAY,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,21,21
ALCALA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,16,16
ALTO BENI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,30,30
ANCORAIMES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,36,36
ANDAMARCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,21,21
ANTEQUERA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,10,10
ANZALDO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,25,25
APOLO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,106,106
ARAMPAMPA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,22,22
ARANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,37,37
ARBIETO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,91,91
ARQUE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,72,72
ASCENCION DE GUARAYOS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,31,31
ATOCHA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,37,37
AUCAPATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,13,13
AYATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,37,37
AYO AYO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,29,29
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,106,106
AZURDUY,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,55,55
BATALLAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,42,42
BAURES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,13,13
BELEN DE ANDAMARCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,13,13
BELEN DE URMIRI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,13,13
BELLA FLOR,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,27,27
BERMEJO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,185,185
BETANZOS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,140,140
BOLIVAR,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,19,19
BOLPEBRA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,14,14
BOYUIBE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,10,10
BUENA VISTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,79,79
CABEZAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,191,191
CAIROMA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,50,50
"CAIZA ""D""",micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,36,36
CAJUATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,26,26
CALACOTO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,11,11
CALAMARCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,47,47
CAMARGO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,42,42
CAMATAQUI (C. VILLA ABECIA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,5,5
CAMIRI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,108,108
CAPINOTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,91,91
CAQUIAVIRI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,22,22
CARACOLLO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,89,89
CARANAVI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,255,255
CARANGAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,5,5
CARAPARI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,68,68
CARIPUYO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,87,87
CARMEN RIVERO TORREZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,24,24
CATACORA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,7,7
CHACARILLA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,5,5
CHALLAPATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,157,157
CHAQUI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,40,40
CHARAGUA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,124,124
CHARAÑA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,10,10
CHAYANTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,55,55
CHIMORE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,61,61
CHIPAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,19,19
CHOQUE COTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,2,2
CHUA COCANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,4,4
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,47,47
CHUMA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,75,75
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,25,25
CKOCHAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,73,73
CLIZA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,79,79
COBIJA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,224,224
COCAPATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,99,99
COCHABAMBA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,877,877
COIPASA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,5,5
COLCAPIRHUA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,303,303
"COLCHA ""K""",micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,61,61
COLLANA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,6,6
COLOMI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,103,103
COLPA BELGICA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,21,21
COLQUECHACA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,62,62
COLQUENCHA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,27,27
COLQUIRI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,50,50
COMANCHE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,10,10
COMARAPA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,88,88
COMBAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,10,10
CONCEPCION,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,93,93
COPACABANA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,64,64
CORIPATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,61,61
CORO CORO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,21,21
COROICO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,41,41
CORQUE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,32,32
COTAGAITA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,108,108
COTOCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,301,301
CRUZ DE MACHACAMARCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,7,7
CUATRO CAÑADAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,101,101
CUCHUMUELA (V. G. VILLARROEL),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,6,6
CUEVO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,31,31
CULPINA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,91,91
CURAHUARA DE CARANGAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,13,13
CURVA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,12,12
DESAGUADERO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,30,30
EL ALTO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,2411,2411
EL CHORO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,16,16
EL PUENTE(STC),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,62,62
EL PUENTE(TJA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,62,62
EL TORNO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,195,195
EL VILLAR,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,17,17
ENTRE RIOS TRJ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,92,92
ENTRE RIOS CBBA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,65,65
ESCARA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,1,1
ESCOMA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,29,29
ESMERALDA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,1,1
EUCALIPTUS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,25,25
EUREKA (SANTOS MERCADO),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,9,9
FERNANDEZ ALONSO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,35,35
FILADELFIA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,49,49
GENERAL SAAVEDRA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,58,58
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,32,32
GUANAY,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,30,30
GUAQUI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,17,17
GUAYARAMERIN,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,122,122
GUTIERREZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,60,60
HUACARETA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,59,59
HUACAYA (VILLA DE HUACAYA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,20,20
HUACHACALLA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,6,6
HUANUNI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,150,150
HUARACAJE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,23,23
HUARINA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,26,26
HUATAJATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,11,11
HUAYLLAMARCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,20,20
HUMANATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,17,17
ICHOCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,17,17
ICLA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,45,45
INCAHUASI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,82,82
INGAVI (HUMAITA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,18,18
INQUISIVI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-08-01,39,39
