municipality,group,variable,month,Total 8.1 Mujeres embarazadas con dosis completa de hierro,TOTAL
TIRAQUE (CBBA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,31,31
TITO YUPANQUI (PARQUIPUJIO),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,2,2
TOCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,17,17
TOLATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,12,12
TOLEDO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,6,6
TOMAVE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,9,9
TOMINA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,10,10
TORO TORO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,16,16
TOTORA(CBBA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,14,14
TOTORA(ORR),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,7,7
TRIGAL,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,1,1
TRINIDAD,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,375,375
TUPIZA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,52,52
TURCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,1,1
UMALA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,6,6
UNCIA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,63,63
URIONDO (A. CONCEPCION),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,12,12
URUBICHA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,12,12
UYUNI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,64,64
VACAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,3,3
VALLEGRANDE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,19,19
VIACHA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,85,85
VILA VILA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,7,7
VILLA CHARCAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,26,26
VILLA MONTES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,114,114
VILLA NUEVA (LOMA ALTA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,4,4
VILLA RIVERO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,16,16
VILLA SERRANO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,15,15
VILLA TUNARI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,152,152
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,16,16
VILLAZON,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,88,88
VINTO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,54,54
VITICHI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,7,7
WALDO BALLIVIAN,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,1,1
WARNES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,299,299
YACO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,9,9
YACUIBA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,169,169
YAMPARAEZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,9,9
YANACACHI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,5,5
YAPACANI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,90,90
YOCALLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,21,21
YOTALA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,13,13
YUNCHARA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,4,4
ZUDAÑEZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-10-01,13,13
ACACIO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,6,6
ACHACACHI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,79,79
ACHOCALLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,12,12
AIQUILE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,85,85
ALALAY,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,4,4
ALCALA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,1,1
ALTO BENI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,18,18
ANCORAIMES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,13,13
ANDAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,1,1
ANTEQUERA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,4,4
ANZALDO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,9,9
APOLO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,30,30
ARAMPAMPA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,5,5
ARANI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,19,19
ARBIETO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,27,27
ARQUE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,30,30
ASCENCION DE GUARAYOS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,42,42
ATOCHA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,126,126
AUCAPATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,8,8
AYATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,7,7
AYO AYO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,35,35
AZURDUY,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,10,10
BATALLAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,23,23
BAURES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,9,9
BELEN DE ANDAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,2,2
BELEN DE URMIRI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,2,2
BELLA FLOR,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,7,7
BERMEJO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,17,17
BETANZOS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,43,43
BOLIVAR,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,10,10
BOYUIBE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,8,8
BUENA VISTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,5,5
CABEZAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,39,39
CAIROMA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,20,20
"CAIZA ""D""",micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,10,10
CAJUATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,25,25
CALACOTO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,6,6
CALAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,25,25
CAMARGO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,34,34
CAMATAQUI (C. VILLA ABECIA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,3,3
CAMIRI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,57,57
CAPINOTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,46,46
CAQUIAVIRI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,18,18
CARACOLLO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,32,32
CARANAVI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,34,34
CARAPARI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,24,24
CARIPUYO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,17,17
CARMEN RIVERO TORREZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,6,6
CATACORA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,1,1
CHALLAPATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,70,70
CHAQUI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,14,14
CHARAGUA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,72,72
CHARAÑA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,2,2
CHAYANTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,20,20
CHIMORE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,41,41
CHIPAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,3,3
CHOQUE COTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,54,54
CHUMA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,8,8
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,20,20
CKOCHAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,18,18
CLIZA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,27,27
COBIJA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,220,220
COCAPATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,33,33
COCHABAMBA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,759,759
COIPASA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,2,2
COLCAPIRHUA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,64,64
"COLCHA ""K""",micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,27,27
COLLANA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,1,1
COLOMI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,38,38
COLPA BELGICA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,13,13
COLQUECHACA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,48,48
COLQUENCHA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,16,16
COLQUIRI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,28,28
COMANCHE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,2,2
COMARAPA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,23,23
COMBAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,6,6
CONCEPCION,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,5,5
COPACABANA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,22,22
CORIPATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,38,38
CORO CORO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,15,15
COROICO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,36,36
CORQUE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,7,7
COTAGAITA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,24,24
COTOCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,86,86
CUATRO CAÑADAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,24,24
CUCHUMUELA (V. G. VILLARROEL),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,1,1
CUEVO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,5,5
CULPINA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,26,26
CURAHUARA DE CARANGAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,12,12
CURVA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,2,2
DESAGUADERO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,14,14
EL ALTO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,1763,1763
EL CHORO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,8,8
EL PUENTE(STC),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,18,18
EL PUENTE(TJA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,13,13
EL TORNO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,186,186
EL VILLAR,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,5,5
ENTRE RIOS TRJ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,24,24
ENTRE RIOS CBBA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,81,81
ESCOMA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,8,8
ESMERALDA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,2,2
EUCALIPTUS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,6,6
EUREKA (SANTOS MERCADO),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,4,4
EXALTACION,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,11,11
FERNANDEZ ALONSO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,20,20
FILADELFIA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,6,6
GENERAL SAAVEDRA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,28,28
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,16,16
GUANAY,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,26,26
GUAQUI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,11,11
GUAYARAMERIN,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,91,91
GUTIERREZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,11,11
HUACARETA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,10,10
HUACAYA (VILLA DE HUACAYA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,5,5
HUACHACALLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,2,2
HUANUNI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,72,72
HUARACAJE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,2,2
HUARINA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,9,9
HUAYLLAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,6,6
HUMANATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,3,3
ICHOCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,7,7
ICLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,5,5
INCAHUASI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,22,22
INGAVI (HUMAITA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,3,3
INQUISIVI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,22,22
IRUPANA (VILLA DE LANZA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,18,18
IXIAMAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,22,22
JESUS DE MACHACA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,22,22
LA ASUNTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,120,120
LA GUARDIA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,18,18
LA PAZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,1171,1171
LAGUNILLAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,8,8
LAJA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,26,26
LAS CARRERAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,44,44
LICOMA PAMPA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,5,5
LLALLAGUA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,77,77
LLICA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,10,10
LORETO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,17,17
LURIBAY,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,5,5
MACHACAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-11-01,5,5
