municipality,group,variable,month,Total 1310 Días camas disponibles otros servicios,TOTAL
HUMANATA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,62,62
ICHOCA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,30,30
ICLA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,237,237
INCAHUASI,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,186,186
INQUISIVI,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,31,31
IRUPANA (VILLA DE LANZA),internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,310,310
IXIAMAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,186,186
JESUS DE MACHACA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,403,403
LA ASUNTA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,403,403
LA GUARDIA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,1147,1147
LA PAZ,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,70490,70490
LAGUNILLAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,124,124
LAS CARRERAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,186,186
LLALLAGUA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,2013,2013
LLICA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,62,62
LURIBAY,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,93,93
MACHACAMARCA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,62,62
MACHARETI,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,465,465
MAGDALENA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,279,279
MAIRANA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,155,155
MAPIRI,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,124,124
MINEROS,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,217,217
MIZQUE,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,930,930
MOJINETE,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,31,31
MOJOCOYA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,302,302
MONTEAGUDO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,1792,1792
MONTERO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,744,744
MORO MORO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,93,93
MOROCHATA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,154,154
OCURI,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,372,372
OKINAWA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,217,217
OMEREQUE,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,155,155
ORURO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,12539,12539
PADILLA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,465,465
PAILON,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,609,609
PALOS BLANCOS,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,300,300
PAMPA AULLAGAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,31,31
PAMPA GRANDE,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,31,31
PASORAPA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,186,186
PATACAMAYA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,186,186
PAZÑA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,93,93
POCOATA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,124,124
POCONA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,248,248
POJO (CBBA),internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,155,155
POOPO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,93,93
POROMA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,651,651
PORONGO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,310,310
PORTACHUELO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,1054,1054
PORVENIR,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,141,141
POTOSI,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,11532,11532
PRESTO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,121,121
PUCARANI,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,186,186
PUERTO GONZALO MORENO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,117,117
PUERTO QUIJARRO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,379,379
PUERTO RICO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,263,263
PUERTO SUAREZ,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,1303,1303
PUERTO VILLARROEL,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,1764,1764
PUNA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,186,186
PUNATA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,1581,1581
QUILLACOLLO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,1122,1122
QUIME,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,216,216
QUIRUSILLAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,62,62
RAVELO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,62,62
REYES,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,186,186
RIBERALTA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,2263,2263
ROBORE,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,1608,1608
RURRENABAQUE,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,651,651
SACABA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,2015,2015
SACABAMBA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,217,217
SACACA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,310,310
SAIPINA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,140,140
SALINAS DE GARCI MENDOZA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,93,93
SAMAIPATA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,93,93
SAN ANTONIO DE LOMERIO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,124,124
SAN BENITO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,62,62
SAN BORJA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,558,558
SAN BUENA VENTURA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,217,217
SAN CARLOS,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,899,899
SAN IGNACIO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,837,837
SAN IGNACIO DE VELASCO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,2604,2604
SAN JAVIER(BNI),internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,30,30
SAN JAVIER(STC),internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,310,310
SAN JOAQUIN,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,1116,1116
SAN JUAN DE YAPACANI,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,578,578
SAN JULIAN,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,1612,1612
SAN LUCAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,579,579
SAN MATIAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,714,714
SAN MIGUEL DE VELASCO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,217,217
SAN PEDRO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,627,627
SAN PEDRO DE BUENA VISTA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,155,155
SAN RAFAEL,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,248,248
SAN RAMON BENI,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,217,217
SAN RAMON SCZ,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,341,341
SANTA ANA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,434,434
SANTA CRUZ DE LA SIERRA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,46012,46012
SANTA ROSA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,186,186
SANTA ROSA DEL SARA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,246,246
SANTIAGO DE CALLAPA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,31,31
SANTIAGO DE HUARI,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,124,124
SANTIVAÑES,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,248,248
SANTUARIO DE QUILLACAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,217,217
SENA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,67,67
SHINAOTA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,775,775
SICA SICA (VILLA AROMA),internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,31,31
SICAYA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,31,31
SIPE SIPE,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,394,394
SOPACHUY,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,1048,1048
SORACACHI,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,62,62
SORATA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,310,310
SUCRE,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,35295,35295
TACACOMA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,30,30
TACOPAYA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,184,184
TAPACARI,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,279,279
TARABUCO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,527,527
TARATA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,155,155
TARIJA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,14913,14913
TARVITA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,651,651
TIPUANI,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,93,93
TIQUIPAYA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,744,744
TIRAQUE (CBBA),internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,93,93
TOCO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,93,93
TOLATA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,62,62
TOMINA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,465,465
TORO TORO,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,279,279
TOTORA(CBBA),internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,651,651
TRIGAL,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,62,62
TRINIDAD,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,7194,7194
TUPIZA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,2604,2604
URUBICHA,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,183,183
UYUNI,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,1581,1581
VACAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-07-01,155,155
