municipality,group,variable,month,l 13.9 Días camas disponibles maternidad,TOTAL
CALACOTO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,30,30
CALAMARCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,150,150
CAMARGO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,450,450
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,90,90
CAMIRI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,540,540
CAPINOTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,210,210
CAQUIAVIRI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,30,30
CARACOLLO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,90,90
CARANAVI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,330,330
CARAPARI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,57,57
CARIPUYO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,30,30
CARMEN RIVERO TORREZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,220,220
CHALLAPATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,348,348
CHAQUI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,30,30
CHARAGUA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,270,270
CHARAÑA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,30,30
CHAYANTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
CHIMORE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,300,300
CHOQUE COTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,240,240
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,20,20
CKOCHAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
CLIZA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,210,210
COBIJA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,858,858
COCAPATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,453,453
COCHABAMBA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,11373,11373
COIPASA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,56,56
COLCAPIRHUA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,420,420
"COLCHA ""K""",internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
COLLANA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,30,30
COLOMI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,390,390
COLPA BELGICA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
COLQUECHACA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,120,120
COLQUENCHA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,90,90
COLQUIRI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,90,90
COMARAPA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,299,299
CONCEPCION,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,150,150
COPACABANA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,90,90
CORIPATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,90,90
CORO CORO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,90,90
COROICO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,240,240
CORQUE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
COTAGAITA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,90,90
COTOCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,690,690
CUATRO CAÑADAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,330,330
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,90,90
CUEVO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
CULPINA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,420,420
CURAHUARA DE CARANGAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,150,150
DESAGUADERO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
EL ALTO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,5550,5550
EL CHORO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
EL PUENTE(STC),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,150,150
EL PUENTE(TJA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,90,90
EL TORNO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,420,420
EL VILLAR,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,210,210
ENTRE RIOS TRJ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,96,96
ENTRE RIOS CBBA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,360,360
ESCOMA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,120,120
EUCALIPTUS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
EXALTACION,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,30,30
FERNANDEZ ALONSO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,300,300
FILADELFIA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,24,24
GENERAL SAAVEDRA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,124,124
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,150,150
GUANAY,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,150,150
GUAQUI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
GUAYARAMERIN,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,452,452
GUTIERREZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,150,150
HUACARETA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,447,447
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,171,171
HUACHACALLA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,88,88
HUANUNI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,420,420
HUARACAJE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,30,30
HUARINA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,30,30
HUAYLLAMARCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
ICHOCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
ICLA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,235,235
INCAHUASI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,284,284
INQUISIVI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
IRUPANA (VILLA DE LANZA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,90,90
IXIAMAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,90,90
JESUS DE MACHACA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,210,210
LA ASUNTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,300,300
LA GUARDIA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,720,720
LA PAZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,12480,12480
LAGUNILLAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
LAJA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,120,120
LAS CARRERAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,270,270
LICOMA PAMPA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,30,30
LLALLAGUA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,360,360
LLICA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
LURIBAY,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,120,120
MACHACAMARCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,88,88
MACHARETI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,210,210
MAGDALENA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,120,120
MAIRANA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,90,90
MAPIRI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,150,150
MECAPACA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
MINEROS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,150,150
MIZQUE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,810,810
MOCOMOCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,90,90
MOJOCOYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,242,242
MONTEAGUDO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,691,691
MONTERO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,1170,1170
MORO MORO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,92,92
MOROCHATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,270,270
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
OCURI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,90,90
OKINAWA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,170,170
OMEREQUE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,270,270
ORURO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,3264,3264
PADILLA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,390,390
PAILON,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,286,286
PALCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
PALOS BLANCOS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,330,330
PAMPA AULLAGAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,30,30
PAMPA GRANDE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,30,30
PAPEL PAMPA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,30,30
PASORAPA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,180,180
PATACAMAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,300,300
PAZÑA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,29,29
PELECHUCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,120,120
POCOATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,90,90
POCONA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,450,450
POJO (CBBA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,240,240
POOPO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,90,90
POROMA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,632,632
PORONGO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,360,360
PORTACHUELO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,540,540
PORVENIR,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,90,90
POSTRER VALLE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
POTOSI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,2100,2100
PRESTO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,198,198
PUCARA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,30,30
PUCARANI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,70,70
PUERTO ACOSTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,30,30
PUERTO CARABUCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,90,90
PUERTO GONZALO MORENO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,88,88
PUERTO RICO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,66,66
PUERTO SILES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,30,30
PUERTO SUAREZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,361,361
PUERTO VILLARROEL,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,1230,1230
PUNA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,120,120
PUNATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,690,690
QUIABAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,30,30
QUILLACOLLO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,420,420
QUIME,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
QUIRUSILLAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,30,30
RAVELO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
REYES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,90,90
RIBERALTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,690,690
ROBORE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,445,445
RURRENABAQUE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,120,120
SABAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-04-01,60,60
