municipality,group,variable,month,l 13.8 Días camas ocupadas otros servicios,TOTAL
PUERTO RICO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,69,69
PUERTO SILES,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,1,1
PUERTO SUAREZ,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,298,298
PUERTO VILLARROEL,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,175,175
PUNA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,6,6
PUNATA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,729,729
QUIABAYA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,2,2
QUILLACOLLO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,77,77
QUIME,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,2,2
QUIRUSILLAS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,1,1
REYES,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,39,39
RIBERALTA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,1990,1990
ROBORE,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,283,283
RURRENABAQUE,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,361,361
SABAYA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,1,1
SACABA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,612,612
SACABAMBA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,22,22
SACACA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,13,13
SAIPINA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,17,17
SALINAS DE GARCI MENDOZA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,6,6
SAMAIPATA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,74,74
SAN ANDRES,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,1,1
SAN ANTONIO DE LOMERIO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,39,39
SAN BENITO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,1,1
SAN BORJA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,324,324
SAN BUENA VENTURA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,29,29
SAN CARLOS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,356,356
SAN IGNACIO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,175,175
SAN IGNACIO DE VELASCO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,1207,1207
SAN JAVIER(STC),internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,35,35
SAN JOAQUIN,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,91,91
SAN JOSE DE CHIQUITOS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,421,421
SAN JUAN DE YAPACANI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,538,538
SAN JULIAN,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,242,242
SAN LORENZO(PND),internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,6,6
SAN LUCAS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,57,57
SAN MATIAS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,60,60
SAN MIGUEL DE VELASCO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,61,61
SAN PEDRO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,566,566
SAN PEDRO DE BUENA VISTA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,6,6
SAN RAFAEL,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,91,91
SAN RAMON BENI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,28,28
SAN RAMON SCZ,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,74,74
SANTA ANA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,278,278
SANTA CRUZ DE LA SIERRA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,30399,30399
SANTA ROSA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,42,42
SANTA ROSA DEL SARA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,55,55
SANTIAGO DE HUARI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,4,4
SANTIAGO DE MACHACA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,60,60
SENA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,9,9
SHINAOTA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,194,194
SOPACHUY,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,92,92
SORATA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,11,11
SUCRE,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,24517,24517
TAPACARI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,30,30
TARIJA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,8697,8697
TARVITA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,38,38
TEOPONTE,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,8,8
TIPUANI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,88,88
TIQUIPAYA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,340,340
TOLATA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,7,7
TOMAVE,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,16,16
TOMINA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,5,5
TORO TORO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,2,2
TOTORA(CBBA),internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,73,73
TRIGAL,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,2,2
TRINIDAD,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,1906,1906
TUPIZA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,586,586
UNCIA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,15,15
URUBICHA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,19,19
UYUNI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,358,358
VALLEGRANDE,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,346,346
VIACHA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,352,352
VILLA MONTES,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,547,547
VILLA RIVERO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,8,8
VILLA SERRANO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,10,10
VILLA TUNARI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,882,882
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,19,19
VILLAZON,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,725,725
VINTO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,37,37
WARNES,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,372,372
YACUIBA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,1995,1995
YAMPARAEZ,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,7,7
YANACACHI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,2,2
YAPACANI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,452,452
YOTALA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,14,14
YUNCHARA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,2,2
ZUDAÑEZ,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-11-01,55,55
ACHACACHI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,100,100
AIQUILE,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,133,133
ALCALA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,4,4
ANZALDO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,121,121
APOLO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,49,49
ASCENCION DE GUARAYOS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,364,364
ATOCHA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,361,361
AYATA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,33,33
AZURDUY,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,60,60
BAURES,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,33,33
BERMEJO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,725,725
BETANZOS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,21,21
BOLIVAR,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,31,31
BOYUIBE,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,78,78
BUENA VISTA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,91,91
CABEZAS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,42,42
CAMARGO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,217,217
CAMIRI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,1044,1044
CAPINOTA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,36,36
CARACOLLO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,17,17
CARANAVI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,361,361
CARAPARI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,8,8
CARMEN RIVERO TORREZ,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,26,26
CHALLAPATA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,199,199
CHARAGUA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,268,268
CHAYANTA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,23,23
CHIMORE,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,42,42
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,282,282
CHUMA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,6,6
CLIZA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,53,53
COBIJA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,1965,1965
COCHABAMBA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,32081,32081
COLCAPIRHUA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,209,209
"COLCHA ""K""",internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,3,3
COLOMI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,1,1
COLPA BELGICA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,31,31
COLQUECHACA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,14,14
COLQUIRI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,8,8
COMARAPA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,79,79
CONCEPCION,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,102,102
COPACABANA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,10,10
CORIPATA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,1,1
CORO CORO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,1,1
COROICO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,355,355
CORQUE,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,1,1
COTAGAITA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,121,121
COTOCA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,192,192
CUATRO CAÑADAS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,180,180
CUEVO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,7,7
CULPINA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,97,97
DESAGUADERO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,4,4
EL ALTO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,6896,6896
EL PUENTE(STC),internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,32,32
EL TORNO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,1213,1213
EL VILLAR,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,9,9
ENTRE RIOS TRJ,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,72,72
ENTRE RIOS CBBA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,10,10
ESCOMA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,35,35
EXALTACION,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,5,5
FERNANDEZ ALONSO,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,72,72
GENERAL SAAVEDRA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,24,24
GUANAY,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,5,5
GUAYARAMERIN,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,1801,1801
GUTIERREZ,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,94,94
HUACARETA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,26,26
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,20,20
HUANUNI,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,178,178
HUARACAJE,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,22,22
HUMANATA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,1,1
IRUPANA (VILLA DE LANZA),internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,30,30
IXIAMAS,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,32,32
JESUS DE MACHACA,internaciones dias camas,l 13.8       dias camas ocupadas otros servicios,2012-12-01,99,99
