municipality,group,variable,month,l 1310 Días camas disponibles otros servicios,TOTAL
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,93,93
CAMIRI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,1550,1550
CAPINOTA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,341,341
CARACOLLO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,217,217
CARANAVI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,1085,1085
CARAPARI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,85,85
CARIPUYO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,155,155
CARMEN RIVERO TORREZ,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,338,338
CHALLAPATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,589,589
CHARAGUA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,862,862
CHAYANTA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,124,124
CHIMORE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,186,186
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,806,806
CHUMA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,31,31
CKOCHAS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,62,62
CLIZA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,248,248
COBIJA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,1611,1611
COCAPATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,217,217
COCHABAMBA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,52313,52313
COLCAPIRHUA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,1146,1146
"COLCHA ""K""",internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,62,62
COLOMI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,217,217
COLPA BELGICA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,258,258
COLQUECHACA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,124,124
COLQUIRI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,217,217
COMARAPA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,737,737
CONCEPCION,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,403,403
COPACABANA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,186,186
CORIPATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,93,93
CORO CORO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,186,186
COROICO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,992,992
CORQUE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,62,62
COTAGAITA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,279,279
COTOCA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,682,682
CUATRO CAÑADAS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,586,586
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,62,62
CUEVO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,186,186
CULPINA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,525,525
CURAHUARA DE CARANGAS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,279,279
DESAGUADERO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,62,62
EL ALTO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,12896,12896
EL PUENTE(STC),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,155,155
EL PUENTE(TJA),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,90,90
EL TORNO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,2945,2945
EL VILLAR,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,186,186
ENTRE RIOS TRJ,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,416,416
ENTRE RIOS CBBA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,310,310
ESCOMA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,527,527
EUCALIPTUS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,150,150
EXALTACION,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,62,62
FERNANDEZ ALONSO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,434,434
FILADELFIA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,62,62
GENERAL SAAVEDRA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,248,248
GUANAY,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,124,124
GUAYARAMERIN,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,1264,1264
GUTIERREZ,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,651,651
HUACARETA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,463,463
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,259,259
HUANUNI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,1299,1299
HUARACAJE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,31,31
HUAYLLAMARCA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,62,62
HUMANATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,62,62
ICLA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,217,217
INCAHUASI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,278,278
IRUPANA (VILLA DE LANZA),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,372,372
IXIAMAS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,186,186
JESUS DE MACHACA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,403,403
LA ASUNTA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,341,341
LA GUARDIA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,1147,1147
LA PAZ,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,67119,67119
LAGUNILLAS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,145,145
LAS CARRERAS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,93,93
LLALLAGUA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,1023,1023
LLICA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,62,62
MACHACAMARCA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,62,62
MACHARETI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,530,530
MAGDALENA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,248,248
MAIRANA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,62,62
MAPIRI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,124,124
MINEROS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,124,124
MIZQUE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,868,868
MOJOCOYA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,211,211
MONTEAGUDO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,1452,1452
MONTERO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,2945,2945
MORO MORO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,93,93
MOROCHATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,248,248
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,60,60
OCURI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,124,124
OKINAWA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,217,217
OMEREQUE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,124,124
ORURO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,15494,15494
PADILLA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,465,465
PAILON,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,613,613
PALOS BLANCOS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,217,217
PASORAPA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,93,93
PATACAMAYA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,403,403
PAZÑA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,62,62
POCOATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,124,124
POCONA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,279,279
POJO (CBBA),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,186,186
POOPO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,93,93
POROMA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,558,558
PORONGO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,341,341
PORTACHUELO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,1085,1085
PORVENIR,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,124,124
POSTRER VALLE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,62,62
POTOSI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,11346,11346
PRESTO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,278,278
PUCARA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,62,62
PUCARANI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,186,186
PUERTO GONZALO MORENO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,48,48
PUERTO QUIJARRO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,180,180
PUERTO RICO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,337,337
PUERTO SUAREZ,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,1264,1264
PUERTO VILLARROEL,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,1178,1178
PUNA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,124,124
PUNATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,1581,1581
QUILLACOLLO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,713,713
QUIME,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,124,124
QUIRUSILLAS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,31,31
RAVELO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,62,62
REYES,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,186,186
RIBERALTA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,3100,3100
ROBORE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,1505,1505
RURRENABAQUE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,403,403
SABAYA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,120,120
SACABA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,2139,2139
SACABAMBA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,155,155
SACACA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-12-01,310,310
