,group,variable,month,TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES
PAMPA GRANDE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,6,0,6
PAPEL PAMPA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,2,0,2
PASORAPA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,1,2,3
PATACAMAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,25,1,26
PAZÑA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,9,1,10
PELECHUCO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,6,0,6
POCOATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,12,14,26
POCONA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,14,1,15
POJO (CBBA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,15,0,15
POOPO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,3,0,3
PORCO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,26,1,27
POROMA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,9,7,16
PORONGO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,9,1,10
PORTACHUELO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,35,0,35
PORVENIR,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,9,0,9
POSTRER VALLE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,2,0,2
POTOSI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,366,6,372
PRESTO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,17,5,22
PUCARANI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,21,4,25
PUERTO ACOSTA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,3,1,4
PUERTO CARABUCO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,9,0,9
PUERTO GONZALO MORENO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,13,1,14
PUERTO QUIJARRO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,34,0,34
PUERTO RICO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,14,0,14
PUERTO SUAREZ,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,31,0,31
PUERTO VILLARROEL,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,50,0,50
PUNA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,22,1,23
PUNATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,39,0,39
QUIABAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,1,0,1
QUILLACOLLO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,227,13,240
QUIME,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,5,0,5
QUIRUSILLAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,3,0,3
RAVELO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,7,16,23
REYES,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,18,4,22
RIBERALTA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,268,0,268
ROBORE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,23,0,23
RURRENABAQUE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,52,0,52
SACABA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,180,0,180
SACABAMBA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,5,0,5
SACACA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,23,2,25
SAIPINA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,7,0,7
SALINAS DE GARCI MENDOZA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,7,6,13
SAMAIPATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,8,0,8
SAN ANDRES,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,9,1,10
SAN ANDRES DE MACHACA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,3,0,3
SAN ANTONIO DE ESMORUCO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,1,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,5,6,11
SAN BENITO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,12,0,12
SAN BORJA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,53,0,53
SAN BUENA VENTURA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,14,0,14
SAN CARLOS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,28,0,28
SAN IGNACIO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,28,0,28
SAN IGNACIO DE VELASCO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,57,6,63
SAN JAVIER(BNI),consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,4,0,4
SAN JAVIER(STC),consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,29,0,29
SAN JOAQUIN,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,4,0,4
SAN JOSE DE CHIQUITOS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,28,0,28
SAN JUAN DE YAPACANI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,14,1,15
SAN JULIAN,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,46,1,47
SAN LORENZO(PND),consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,12,0,12
SAN LORENZO(TJA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,19,2,21
SAN LUCAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,49,19,68
SAN MATIAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,15,0,15
SAN MIGUEL DE VELASCO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,15,1,16
SAN PABLO DE LIPEZ,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,3,0,3
SAN PEDRO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,8,0,8
SAN PEDRO DE BUENA VISTA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,17,5,22
SAN PEDRO DE CURAHUARA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,5,0,5
SAN PEDRO DE TIQUINA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,5,0,5
SAN PEDRO(PND),consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,0,4,4
SAN RAFAEL,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,5,0,5
SAN RAMON BENI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,8,0,8
SAN RAMON SCZ,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,25,0,25
SANTA ANA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,34,0,34
SANTA CRUZ DE LA SIERRA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,2630,2,2632
SANTA ROSA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,11,1,12
SANTA ROSA DEL SARA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,21,0,21
SANTIAGO DE CALLAPA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,1,3,4
SANTIAGO DE HUARI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,15,0,15
SANTIAGO DE HUATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,9,0,9
SANTIAGO DE MACHACA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,4,0,4
SANTIVAÑES,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,6,0,6
SANTUARIO DE QUILLACAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,3,0,3
SAPAHAQUI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,12,2,14
SENA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,5,0,5
SHINAOTA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,17,7,24
SICA SICA (VILLA AROMA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,17,1,18
SICAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,3,0,3
SIPE SIPE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,74,0,74
SOPACHUY,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,13,6,19
SORACACHI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,4,3,7
SORATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,33,2,35
SUCRE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,633,0,633
TACACOMA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,1,0,1
TACOBAMBA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,5,4,9
TACOPAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,12,0,12
TAHUA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,1,0,1
TAPACARI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,25,2,27
TARABUCO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,24,6,30
TARACO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,8,0,8
TARATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,11,1,12
TARIJA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,323,9,332
TARVITA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,7,6,13
TEOPONTE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,12,0,12
TIAWANACU,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,10,0,10
TINGUIPAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,13,4,17
TIPUANI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,24,0,24
TIQUIPAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,77,4,81
TIRAQUE (CBBA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,16,3,19
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,1,0,1
TOCO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,3,0,3
TOLATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,12,0,12
TOLEDO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,4,2,6
TOMAVE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,5,2,7
TOMINA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,14,1,15
TORO TORO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,10,6,16
TOTORA(CBBA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,59,1,60
TOTORA(ORR),consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,6,0,6
TRINIDAD,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,295,0,295
TUPIZA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,69,2,71
TURCO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,2,0,2
UMALA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,2,4,6
UNCIA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,35,1,36
URIONDO (A. CONCEPCION),consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,21,0,21
URUBICHA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,4,0,4
UYUNI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,66,3,69
VACAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,8,0,8
VALLEGRANDE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,20,0,20
VIACHA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,92,0,92
VILA VILA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,2,0,2
VILLA CHARCAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,10,10,20
VILLA MONTES,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,76,3,79
VILLA NUEVA (LOMA ALTA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,1,0,1
VILLA RIVERO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,11,0,11
VILLA SERRANO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,16,6,22
VILLA TUNARI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,106,0,106
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,12,2,14
VILLAZON,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,81,2,83
VINTO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,149,0,149
VITICHI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,12,1,13
WALDO BALLIVIAN,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,1,0,1
WARNES,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,98,0,98
YACO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,4,3,7
YACUIBA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,157,0,157
YAMPARAEZ,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,5,2,7
YANACACHI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,6,0,6
YAPACANI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,79,2,81
YOCALLA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,10,0,10
YOTALA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,11,0,11
YUNCHARA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,3,4,7
ZUDAÑEZ,consultas prenatales, mujeres con 4ta consulta prenatal,2014-07-01,22,0,22
ACACIO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,1,1,2
ACHACACHI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,25,0,25
ACHOCALLA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,10,12,22
AIQUILE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,24,1,25
ALCALA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,4,1,5
ALTO BENI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,15,0,15
ANCORAIMES,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,9,0,9
ANDAMARCA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,6,1,7
ANTEQUERA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,2,3,5
ANZALDO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,4,0,4
APOLO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,32,1,33
ARAMPAMPA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,3,3,6
ARANI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,8,1,9
ARBIETO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,25,0,25
ARQUE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,15,0,15
ASCENCION DE GUARAYOS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,47,0,47
ATOCHA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,14,1,15
AUCAPATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,2,0,2
AYATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,4,4,8
AYO AYO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,7,0,7
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,21,0,21
AZURDUY,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,14,5,19
BATALLAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,13,1,14
BAURES,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,3,0,3
BELLA FLOR,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,4,1,5
BERMEJO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,62,2,64
BETANZOS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,31,4,35
BOLIVAR,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,2,0,2
BOLPEBRA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,4,1,5
BOYUIBE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,7,0,7
BUENA VISTA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,17,0,17
CABEZAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,47,4,51
CAIROMA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,10,0,10
"CAIZA ""D""",consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,12,0,12
CAJUATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,12,0,12
CALACOTO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,2,1,3
CALAMARCA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,13,1,14
CAMARGO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,25,7,32
CAMATAQUI (C. VILLA ABECIA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,2,0,2
CAMIRI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,38,0,38
CAPINOTA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,16,0,16
CAQUIAVIRI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,4,0,4
CARACOLLO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,20,1,21
CARANAVI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,124,1,125
CARAPARI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,16,3,19
CARIPUYO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,10,9,19
CARMEN RIVERO TORREZ,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,4,0,4
CATACORA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,2,0,2
CHACARILLA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,0,1,1
CHALLAPATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,39,3,42
CHAQUI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,8,0,8
CHARAGUA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,12,0,12
CHAYANTA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,15,4,19
CHIMORE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,16,0,16
CHIPAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,3,0,3
CHUA COCANI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,5,0,5
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,59,0,59
CHUMA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,4,1,5
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,6,0,6
CKOCHAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,13,1,14
CLIZA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,25,0,25
COBIJA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,122,0,122
COCAPATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,4,5,9
COCHABAMBA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,1332,1,1333
COIPASA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,2,0,2
COLCAPIRHUA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,121,1,122
"COLCHA ""K""",consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,8,2,10
COLLANA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,4,0,4
COLOMI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,26,2,28
COLPA BELGICA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,6,0,6
COLQUECHACA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,31,9,40
COLQUENCHA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,9,0,9
COLQUIRI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,19,6,25
COMANCHE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,9,0,9
COMARAPA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,28,0,28
COMBAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,0,3,3
CONCEPCION,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,29,4,33
COPACABANA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,12,2,14
CORIPATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,30,0,30
CORO CORO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,4,3,7
COROICO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,14,0,14
CORQUE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-08-01,8,1,9
