,group,variable,month,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,TOTALES,TOTALES,TOTALES
COLOMI,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,159,76,159,76,235
COLPA BELGICA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,10,70,10,70,80
COLQUECHACA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,87,380,87,380,467
COLQUENCHA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,9,71,9,71,80
COLQUIRI,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,59,222,59,222,281
COMANCHE,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,4,15,4,15,19
COMARAPA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,38,178,38,178,216
COMBAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,2,20,2,20,22
CONCEPCION,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,36,189,36,189,225
COPACABANA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,32,97,32,97,129
CORIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,62,112,62,112,174
CORO CORO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,9,96,9,96,105
COROICO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,25,89,25,89,114
CORQUE,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,15,77,15,77,92
COTAGAITA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,38,236,38,236,274
COTOCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,147,539,147,539,686
CUATRO CAÑADAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,70,105,70,105,175
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,6,8,6,8,14
CUEVO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,4,34,4,34,38
CULPINA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,71,250,71,250,321
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,16,69,16,69,85
CURVA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,11,24,11,24,35
DESAGUADERO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,9,49,9,49,58
EL ALTO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,3443,6036,3443,6036,9479
EL CHORO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,6,45,6,45,51
EL PUENTE(STC),control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,17,177,17,177,194
EL PUENTE(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,3,122,3,122,125
EL TORNO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,108,355,108,355,463
EL VILLAR,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,6,68,6,68,74
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,125,182,125,182,307
ENTRE RIOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,44,259,44,259,303
ESMERALDA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,1,0,1,0,1
EUCALIPTUS,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,10,83,10,83,93
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,10,8,10,8,18
EXALTACION,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,4,9,4,9,13
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,66,144,66,144,210
FILADELFIA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,7,65,7,65,72
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,68,146,68,146,214
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,52,85,52,85,137
GUANAY,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,31,132,31,132,163
GUAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,8,39,8,39,47
GUAYARAMERIN,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,101,525,101,525,626
GUTIERREZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,33,164,33,164,197
HUACARETA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,18,105,18,105,123
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,5,23,5,23,28
HUACHACALLA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,0,5,0,5,5
HUANUNI,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,31,270,31,270,301
HUARACAJE,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,5,55,5,55,60
HUAYLLAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,9,49,9,49,58
ICHOCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,20,22,20,22,42
ICLA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,16,162,16,162,178
INCAHUASI,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,61,338,61,338,399
INGAVI (HUMAITA),control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,1,4,1,4,5
INQUISIVI,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,25,97,25,97,122
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,17,105,17,105,122
IXIAMAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,15,102,15,102,117
JESUS DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,10,101,10,101,111
LA ASUNTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,156,222,156,222,378
LA GUARDIA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,120,659,120,659,779
LA PAZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,1957,4029,1957,4029,5986
LA RIVERA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,0,3,0,3,3
LAGUNILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,7,114,7,114,121
LAJA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,29,139,29,139,168
LAS CARRERAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,8,41,8,41,49
LICOMA PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,4,21,4,21,25
LLALLAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,66,316,66,316,382
LLICA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,7,42,7,42,49
LORETO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,23,6,23,6,29
LURIBAY,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,24,131,24,131,155
MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,8,60,8,60,68
MACHARETI,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,14,134,14,134,148
MAGDALENA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,14,129,14,129,143
MAIRANA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,14,120,14,120,134
MALLA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,5,21,5,21,26
MAPIRI,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,25,171,25,171,196
MECAPACA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,21,65,21,65,86
MINEROS,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,40,229,40,229,269
MIZQUE,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,78,206,78,206,284
MOCOMOCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,40,92,40,92,132
MOJINETE,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,0,5,0,5,5
MOJOCOYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,12,93,12,93,105
MONTEAGUDO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,45,336,45,336,381
MONTERO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,239,1076,239,1076,1315
MORO MORO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,1,26,1,26,27
MOROCHATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,143,206,143,206,349
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,1,21,1,21,22
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,0,10,0,10,10
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,2,16,2,16,18
OCURI,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,48,305,48,305,353
OKINAWA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,15,105,15,105,120
OMEREQUE,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,18,58,18,58,76
ORURO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,1388,2311,1388,2311,3699
PADCAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,19,197,19,197,216
PADILLA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,27,148,27,148,175
PAILON,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,50,223,50,223,273
PALCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,30,94,30,94,124
PALOS BLANCOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,83,326,83,326,409
PAMPA AULLAGAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,13,20,13,20,33
PAMPA GRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,18,62,18,62,80
PAPEL PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,18,15,18,15,33
PASORAPA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,3,48,3,48,51
PATACAMAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,49,112,49,112,161
PAZÑA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,34,52,34,52,86
PELECHUCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,31,43,31,43,74
POCOATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,43,286,43,286,329
POCONA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,97,52,97,52,149
POJO (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,39,104,39,104,143
POOPO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,18,46,18,46,64
PORCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,44,101,44,101,145
POROMA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,61,248,61,248,309
PORONGO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,33,51,33,51,84
PORTACHUELO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,50,251,50,251,301
PORVENIR,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,14,86,14,86,100
POSTRER VALLE,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,3,20,3,20,23
POTOSI,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,580,1370,580,1370,1950
PRESTO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,16,147,16,147,163
PUCARA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,2,8,2,8,10
PUCARANI,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,88,240,88,240,328
PUERTO ACOSTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,51,157,51,157,208
PUERTO CARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,25,129,25,129,154
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,12,57,12,57,69
PUERTO PEREZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,13,45,13,45,58
PUERTO QUIJARRO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,56,154,56,154,210
PUERTO RICO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,6,111,6,111,117
PUERTO SILES,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,15,3,15,3,18
PUERTO SUAREZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,38,197,38,197,235
PUERTO VILLARROEL,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,142,373,142,373,515
PUNA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,90,388,90,388,478
PUNATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,252,129,252,129,381
QUIABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,8,21,8,21,29
QUILLACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,565,392,565,392,957
QUIME,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,14,94,14,94,108
QUIRUSILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,0,11,0,11,11
RAVELO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,33,274,33,274,307
REYES,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,9,124,9,124,133
RIBERALTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,411,1377,411,1377,1788
ROBORE,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,44,120,44,120,164
RURRENABAQUE,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,15,122,15,122,137
SABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,4,24,4,24,28
SACABA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,641,576,641,576,1217
SACABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,8,29,8,29,37
SACACA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,26,205,26,205,231
SAIPINA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,10,62,10,62,72
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,11,115,11,115,126
SAMAIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,9,91,9,91,100
SAN AGUSTIN,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,0,21,0,21,21
SAN ANDRES,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,84,99,84,99,183
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,4,22,4,22,26
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,5,14,5,14,19
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,8,126,8,126,134
SAN BENITO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,24,28,24,28,52
SAN BORJA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,89,628,89,628,717
SAN BUENA VENTURA,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,19,72,19,72,91
SAN CARLOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,39,228,39,228,267
SAN IGNACIO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,143,193,143,193,336
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,142,490,142,490,632
SAN JAVIER(BNI),control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,17,19,17,19,36
SAN JAVIER(STC),control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,24,152,24,152,176
SAN JOAQUIN,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,25,42,25,42,67
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,9,182,9,182,191
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,15,121,15,121,136
SAN JULIAN,control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,137,271,137,271,408
SAN LORENZO(PND),control de crecimiento infantil,control del nino menor de 1 ano,2008-07-01,23,80,23,80,103
