,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
CARACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,24,162,24,162,186
CARANAVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,25,404,25,404,429
CARANGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,1,1,1,1,2
CARAPARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,2,88,2,88,90
CARIPUYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,9,133,9,133,142
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,12,18,12,18,30
CATACORA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,1,16,1,16,17
CHACARILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,4,1,4,1,5
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,35,240,35,240,275
CHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,65,0,65,65
CHARAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,45,343,45,343,388
CHARAÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,2,10,2,10,12
CHAYANTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,3,137,3,137,140
CHIMORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,63,32,63,32,95
CHIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,3,11,3,11,14
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,4,21,4,21,25
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,24,52,24,52,76
CHUMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,18,76,18,76,94
CLIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,44,100,44,100,144
COBIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,94,289,94,289,383
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,923,1262,923,1262,2185
COIPASA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,7,0,7,7
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,122,130,122,130,252
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,2,81,2,81,83
COLLANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,23,0,23,23
COLOMI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,75,131,75,131,206
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,1,23,1,23,24
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,50,339,50,339,389
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,3,99,3,99,102
COLQUIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,7,130,7,130,137
COMANCHE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,29,0,29,29
COMARAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,1,110,1,110,111
COMBAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,15,0,15,15
CONCEPCION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,89,0,89,89
COPACABANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,18,43,18,43,61
CORIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,27,91,27,91,118
CORO CORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,62,0,62,62
COROICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,71,56,71,56,127
CORQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,13,78,13,78,91
COTAGAITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,40,238,40,238,278
COTOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,43,246,43,246,289
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,31,131,31,131,162
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,1,5,1,5,6
CUEVO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,56,0,56,56
CULPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,25,262,25,262,287
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,15,52,15,52,67
CURVA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,2,32,2,32,34
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,44,0,44,44
EL ALTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,1396,3273,1396,3273,4669
EL CHORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,12,59,12,59,71
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,174,0,174,174
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,15,136,15,136,151
EL TORNO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,18,174,18,174,192
EL VILLAR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,1,89,1,89,90
ENTRE RIOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,59,194,59,194,253
ENTRE RIOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,33,277,33,277,310
ESMERALDA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,1,3,1,3,4
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,8,67,8,67,75
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,2,8,2,8,10
EXALTACION,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,1,18,1,18,19
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,4,70,4,70,74
FILADELFIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,4,18,4,18,22
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,33,165,33,165,198
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,8,95,8,95,103
GUANAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,9,92,9,92,101
GUAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,37,0,37,37
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,1,437,1,437,438
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,1,266,1,266,267
HUACARETA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,6,135,6,135,141
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,2,45,2,45,47
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,1,10,1,10,11
HUANUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,27,142,27,142,169
HUARACAJE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,43,0,43,43
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,10,51,10,51,61
ICHOCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,28,21,28,21,49
ICLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,197,0,197,197
INCAHUASI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,1,435,1,435,436
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,9,0,9,9
INQUISIVI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,5,87,5,87,92
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,22,135,22,135,157
IXIAMAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,7,92,7,92,99
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,16,80,16,80,96
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,55,62,55,62,117
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,26,397,26,397,423
LA PAZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,1090,2512,1090,2512,3602
LA RIVERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,2,0,2,2
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,133,0,133,133
LAJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,75,0,75,75
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,2,52,2,52,54
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,5,24,5,24,29
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,25,313,25,313,338
LLICA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,2,17,2,17,19
LORETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,42,69,42,69,111
LURIBAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,1,96,1,96,97
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,7,28,7,28,35
MACHARETI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,2,128,2,128,130
MAGDALENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,13,85,13,85,98
MAIRANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,6,53,6,53,59
MALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,37,0,37,37
MAPIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,110,0,110,110
MECAPACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,15,50,15,50,65
MINEROS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,2,153,2,153,155
MIZQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,38,162,38,162,200
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,18,67,18,67,85
MOJINETE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,4,0,4,4
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,105,0,105,105
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,7,351,7,351,358
MONTERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,29,686,29,686,715
MORO MORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,1,15,1,15,16
MOROCHATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,109,144,109,144,253
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,22,0,22,22
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,4,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,6,0,6,6
OCURI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,36,433,36,433,469
OKINAWA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,2,97,2,97,99
OMEREQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,7,60,7,60,67
ORURO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,499,1961,499,1961,2460
PADCAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,9,256,9,256,265
PADILLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,188,0,188,188
PAILON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,8,119,8,119,127
PALCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,2,74,2,74,76
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,12,198,12,198,210
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,11,23,11,23,34
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,10,17,10,17,27
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,6,2,6,2,8
PASORAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,4,39,4,39,43
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,34,90,34,90,124
PAZÑA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,8,65,8,65,73
PELECHUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,3,44,3,44,47
POCOATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,43,304,43,304,347
POCONA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,65,41,65,41,106
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,14,141,14,141,155
POOPO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,8,36,8,36,44
PORCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,15,59,15,59,74
POROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,19,198,19,198,217
PORONGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,13,47,13,47,60
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,188,0,188,188
PORVENIR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,84,0,84,84
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,0,24,0,24,24
POTOSI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,190,950,190,950,1140
PRESTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,14,116,14,116,130
PUCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,2,23,2,23,25
PUCARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,41,91,41,91,132
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,19,104,19,104,123
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,13,108,13,108,121
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,10,63,10,63,73
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,3,45,3,45,48
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,6,59,6,59,65
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,12,112,12,112,124
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,20,8,20,8,28
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,6,56,6,56,62
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,94,376,94,376,470
PUNA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,51,323,51,323,374
PUNATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-08-01,463,98,463,98,561
