,group,variable,month,13. 2 INGRESOS ESPONTÁNEOS CANTIDAD,13. 2 INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
EL PUENTE(STC),internaciones,2      ingresos espontaneos,2014-08-01,15,23,15,23,38
EL PUENTE(TJA),internaciones,2      ingresos espontaneos,2014-08-01,0,6,0,6,6
EL TORNO,internaciones,2      ingresos espontaneos,2014-08-01,173,305,173,305,478
EL VILLAR,internaciones,2      ingresos espontaneos,2014-08-01,1,2,1,2,3
ENTRE RIOS TRJ,internaciones,2      ingresos espontaneos,2014-08-01,10,34,10,34,44
ENTRE RIOS CBBA,internaciones,2      ingresos espontaneos,2014-08-01,5,36,5,36,41
ESCOMA,internaciones,2      ingresos espontaneos,2014-08-01,6,20,6,20,26
EUCALIPTUS,internaciones,2      ingresos espontaneos,2014-08-01,0,4,0,4,4
EXALTACION,internaciones,2      ingresos espontaneos,2014-08-01,4,3,4,3,7
FERNANDEZ ALONSO,internaciones,2      ingresos espontaneos,2014-08-01,14,27,14,27,41
GENERAL SAAVEDRA,internaciones,2      ingresos espontaneos,2014-08-01,0,74,0,74,74
GRAL. J.J. PEREZ (CHARAZANI),internaciones,2      ingresos espontaneos,2014-08-01,2,2,2,2,4
GUANAY,internaciones,2      ingresos espontaneos,2014-08-01,0,17,0,17,17
GUAQUI,internaciones,2      ingresos espontaneos,2014-08-01,0,3,0,3,3
GUAYARAMERIN,internaciones,2      ingresos espontaneos,2014-08-01,172,306,172,306,478
GUTIERREZ,internaciones,2      ingresos espontaneos,2014-08-01,10,30,10,30,40
HUACARETA,internaciones,2      ingresos espontaneos,2014-08-01,20,17,20,17,37
HUACAYA (VILLA DE HUACAYA),internaciones,2      ingresos espontaneos,2014-08-01,2,4,2,4,6
HUACHACALLA,internaciones,2      ingresos espontaneos,2014-08-01,0,3,0,3,3
HUANUNI,internaciones,2      ingresos espontaneos,2014-08-01,72,106,72,106,178
HUARACAJE,internaciones,2      ingresos espontaneos,2014-08-01,3,11,3,11,14
HUARINA,internaciones,2      ingresos espontaneos,2014-08-01,0,2,0,2,2
HUATAJATA,internaciones,2      ingresos espontaneos,2014-08-01,0,1,0,1,1
HUAYLLAMARCA,internaciones,2      ingresos espontaneos,2014-08-01,4,3,4,3,7
HUMANATA,internaciones,2      ingresos espontaneos,2014-08-01,0,1,0,1,1
ICLA,internaciones,2      ingresos espontaneos,2014-08-01,2,7,2,7,9
INCAHUASI,internaciones,2      ingresos espontaneos,2014-08-01,0,13,0,13,13
INGAVI (HUMAITA),internaciones,2      ingresos espontaneos,2014-08-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),internaciones,2      ingresos espontaneos,2014-08-01,9,18,9,18,27
IXIAMAS,internaciones,2      ingresos espontaneos,2014-08-01,9,12,9,12,21
JESUS DE MACHACA,internaciones,2      ingresos espontaneos,2014-08-01,2,15,2,15,17
LA ASUNTA,internaciones,2      ingresos espontaneos,2014-08-01,1,63,1,63,64
LA GUARDIA,internaciones,2      ingresos espontaneos,2014-08-01,36,104,36,104,140
LA PAZ,internaciones,2      ingresos espontaneos,2014-08-01,2826,5185,2826,5185,8011
LAGUNILLAS,internaciones,2      ingresos espontaneos,2014-08-01,2,8,2,8,10
LAJA,internaciones,2      ingresos espontaneos,2014-08-01,0,11,0,11,11
LLALLAGUA,internaciones,2      ingresos espontaneos,2014-08-01,45,209,45,209,254
MACHACAMARCA,internaciones,2      ingresos espontaneos,2014-08-01,3,3,3,3,6
MACHARETI,internaciones,2      ingresos espontaneos,2014-08-01,3,5,3,5,8
MAGDALENA,internaciones,2      ingresos espontaneos,2014-08-01,46,69,46,69,115
MAIRANA,internaciones,2      ingresos espontaneos,2014-08-01,3,42,3,42,45
MAPIRI,internaciones,2      ingresos espontaneos,2014-08-01,5,37,5,37,42
MECAPACA,internaciones,2      ingresos espontaneos,2014-08-01,0,4,0,4,4
MINEROS,internaciones,2      ingresos espontaneos,2014-08-01,19,27,19,27,46
MIZQUE,internaciones,2      ingresos espontaneos,2014-08-01,9,49,9,49,58
MOCOMOCO,internaciones,2      ingresos espontaneos,2014-08-01,0,2,0,2,2
MOJOCOYA,internaciones,2      ingresos espontaneos,2014-08-01,1,1,1,1,2
MONTEAGUDO,internaciones,2      ingresos espontaneos,2014-08-01,45,126,45,126,171
MONTERO,internaciones,2      ingresos espontaneos,2014-08-01,267,401,267,401,668
MORO MORO,internaciones,2      ingresos espontaneos,2014-08-01,0,2,0,2,2
MOROCHATA,internaciones,2      ingresos espontaneos,2014-08-01,1,5,1,5,6
OCURI,internaciones,2      ingresos espontaneos,2014-08-01,0,5,0,5,5
OKINAWA,internaciones,2      ingresos espontaneos,2014-08-01,4,30,4,30,34
OMEREQUE,internaciones,2      ingresos espontaneos,2014-08-01,2,10,2,10,12
ORURO,internaciones,2      ingresos espontaneos,2014-08-01,1009,2020,1009,2020,3029
PADILLA,internaciones,2      ingresos espontaneos,2014-08-01,32,40,32,40,72
PAILON,internaciones,2      ingresos espontaneos,2014-08-01,22,62,22,62,84
PALCA,internaciones,2      ingresos espontaneos,2014-08-01,0,5,0,5,5
PALOS BLANCOS,internaciones,2      ingresos espontaneos,2014-08-01,11,50,11,50,61
PAMPA GRANDE,internaciones,2      ingresos espontaneos,2014-08-01,8,12,8,12,20
PAPEL PAMPA,internaciones,2      ingresos espontaneos,2014-08-01,0,5,0,5,5
PASORAPA,internaciones,2      ingresos espontaneos,2014-08-01,3,9,3,9,12
PATACAMAYA,internaciones,2      ingresos espontaneos,2014-08-01,7,21,7,21,28
PAZÑA,internaciones,2      ingresos espontaneos,2014-08-01,0,4,0,4,4
PELECHUCO,internaciones,2      ingresos espontaneos,2014-08-01,0,3,0,3,3
POCOATA,internaciones,2      ingresos espontaneos,2014-08-01,2,7,2,7,9
POCONA,internaciones,2      ingresos espontaneos,2014-08-01,0,10,0,10,10
POJO (CBBA),internaciones,2      ingresos espontaneos,2014-08-01,3,31,3,31,34
POOPO,internaciones,2      ingresos espontaneos,2014-08-01,0,1,0,1,1
POROMA,internaciones,2      ingresos espontaneos,2014-08-01,1,8,1,8,9
PORONGO,internaciones,2      ingresos espontaneos,2014-08-01,0,4,0,4,4
PORTACHUELO,internaciones,2      ingresos espontaneos,2014-08-01,81,126,81,126,207
PORVENIR,internaciones,2      ingresos espontaneos,2014-08-01,7,11,7,11,18
POTOSI,internaciones,2      ingresos espontaneos,2014-08-01,678,991,678,991,1669
PRESTO,internaciones,2      ingresos espontaneos,2014-08-01,2,5,2,5,7
PUCARANI,internaciones,2      ingresos espontaneos,2014-08-01,1,16,1,16,17
PUERTO ACOSTA,internaciones,2      ingresos espontaneos,2014-08-01,0,3,0,3,3
PUERTO CARABUCO,internaciones,2      ingresos espontaneos,2014-08-01,0,3,0,3,3
PUERTO GONZALO MORENO,internaciones,2      ingresos espontaneos,2014-08-01,2,9,2,9,11
PUERTO PEREZ,internaciones,2      ingresos espontaneos,2014-08-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,2      ingresos espontaneos,2014-08-01,28,52,28,52,80
PUERTO RICO,internaciones,2      ingresos espontaneos,2014-08-01,14,26,14,26,40
PUERTO SILES,internaciones,2      ingresos espontaneos,2014-08-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,2      ingresos espontaneos,2014-08-01,39,98,39,98,137
PUERTO VILLARROEL,internaciones,2      ingresos espontaneos,2014-08-01,76,193,76,193,269
PUNA,internaciones,2      ingresos espontaneos,2014-08-01,1,11,1,11,12
PUNATA,internaciones,2      ingresos espontaneos,2014-08-01,82,170,82,170,252
QUIABAYA,internaciones,2      ingresos espontaneos,2014-08-01,0,7,0,7,7
QUILLACOLLO,internaciones,2      ingresos espontaneos,2014-08-01,15,298,15,298,313
QUIME,internaciones,2      ingresos espontaneos,2014-08-01,0,8,0,8,8
QUIRUSILLAS,internaciones,2      ingresos espontaneos,2014-08-01,0,2,0,2,2
REYES,internaciones,2      ingresos espontaneos,2014-08-01,7,22,7,22,29
RIBERALTA,internaciones,2      ingresos espontaneos,2014-08-01,381,620,381,620,1001
ROBORE,internaciones,2      ingresos espontaneos,2014-08-01,25,74,25,74,99
RURRENABAQUE,internaciones,2      ingresos espontaneos,2014-08-01,54,142,54,142,196
SACABA,internaciones,2      ingresos espontaneos,2014-08-01,122,350,122,350,472
SACABAMBA,internaciones,2      ingresos espontaneos,2014-08-01,8,16,8,16,24
SACACA,internaciones,2      ingresos espontaneos,2014-08-01,2,15,2,15,17
SAIPINA,internaciones,2      ingresos espontaneos,2014-08-01,3,9,3,9,12
SAMAIPATA,internaciones,2      ingresos espontaneos,2014-08-01,9,28,9,28,37
SAN ANDRES,internaciones,2      ingresos espontaneos,2014-08-01,20,0,20,0,20
SAN ANTONIO DE LOMERIO,internaciones,2      ingresos espontaneos,2014-08-01,3,7,3,7,10
SAN BENITO,internaciones,2      ingresos espontaneos,2014-08-01,2,7,2,7,9
SAN BORJA,internaciones,2      ingresos espontaneos,2014-08-01,28,149,28,149,177
SAN BUENA VENTURA,internaciones,2      ingresos espontaneos,2014-08-01,15,23,15,23,38
SAN CARLOS,internaciones,2      ingresos espontaneos,2014-08-01,17,58,17,58,75
SAN IGNACIO,internaciones,2      ingresos espontaneos,2014-08-01,25,70,25,70,95
SAN IGNACIO DE VELASCO,internaciones,2      ingresos espontaneos,2014-08-01,118,222,118,222,340
SAN JAVIER(STC),internaciones,2      ingresos espontaneos,2014-08-01,13,38,13,38,51
SAN JOAQUIN,internaciones,2      ingresos espontaneos,2014-08-01,9,25,9,25,34
SAN JOSE DE CHIQUITOS,internaciones,2      ingresos espontaneos,2014-08-01,50,114,50,114,164
SAN JUAN DE YAPACANI,internaciones,2      ingresos espontaneos,2014-08-01,32,25,32,25,57
SAN JULIAN,internaciones,2      ingresos espontaneos,2014-08-01,48,200,48,200,248
SAN LORENZO(TJA),internaciones,2      ingresos espontaneos,2014-08-01,0,7,0,7,7
SAN LUCAS,internaciones,2      ingresos espontaneos,2014-08-01,2,33,2,33,35
SAN MATIAS,internaciones,2      ingresos espontaneos,2014-08-01,31,63,31,63,94
SAN MIGUEL DE VELASCO,internaciones,2      ingresos espontaneos,2014-08-01,9,22,9,22,31
SAN PEDRO,internaciones,2      ingresos espontaneos,2014-08-01,9,23,9,23,32
SAN PEDRO DE BUENA VISTA,internaciones,2      ingresos espontaneos,2014-08-01,0,6,0,6,6
SAN PEDRO DE TIQUINA,internaciones,2      ingresos espontaneos,2014-08-01,0,2,0,2,2
SAN RAFAEL,internaciones,2      ingresos espontaneos,2014-08-01,6,18,6,18,24
SAN RAMON BENI,internaciones,2      ingresos espontaneos,2014-08-01,7,27,7,27,34
SAN RAMON SCZ,internaciones,2      ingresos espontaneos,2014-08-01,9,36,9,36,45
SANTA ANA,internaciones,2      ingresos espontaneos,2014-08-01,44,101,44,101,145
SANTA CRUZ DE LA SIERRA,internaciones,2      ingresos espontaneos,2014-08-01,4454,6539,4454,6539,10993
SANTA ROSA,internaciones,2      ingresos espontaneos,2014-08-01,14,27,14,27,41
SANTA ROSA DEL SARA,internaciones,2      ingresos espontaneos,2014-08-01,2,14,2,14,16
SANTIAGO DE CALLAPA,internaciones,2      ingresos espontaneos,2014-08-01,0,3,0,3,3
SANTIAGO DE HUARI,internaciones,2      ingresos espontaneos,2014-08-01,0,7,0,7,7
SANTIAGO DE HUATA,internaciones,2      ingresos espontaneos,2014-08-01,0,3,0,3,3
SANTIAGO DE MACHACA,internaciones,2      ingresos espontaneos,2014-08-01,0,3,0,3,3
SANTIVAÑES,internaciones,2      ingresos espontaneos,2014-08-01,0,4,0,4,4
SANTUARIO DE QUILLACAS,internaciones,2      ingresos espontaneos,2014-08-01,1,0,1,0,1
SAPAHAQUI,internaciones,2      ingresos espontaneos,2014-08-01,0,6,0,6,6
SENA,internaciones,2      ingresos espontaneos,2014-08-01,10,0,10,0,10
SHINAOTA,internaciones,2      ingresos espontaneos,2014-08-01,30,58,30,58,88
SICA SICA (VILLA AROMA),internaciones,2      ingresos espontaneos,2014-08-01,0,9,0,9,9
SICAYA,internaciones,2      ingresos espontaneos,2014-08-01,0,1,0,1,1
SIPE SIPE,internaciones,2      ingresos espontaneos,2014-08-01,0,25,0,25,25
SOPACHUY,internaciones,2      ingresos espontaneos,2014-08-01,4,1,4,1,5
SORACACHI,internaciones,2      ingresos espontaneos,2014-08-01,0,5,0,5,5
SORATA,internaciones,2      ingresos espontaneos,2014-08-01,4,32,4,32,36
SUCRE,internaciones,2      ingresos espontaneos,2014-08-01,1520,1578,1520,1578,3098
TACACHI,internaciones,2      ingresos espontaneos,2014-08-01,0,1,0,1,1
TACACOMA,internaciones,2      ingresos espontaneos,2014-08-01,0,8,0,8,8
TACOPAYA,internaciones,2      ingresos espontaneos,2014-08-01,1,8,1,8,9
TAPACARI,internaciones,2      ingresos espontaneos,2014-08-01,1,1,1,1,2
TARABUCO,internaciones,2      ingresos espontaneos,2014-08-01,18,33,18,33,51
TARACO,internaciones,2      ingresos espontaneos,2014-08-01,0,2,0,2,2
TARATA,internaciones,2      ingresos espontaneos,2014-08-01,0,9,0,9,9
TARIJA,internaciones,2      ingresos espontaneos,2014-08-01,794,1206,794,1206,2000
TARVITA,internaciones,2      ingresos espontaneos,2014-08-01,3,24,3,24,27
TEOPONTE,internaciones,2      ingresos espontaneos,2014-08-01,0,13,0,13,13
TIAWANACU,internaciones,2      ingresos espontaneos,2014-08-01,0,4,0,4,4
TIPUANI,internaciones,2      ingresos espontaneos,2014-08-01,13,20,13,20,33
TIQUIPAYA,internaciones,2      ingresos espontaneos,2014-08-01,29,166,29,166,195
TIRAQUE (CBBA),internaciones,2      ingresos espontaneos,2014-08-01,3,26,3,26,29
TOCO,internaciones,2      ingresos espontaneos,2014-08-01,0,3,0,3,3
TOLATA,internaciones,2      ingresos espontaneos,2014-08-01,1,6,1,6,7
TOLEDO,internaciones,2      ingresos espontaneos,2014-08-01,0,1,0,1,1
TOMINA,internaciones,2      ingresos espontaneos,2014-08-01,0,10,0,10,10
TORO TORO,internaciones,2      ingresos espontaneos,2014-08-01,0,8,0,8,8
TOTORA(CBBA),internaciones,2      ingresos espontaneos,2014-08-01,8,52,8,52,60
TOTORA(ORR),internaciones,2      ingresos espontaneos,2014-08-01,0,2,0,2,2
TRIGAL,internaciones,2      ingresos espontaneos,2014-08-01,4,3,4,3,7
TRINIDAD,internaciones,2      ingresos espontaneos,2014-08-01,327,739,327,739,1066
TUPIZA,internaciones,2      ingresos espontaneos,2014-08-01,115,276,115,276,391
UNCIA,internaciones,2      ingresos espontaneos,2014-08-01,27,1,27,1,28
URUBICHA,internaciones,2      ingresos espontaneos,2014-08-01,7,12,7,12,19
UYUNI,internaciones,2      ingresos espontaneos,2014-08-01,31,130,31,130,161
VACAS,internaciones,2      ingresos espontaneos,2014-08-01,0,5,0,5,5
VALLEGRANDE,internaciones,2      ingresos espontaneos,2014-08-01,43,107,43,107,150
VIACHA,internaciones,2      ingresos espontaneos,2014-08-01,41,85,41,85,126
VILLA CHARCAS,internaciones,2      ingresos espontaneos,2014-08-01,0,23,0,23,23
VILLA MONTES,internaciones,2      ingresos espontaneos,2014-08-01,80,226,80,226,306
VILLA RIVERO,internaciones,2      ingresos espontaneos,2014-08-01,5,12,5,12,17
VILLA SERRANO,internaciones,2      ingresos espontaneos,2014-08-01,0,4,0,4,4
VILLA TUNARI,internaciones,2      ingresos espontaneos,2014-08-01,119,231,119,231,350
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,2      ingresos espontaneos,2014-08-01,2,6,2,6,8
VILLAZON,internaciones,2      ingresos espontaneos,2014-08-01,64,161,64,161,225
VINTO,internaciones,2      ingresos espontaneos,2014-08-01,25,78,25,78,103
WARNES,internaciones,2      ingresos espontaneos,2014-08-01,51,102,51,102,153
YACO,internaciones,2      ingresos espontaneos,2014-08-01,0,7,0,7,7
YACUIBA,internaciones,2      ingresos espontaneos,2014-08-01,197,407,197,407,604
YAMPARAEZ,internaciones,2      ingresos espontaneos,2014-08-01,0,5,0,5,5
YANACACHI,internaciones,2      ingresos espontaneos,2014-08-01,0,4,0,4,4
YAPACANI,internaciones,2      ingresos espontaneos,2014-08-01,83,159,83,159,242
YOTALA,internaciones,2      ingresos espontaneos,2014-08-01,6,19,6,19,25
ZUDAÑEZ,internaciones,2      ingresos espontaneos,2014-08-01,6,27,6,27,33
ACHACACHI,internaciones,2      ingresos espontaneos,2014-09-01,7,53,7,53,60
ACHOCALLA,internaciones,2      ingresos espontaneos,2014-09-01,0,3,0,3,3
AIQUILE,internaciones,2      ingresos espontaneos,2014-09-01,38,70,38,70,108
ALALAY,internaciones,2      ingresos espontaneos,2014-09-01,1,0,1,0,1
ALCALA,internaciones,2      ingresos espontaneos,2014-09-01,0,4,0,4,4
ALTO BENI,internaciones,2      ingresos espontaneos,2014-09-01,0,5,0,5,5
ANCORAIMES,internaciones,2      ingresos espontaneos,2014-09-01,0,1,0,1,1
ANZALDO,internaciones,2      ingresos espontaneos,2014-09-01,10,13,10,13,23
APOLO,internaciones,2      ingresos espontaneos,2014-09-01,5,20,5,20,25
ARAMPAMPA,internaciones,2      ingresos espontaneos,2014-09-01,2,0,2,0,2
ARANI,internaciones,2      ingresos espontaneos,2014-09-01,0,6,0,6,6
ARBIETO,internaciones,2      ingresos espontaneos,2014-09-01,0,15,0,15,15
ARQUE,internaciones,2      ingresos espontaneos,2014-09-01,0,4,0,4,4
ASCENCION DE GUARAYOS,internaciones,2      ingresos espontaneos,2014-09-01,79,165,79,165,244
ATOCHA,internaciones,2      ingresos espontaneos,2014-09-01,33,60,33,60,93
AUCAPATA,internaciones,2      ingresos espontaneos,2014-09-01,0,2,0,2,2
AYATA,internaciones,2      ingresos espontaneos,2014-09-01,0,1,0,1,1
AYO AYO,internaciones,2      ingresos espontaneos,2014-09-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,2      ingresos espontaneos,2014-09-01,11,32,11,32,43
AZURDUY,internaciones,2      ingresos espontaneos,2014-09-01,9,14,9,14,23
BAURES,internaciones,2      ingresos espontaneos,2014-09-01,10,25,10,25,35
BELLA FLOR,internaciones,2      ingresos espontaneos,2014-09-01,1,0,1,0,1
BERMEJO,internaciones,2      ingresos espontaneos,2014-09-01,89,203,89,203,292
BETANZOS,internaciones,2      ingresos espontaneos,2014-09-01,1,21,1,21,22
BOLIVAR,internaciones,2      ingresos espontaneos,2014-09-01,1,1,1,1,2
BOYUIBE,internaciones,2      ingresos espontaneos,2014-09-01,9,20,9,20,29
BUENA VISTA,internaciones,2      ingresos espontaneos,2014-09-01,8,6,8,6,14
CABEZAS,internaciones,2      ingresos espontaneos,2014-09-01,15,21,15,21,36
CAIROMA,internaciones,2      ingresos espontaneos,2014-09-01,2,8,2,8,10
"CAIZA ""D""",internaciones,2      ingresos espontaneos,2014-09-01,0,3,0,3,3
CAJUATA,internaciones,2      ingresos espontaneos,2014-09-01,0,18,0,18,18
CALAMARCA,internaciones,2      ingresos espontaneos,2014-09-01,0,7,0,7,7
CAMARGO,internaciones,2      ingresos espontaneos,2014-09-01,26,61,26,61,87
CAMATAQUI (C. VILLA ABECIA),internaciones,2      ingresos espontaneos,2014-09-01,0,2,0,2,2
CAMIRI,internaciones,2      ingresos espontaneos,2014-09-01,123,263,123,263,386
CAPINOTA,internaciones,2      ingresos espontaneos,2014-09-01,2,30,2,30,32
CAQUIAVIRI,internaciones,2      ingresos espontaneos,2014-09-01,0,1,0,1,1
CARACOLLO,internaciones,2      ingresos espontaneos,2014-09-01,2,38,2,38,40
CARANAVI,internaciones,2      ingresos espontaneos,2014-09-01,23,146,23,146,169
CARAPARI,internaciones,2      ingresos espontaneos,2014-09-01,1,7,1,7,8
CARMEN RIVERO TORREZ,internaciones,2      ingresos espontaneos,2014-09-01,11,24,11,24,35
CHACARILLA,internaciones,2      ingresos espontaneos,2014-09-01,0,1,0,1,1
CHALLAPATA,internaciones,2      ingresos espontaneos,2014-09-01,8,107,8,107,115
CHAQUI,internaciones,2      ingresos espontaneos,2014-09-01,0,2,0,2,2
CHARAGUA,internaciones,2      ingresos espontaneos,2014-09-01,34,79,34,79,113
CHAYANTA,internaciones,2      ingresos espontaneos,2014-09-01,0,11,0,11,11
CHIMORE,internaciones,2      ingresos espontaneos,2014-09-01,0,11,0,11,11
CHULUMANI (V. DE LA LIBERTAD),internaciones,2      ingresos espontaneos,2014-09-01,45,78,45,78,123
CHUMA,internaciones,2      ingresos espontaneos,2014-09-01,0,2,0,2,2
CKOCHAS,internaciones,2      ingresos espontaneos,2014-09-01,0,1,0,1,1
CLIZA,internaciones,2      ingresos espontaneos,2014-09-01,11,70,11,70,81
COBIJA,internaciones,2      ingresos espontaneos,2014-09-01,124,160,124,160,284
COCAPATA,internaciones,2      ingresos espontaneos,2014-09-01,1,1,1,1,2
COCHABAMBA,internaciones,2      ingresos espontaneos,2014-09-01,3079,4916,3079,4916,7995
COIPASA,internaciones,2      ingresos espontaneos,2014-09-01,0,2,0,2,2
COLCAPIRHUA,internaciones,2      ingresos espontaneos,2014-09-01,40,73,40,73,113
"COLCHA ""K""",internaciones,2      ingresos espontaneos,2014-09-01,1,1,1,1,2
COLOMI,internaciones,2      ingresos espontaneos,2014-09-01,1,15,1,15,16
COLPA BELGICA,internaciones,2      ingresos espontaneos,2014-09-01,28,28,28,28,56
COLQUECHACA,internaciones,2      ingresos espontaneos,2014-09-01,0,8,0,8,8
COLQUENCHA,internaciones,2      ingresos espontaneos,2014-09-01,0,2,0,2,2
COLQUIRI,internaciones,2      ingresos espontaneos,2014-09-01,0,15,0,15,15
COMANCHE,internaciones,2      ingresos espontaneos,2014-09-01,0,1,0,1,1
COMARAPA,internaciones,2      ingresos espontaneos,2014-09-01,2,44,2,44,46
COMBAYA,internaciones,2      ingresos espontaneos,2014-09-01,0,1,0,1,1
CONCEPCION,internaciones,2      ingresos espontaneos,2014-09-01,13,45,13,45,58
COPACABANA,internaciones,2      ingresos espontaneos,2014-09-01,0,8,0,8,8
CORIPATA,internaciones,2      ingresos espontaneos,2014-09-01,2,10,2,10,12
CORO CORO,internaciones,2      ingresos espontaneos,2014-09-01,0,2,0,2,2
COROICO,internaciones,2      ingresos espontaneos,2014-09-01,77,27,77,27,104
CORQUE,internaciones,2      ingresos espontaneos,2014-09-01,0,5,0,5,5
