,group,variable,month,13. 3 EGRESOS CANTIDAD,13. 3 EGRESOS CANTIDAD,TOTALES,TOTALES,TOTALES
HUAYLLAMARCA,internaciones,3      egresos,2014-05-01,4,10,4,10,14
HUMANATA,internaciones,3      egresos,2014-05-01,2,1,2,1,3
ICHOCA,internaciones,3      egresos,2014-05-01,0,2,0,2,2
ICLA,internaciones,3      egresos,2014-05-01,0,7,0,7,7
INCAHUASI,internaciones,3      egresos,2014-05-01,0,11,0,11,11
IRUPANA (VILLA DE LANZA),internaciones,3      egresos,2014-05-01,10,34,10,34,44
IXIAMAS,internaciones,3      egresos,2014-05-01,3,21,3,21,24
JESUS DE MACHACA,internaciones,3      egresos,2014-05-01,1,11,1,11,12
LA ASUNTA,internaciones,3      egresos,2014-05-01,39,50,39,50,89
LA GUARDIA,internaciones,3      egresos,2014-05-01,27,93,27,93,120
LA PAZ,internaciones,3      egresos,2014-05-01,3264,5861,3264,5861,9125
LAGUNILLAS,internaciones,3      egresos,2014-05-01,1,2,1,2,3
LAJA,internaciones,3      egresos,2014-05-01,0,6,0,6,6
LICOMA PAMPA,internaciones,3      egresos,2014-05-01,0,2,0,2,2
LLALLAGUA,internaciones,3      egresos,2014-05-01,45,145,45,145,190
LLICA,internaciones,3      egresos,2014-05-01,0,7,0,7,7
LORETO,internaciones,3      egresos,2014-05-01,0,2,0,2,2
MACHACAMARCA,internaciones,3      egresos,2014-05-01,0,2,0,2,2
MACHARETI,internaciones,3      egresos,2014-05-01,1,3,1,3,4
MAGDALENA,internaciones,3      egresos,2014-05-01,14,64,14,64,78
MAIRANA,internaciones,3      egresos,2014-05-01,10,45,10,45,55
MAPIRI,internaciones,3      egresos,2014-05-01,8,32,8,32,40
MINEROS,internaciones,3      egresos,2014-05-01,5,5,5,5,10
MIZQUE,internaciones,3      egresos,2014-05-01,8,28,8,28,36
MOCOMOCO,internaciones,3      egresos,2014-05-01,0,2,0,2,2
MOJINETE,internaciones,3      egresos,2014-05-01,0,1,0,1,1
MOJOCOYA,internaciones,3      egresos,2014-05-01,5,13,5,13,18
MONTEAGUDO,internaciones,3      egresos,2014-05-01,59,21,59,21,80
MONTERO,internaciones,3      egresos,2014-05-01,302,607,302,607,909
MORO MORO,internaciones,3      egresos,2014-05-01,0,3,0,3,3
MOROCHATA,internaciones,3      egresos,2014-05-01,0,8,0,8,8
OCURI,internaciones,3      egresos,2014-05-01,0,6,0,6,6
OKINAWA,internaciones,3      egresos,2014-05-01,11,32,11,32,43
OMEREQUE,internaciones,3      egresos,2014-05-01,6,8,6,8,14
ORURO,internaciones,3      egresos,2014-05-01,643,1966,643,1966,2609
PADILLA,internaciones,3      egresos,2014-05-01,48,75,48,75,123
PAILON,internaciones,3      egresos,2014-05-01,33,56,33,56,89
PALCA,internaciones,3      egresos,2014-05-01,0,2,0,2,2
PALOS BLANCOS,internaciones,3      egresos,2014-05-01,6,43,6,43,49
PAMPA GRANDE,internaciones,3      egresos,2014-05-01,4,11,4,11,15
PAPEL PAMPA,internaciones,3      egresos,2014-05-01,0,3,0,3,3
PASORAPA,internaciones,3      egresos,2014-05-01,3,7,3,7,10
PATACAMAYA,internaciones,3      egresos,2014-05-01,1,36,1,36,37
PELECHUCO,internaciones,3      egresos,2014-05-01,0,2,0,2,2
POCOATA,internaciones,3      egresos,2014-05-01,0,10,0,10,10
POCONA,internaciones,3      egresos,2014-05-01,0,13,0,13,13
POJO (CBBA),internaciones,3      egresos,2014-05-01,7,15,7,15,22
POOPO,internaciones,3      egresos,2014-05-01,0,3,0,3,3
POROMA,internaciones,3      egresos,2014-05-01,0,5,0,5,5
PORONGO,internaciones,3      egresos,2014-05-01,0,8,0,8,8
PORTACHUELO,internaciones,3      egresos,2014-05-01,50,104,50,104,154
PORVENIR,internaciones,3      egresos,2014-05-01,5,9,5,9,14
POSTRER VALLE,internaciones,3      egresos,2014-05-01,3,2,3,2,5
POTOSI,internaciones,3      egresos,2014-05-01,798,1338,798,1338,2136
PRESTO,internaciones,3      egresos,2014-05-01,3,12,3,12,15
PUCARANI,internaciones,3      egresos,2014-05-01,1,17,1,17,18
PUERTO ACOSTA,internaciones,3      egresos,2014-05-01,0,5,0,5,5
PUERTO CARABUCO,internaciones,3      egresos,2014-05-01,0,1,0,1,1
PUERTO GONZALO MORENO,internaciones,3      egresos,2014-05-01,6,9,6,9,15
PUERTO PEREZ,internaciones,3      egresos,2014-05-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,3      egresos,2014-05-01,22,46,22,46,68
PUERTO RICO,internaciones,3      egresos,2014-05-01,6,19,6,19,25
PUERTO SUAREZ,internaciones,3      egresos,2014-05-01,34,107,34,107,141
PUERTO VILLARROEL,internaciones,3      egresos,2014-05-01,68,223,68,223,291
PUNA,internaciones,3      egresos,2014-05-01,0,22,0,22,22
PUNATA,internaciones,3      egresos,2014-05-01,101,187,101,187,288
QUIABAYA,internaciones,3      egresos,2014-05-01,0,3,0,3,3
QUILLACOLLO,internaciones,3      egresos,2014-05-01,61,322,61,322,383
QUIME,internaciones,3      egresos,2014-05-01,1,10,1,10,11
QUIRUSILLAS,internaciones,3      egresos,2014-05-01,0,2,0,2,2
REYES,internaciones,3      egresos,2014-05-01,12,30,12,30,42
RIBERALTA,internaciones,3      egresos,2014-05-01,320,709,320,709,1029
ROBORE,internaciones,3      egresos,2014-05-01,25,68,25,68,93
RURRENABAQUE,internaciones,3      egresos,2014-05-01,51,136,51,136,187
SACABA,internaciones,3      egresos,2014-05-01,96,384,96,384,480
SACABAMBA,internaciones,3      egresos,2014-05-01,6,9,6,9,15
SACACA,internaciones,3      egresos,2014-05-01,0,9,0,9,9
SAIPINA,internaciones,3      egresos,2014-05-01,0,7,0,7,7
SALINAS DE GARCI MENDOZA,internaciones,3      egresos,2014-05-01,0,1,0,1,1
SAMAIPATA,internaciones,3      egresos,2014-05-01,5,17,5,17,22
SAN AGUSTIN,internaciones,3      egresos,2014-05-01,0,1,0,1,1
SAN ANDRES,internaciones,3      egresos,2014-05-01,31,0,31,0,31
SAN ANTONIO DE LOMERIO,internaciones,3      egresos,2014-05-01,5,2,5,2,7
SAN BENITO,internaciones,3      egresos,2014-05-01,2,7,2,7,9
SAN BORJA,internaciones,3      egresos,2014-05-01,22,154,22,154,176
SAN BUENA VENTURA,internaciones,3      egresos,2014-05-01,2,33,2,33,35
SAN CARLOS,internaciones,3      egresos,2014-05-01,39,112,39,112,151
SAN IGNACIO,internaciones,3      egresos,2014-05-01,17,58,17,58,75
SAN IGNACIO DE VELASCO,internaciones,3      egresos,2014-05-01,97,257,97,257,354
SAN JAVIER(STC),internaciones,3      egresos,2014-05-01,5,54,5,54,59
SAN JOAQUIN,internaciones,3      egresos,2014-05-01,12,36,12,36,48
SAN JOSE DE CHIQUITOS,internaciones,3      egresos,2014-05-01,48,145,48,145,193
SAN JULIAN,internaciones,3      egresos,2014-05-01,62,201,62,201,263
SAN LORENZO(PND),internaciones,3      egresos,2014-05-01,1,0,1,0,1
SAN LORENZO(TJA),internaciones,3      egresos,2014-05-01,0,18,0,18,18
SAN LUCAS,internaciones,3      egresos,2014-05-01,10,46,10,46,56
SAN MATIAS,internaciones,3      egresos,2014-05-01,3,4,3,4,7
SAN MIGUEL DE VELASCO,internaciones,3      egresos,2014-05-01,11,25,11,25,36
SAN PEDRO,internaciones,3      egresos,2014-05-01,7,16,7,16,23
SAN PEDRO DE BUENA VISTA,internaciones,3      egresos,2014-05-01,2,15,2,15,17
SAN PEDRO DE TIQUINA,internaciones,3      egresos,2014-05-01,0,1,0,1,1
SAN RAFAEL,internaciones,3      egresos,2014-05-01,3,20,3,20,23
SAN RAMON BENI,internaciones,3      egresos,2014-05-01,10,29,10,29,39
SAN RAMON SCZ,internaciones,3      egresos,2014-05-01,11,22,11,22,33
SANTA ANA,internaciones,3      egresos,2014-05-01,31,100,31,100,131
SANTA CRUZ DE LA SIERRA,internaciones,3      egresos,2014-05-01,4173,8555,4173,8555,12728
SANTA ROSA,internaciones,3      egresos,2014-05-01,7,37,7,37,44
SANTA ROSA DEL SARA,internaciones,3      egresos,2014-05-01,6,15,6,15,21
SANTIAGO DE CALLAPA,internaciones,3      egresos,2014-05-01,0,4,0,4,4
SANTIAGO DE HUARI,internaciones,3      egresos,2014-05-01,0,6,0,6,6
SANTIAGO DE HUATA,internaciones,3      egresos,2014-05-01,0,2,0,2,2
SANTIAGO DE MACHACA,internaciones,3      egresos,2014-05-01,0,2,0,2,2
SANTIVAÑES,internaciones,3      egresos,2014-05-01,0,1,0,1,1
SAPAHAQUI,internaciones,3      egresos,2014-05-01,0,3,0,3,3
SENA,internaciones,3      egresos,2014-05-01,16,27,16,27,43
SHINAOTA,internaciones,3      egresos,2014-05-01,26,83,26,83,109
SICA SICA (VILLA AROMA),internaciones,3      egresos,2014-05-01,0,5,0,5,5
SICAYA,internaciones,3      egresos,2014-05-01,0,1,0,1,1
SIPE SIPE,internaciones,3      egresos,2014-05-01,0,55,0,55,55
SOPACHUY,internaciones,3      egresos,2014-05-01,7,14,7,14,21
SORACACHI,internaciones,3      egresos,2014-05-01,0,1,0,1,1
SORATA,internaciones,3      egresos,2014-05-01,2,10,2,10,12
SUCRE,internaciones,3      egresos,2014-05-01,1540,2141,1540,2141,3681
TACACOMA,internaciones,3      egresos,2014-05-01,0,4,0,4,4
TACOPAYA,internaciones,3      egresos,2014-05-01,0,4,0,4,4
TAPACARI,internaciones,3      egresos,2014-05-01,1,1,1,1,2
TARABUCO,internaciones,3      egresos,2014-05-01,15,45,15,45,60
TARACO,internaciones,3      egresos,2014-05-01,0,1,0,1,1
TARATA,internaciones,3      egresos,2014-05-01,0,19,0,19,19
TARIJA,internaciones,3      egresos,2014-05-01,716,1307,716,1307,2023
TARVITA,internaciones,3      egresos,2014-05-01,3,23,3,23,26
TEOPONTE,internaciones,3      egresos,2014-05-01,0,8,0,8,8
TIAWANACU,internaciones,3      egresos,2014-05-01,0,6,0,6,6
TIPUANI,internaciones,3      egresos,2014-05-01,7,25,7,25,32
TIQUIPAYA,internaciones,3      egresos,2014-05-01,22,161,22,161,183
TIRAQUE (CBBA),internaciones,3      egresos,2014-05-01,0,36,0,36,36
TOCO,internaciones,3      egresos,2014-05-01,0,4,0,4,4
TOLATA,internaciones,3      egresos,2014-05-01,2,5,2,5,7
TOLEDO,internaciones,3      egresos,2014-05-01,0,3,0,3,3
TOMINA,internaciones,3      egresos,2014-05-01,4,14,4,14,18
TORO TORO,internaciones,3      egresos,2014-05-01,0,2,0,2,2
TOTORA(CBBA),internaciones,3      egresos,2014-05-01,10,34,10,34,44
TOTORA(ORR),internaciones,3      egresos,2014-05-01,0,2,0,2,2
TRIGAL,internaciones,3      egresos,2014-05-01,3,5,3,5,8
TRINIDAD,internaciones,3      egresos,2014-05-01,373,722,373,722,1095
TUPIZA,internaciones,3      egresos,2014-05-01,125,114,125,114,239
UMALA,internaciones,3      egresos,2014-05-01,0,1,0,1,1
UNCIA,internaciones,3      egresos,2014-05-01,0,17,0,17,17
URUBICHA,internaciones,3      egresos,2014-05-01,0,14,0,14,14
UYUNI,internaciones,3      egresos,2014-05-01,25,105,25,105,130
VACAS,internaciones,3      egresos,2014-05-01,0,5,0,5,5
VALLEGRANDE,internaciones,3      egresos,2014-05-01,50,92,50,92,142
VIACHA,internaciones,3      egresos,2014-05-01,32,142,32,142,174
VILA VILA,internaciones,3      egresos,2014-05-01,0,2,0,2,2
VILLA CHARCAS,internaciones,3      egresos,2014-05-01,1,19,1,19,20
VILLA MONTES,internaciones,3      egresos,2014-05-01,91,221,91,221,312
VILLA RIVERO,internaciones,3      egresos,2014-05-01,4,13,4,13,17
VILLA TUNARI,internaciones,3      egresos,2014-05-01,118,266,118,266,384
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,3      egresos,2014-05-01,5,15,5,15,20
VILLAZON,internaciones,3      egresos,2014-05-01,55,134,55,134,189
VINTO,internaciones,3      egresos,2014-05-01,17,87,17,87,104
WARNES,internaciones,3      egresos,2014-05-01,43,117,43,117,160
YACO,internaciones,3      egresos,2014-05-01,0,1,0,1,1
YACUIBA,internaciones,3      egresos,2014-05-01,275,131,275,131,406
YAMPARAEZ,internaciones,3      egresos,2014-05-01,1,4,1,4,5
YANACACHI,internaciones,3      egresos,2014-05-01,0,3,0,3,3
YAPACANI,internaciones,3      egresos,2014-05-01,76,184,76,184,260
YOTALA,internaciones,3      egresos,2014-05-01,4,16,4,16,20
ZUDAÑEZ,internaciones,3      egresos,2014-05-01,10,21,10,21,31
ACACIO,internaciones,3      egresos,2014-06-01,0,1,0,1,1
ACHACACHI,internaciones,3      egresos,2014-06-01,20,75,20,75,95
ACHOCALLA,internaciones,3      egresos,2014-06-01,0,5,0,5,5
AIQUILE,internaciones,3      egresos,2014-06-01,29,64,29,64,93
ALALAY,internaciones,3      egresos,2014-06-01,0,3,0,3,3
ALCALA,internaciones,3      egresos,2014-06-01,0,5,0,5,5
ALTO BENI,internaciones,3      egresos,2014-06-01,0,14,0,14,14
ANCORAIMES,internaciones,3      egresos,2014-06-01,0,1,0,1,1
ANTEQUERA,internaciones,3      egresos,2014-06-01,0,1,0,1,1
ANZALDO,internaciones,3      egresos,2014-06-01,11,4,11,4,15
APOLO,internaciones,3      egresos,2014-06-01,6,24,6,24,30
ARAMPAMPA,internaciones,3      egresos,2014-06-01,1,2,1,2,3
ARANI,internaciones,3      egresos,2014-06-01,0,9,0,9,9
ARBIETO,internaciones,3      egresos,2014-06-01,0,12,0,12,12
ARQUE,internaciones,3      egresos,2014-06-01,0,3,0,3,3
ASCENCION DE GUARAYOS,internaciones,3      egresos,2014-06-01,62,149,62,149,211
ATOCHA,internaciones,3      egresos,2014-06-01,51,60,51,60,111
AYATA,internaciones,3      egresos,2014-06-01,0,3,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),internaciones,3      egresos,2014-06-01,19,38,19,38,57
AZURDUY,internaciones,3      egresos,2014-06-01,4,20,4,20,24
BAURES,internaciones,3      egresos,2014-06-01,2,9,2,9,11
BERMEJO,internaciones,3      egresos,2014-06-01,91,176,91,176,267
BETANZOS,internaciones,3      egresos,2014-06-01,4,40,4,40,44
BOLIVAR,internaciones,3      egresos,2014-06-01,2,4,2,4,6
BOYUIBE,internaciones,3      egresos,2014-06-01,7,23,7,23,30
BUENA VISTA,internaciones,3      egresos,2014-06-01,8,11,8,11,19
CABEZAS,internaciones,3      egresos,2014-06-01,13,25,13,25,38
CAIROMA,internaciones,3      egresos,2014-06-01,6,11,6,11,17
"CAIZA ""D""",internaciones,3      egresos,2014-06-01,0,2,0,2,2
CAJUATA,internaciones,3      egresos,2014-06-01,0,4,0,4,4
CALACOTO,internaciones,3      egresos,2014-06-01,0,1,0,1,1
CALAMARCA,internaciones,3      egresos,2014-06-01,0,10,0,10,10
CAMARGO,internaciones,3      egresos,2014-06-01,17,51,17,51,68
CAMATAQUI (C. VILLA ABECIA),internaciones,3      egresos,2014-06-01,0,3,0,3,3
CAMIRI,internaciones,3      egresos,2014-06-01,137,330,137,330,467
CAPINOTA,internaciones,3      egresos,2014-06-01,5,26,5,26,31
CAQUIAVIRI,internaciones,3      egresos,2014-06-01,0,4,0,4,4
CARACOLLO,internaciones,3      egresos,2014-06-01,1,22,1,22,23
CARANAVI,internaciones,3      egresos,2014-06-01,28,117,28,117,145
CARIPUYO,internaciones,3      egresos,2014-06-01,0,1,0,1,1
CARMEN RIVERO TORREZ,internaciones,3      egresos,2014-06-01,3,14,3,14,17
CATACORA,internaciones,3      egresos,2014-06-01,1,0,1,0,1
CHALLAPATA,internaciones,3      egresos,2014-06-01,30,103,30,103,133
CHARAGUA,internaciones,3      egresos,2014-06-01,38,118,38,118,156
CHAYANTA,internaciones,3      egresos,2014-06-01,4,13,4,13,17
CHIMORE,internaciones,3      egresos,2014-06-01,0,17,0,17,17
CHULUMANI (V. DE LA LIBERTAD),internaciones,3      egresos,2014-06-01,42,99,42,99,141
CHUMA,internaciones,3      egresos,2014-06-01,2,6,2,6,8
CKOCHAS,internaciones,3      egresos,2014-06-01,0,3,0,3,3
CLIZA,internaciones,3      egresos,2014-06-01,18,69,18,69,87
COBIJA,internaciones,3      egresos,2014-06-01,211,423,211,423,634
COCAPATA,internaciones,3      egresos,2014-06-01,0,3,0,3,3
COCHABAMBA,internaciones,3      egresos,2014-06-01,2977,5028,2977,5028,8005
COLCAPIRHUA,internaciones,3      egresos,2014-06-01,60,78,60,78,138
COLOMI,internaciones,3      egresos,2014-06-01,0,14,0,14,14
COLPA BELGICA,internaciones,3      egresos,2014-06-01,8,26,8,26,34
COLQUECHACA,internaciones,3      egresos,2014-06-01,1,15,1,15,16
COLQUENCHA,internaciones,3      egresos,2014-06-01,0,6,0,6,6
COMARAPA,internaciones,3      egresos,2014-06-01,12,58,12,58,70
COMBAYA,internaciones,3      egresos,2014-06-01,0,1,0,1,1
CONCEPCION,internaciones,3      egresos,2014-06-01,12,53,12,53,65
COPACABANA,internaciones,3      egresos,2014-06-01,0,10,0,10,10
CORIPATA,internaciones,3      egresos,2014-06-01,2,6,2,6,8
CORO CORO,internaciones,3      egresos,2014-06-01,0,1,0,1,1
COROICO,internaciones,3      egresos,2014-06-01,28,87,28,87,115
CORQUE,internaciones,3      egresos,2014-06-01,2,1,2,1,3
COTAGAITA,internaciones,3      egresos,2014-06-01,0,16,0,16,16
COTOCA,internaciones,3      egresos,2014-06-01,13,147,13,147,160
CUATRO CAÑADAS,internaciones,3      egresos,2014-06-01,4,32,4,32,36
CUCHUMUELA (V. G. VILLARROEL),internaciones,3      egresos,2014-06-01,0,4,0,4,4
CUEVO,internaciones,3      egresos,2014-06-01,4,3,4,3,7
CULPINA,internaciones,3      egresos,2014-06-01,10,54,10,54,64
CURAHUARA DE CARANGAS,internaciones,3      egresos,2014-06-01,0,3,0,3,3
EL ALTO,internaciones,3      egresos,2014-06-01,1161,2974,1161,2974,4135
EL PUENTE(STC),internaciones,3      egresos,2014-06-01,5,16,5,16,21
EL PUENTE(TJA),internaciones,3      egresos,2014-06-01,0,9,0,9,9
EL TORNO,internaciones,3      egresos,2014-06-01,475,459,475,459,934
EL VILLAR,internaciones,3      egresos,2014-06-01,0,5,0,5,5
ENTRE RIOS CBBA,internaciones,3      egresos,2014-06-01,4,55,4,55,59
ESCOMA,internaciones,3      egresos,2014-06-01,7,21,7,21,28
EUCALIPTUS,internaciones,3      egresos,2014-06-01,0,4,0,4,4
EXALTACION,internaciones,3      egresos,2014-06-01,1,4,1,4,5
FERNANDEZ ALONSO,internaciones,3      egresos,2014-06-01,16,20,16,20,36
GENERAL SAAVEDRA,internaciones,3      egresos,2014-06-01,1,73,1,73,74
GRAL. J.J. PEREZ (CHARAZANI),internaciones,3      egresos,2014-06-01,1,2,1,2,3
GUANAY,internaciones,3      egresos,2014-06-01,0,13,0,13,13
GUAQUI,internaciones,3      egresos,2014-06-01,0,4,0,4,4
GUAYARAMERIN,internaciones,3      egresos,2014-06-01,153,383,153,383,536
GUTIERREZ,internaciones,3      egresos,2014-06-01,7,23,7,23,30
HUACARETA,internaciones,3      egresos,2014-06-01,8,6,8,6,14
HUACAYA (VILLA DE HUACAYA),internaciones,3      egresos,2014-06-01,1,5,1,5,6
HUACHACALLA,internaciones,3      egresos,2014-06-01,1,4,1,4,5
HUANUNI,internaciones,3      egresos,2014-06-01,75,128,75,128,203
HUARACAJE,internaciones,3      egresos,2014-06-01,7,8,7,8,15
HUATAJATA,internaciones,3      egresos,2014-06-01,0,1,0,1,1
HUAYLLAMARCA,internaciones,3      egresos,2014-06-01,3,1,3,1,4
ICLA,internaciones,3      egresos,2014-06-01,3,11,3,11,14
INCAHUASI,internaciones,3      egresos,2014-06-01,3,12,3,12,15
INGAVI (HUMAITA),internaciones,3      egresos,2014-06-01,1,3,1,3,4
IRUPANA (VILLA DE LANZA),internaciones,3      egresos,2014-06-01,5,24,5,24,29
IXIAMAS,internaciones,3      egresos,2014-06-01,6,7,6,7,13
JESUS DE MACHACA,internaciones,3      egresos,2014-06-01,3,7,3,7,10
LA ASUNTA,internaciones,3      egresos,2014-06-01,11,39,11,39,50
LA GUARDIA,internaciones,3      egresos,2014-06-01,40,68,40,68,108
LA PAZ,internaciones,3      egresos,2014-06-01,2626,5697,2626,5697,8323
LAGUNILLAS,internaciones,3      egresos,2014-06-01,2,11,2,11,13
LAJA,internaciones,3      egresos,2014-06-01,0,10,0,10,10
LAS CARRERAS,internaciones,3      egresos,2014-06-01,0,1,0,1,1
LLALLAGUA,internaciones,3      egresos,2014-06-01,85,165,85,165,250
LLICA,internaciones,3      egresos,2014-06-01,0,1,0,1,1
LURIBAY,internaciones,3      egresos,2014-06-01,0,1,0,1,1
MACHACAMARCA,internaciones,3      egresos,2014-06-01,0,3,0,3,3
MAGDALENA,internaciones,3      egresos,2014-06-01,15,61,15,61,76
MAIRANA,internaciones,3      egresos,2014-06-01,8,46,8,46,54
MAPIRI,internaciones,3      egresos,2014-06-01,12,35,12,35,47
MECAPACA,internaciones,3      egresos,2014-06-01,0,4,0,4,4
MINEROS,internaciones,3      egresos,2014-06-01,6,13,6,13,19
MIZQUE,internaciones,3      egresos,2014-06-01,14,36,14,36,50
MOCOMOCO,internaciones,3      egresos,2014-06-01,0,1,0,1,1
MOJINETE,internaciones,3      egresos,2014-06-01,1,0,1,0,1
MOJOCOYA,internaciones,3      egresos,2014-06-01,0,10,0,10,10
MONTEAGUDO,internaciones,3      egresos,2014-06-01,67,126,67,126,193
MONTERO,internaciones,3      egresos,2014-06-01,242,604,242,604,846
MORO MORO,internaciones,3      egresos,2014-06-01,0,1,0,1,1
MOROCHATA,internaciones,3      egresos,2014-06-01,0,7,0,7,7
OCURI,internaciones,3      egresos,2014-06-01,0,7,0,7,7
OKINAWA,internaciones,3      egresos,2014-06-01,6,33,6,33,39
OMEREQUE,internaciones,3      egresos,2014-06-01,5,7,5,7,12
ORURO,internaciones,3      egresos,2014-06-01,1013,2070,1013,2070,3083
PADILLA,internaciones,3      egresos,2014-06-01,35,62,35,62,97
PAILON,internaciones,3      egresos,2014-06-01,17,88,17,88,105
PALCA,internaciones,3      egresos,2014-06-01,0,5,0,5,5
PALOS BLANCOS,internaciones,3      egresos,2014-06-01,9,31,9,31,40
PAMPA GRANDE,internaciones,3      egresos,2014-06-01,4,13,4,13,17
PAPEL PAMPA,internaciones,3      egresos,2014-06-01,0,4,0,4,4
PASORAPA,internaciones,3      egresos,2014-06-01,4,6,4,6,10
PATACAMAYA,internaciones,3      egresos,2014-06-01,0,57,0,57,57
PAZÑA,internaciones,3      egresos,2014-06-01,0,5,0,5,5
PELECHUCO,internaciones,3      egresos,2014-06-01,0,2,0,2,2
POCOATA,internaciones,3      egresos,2014-06-01,0,5,0,5,5
POCONA,internaciones,3      egresos,2014-06-01,1,12,1,12,13
POJO (CBBA),internaciones,3      egresos,2014-06-01,2,23,2,23,25
POOPO,internaciones,3      egresos,2014-06-01,0,6,0,6,6
POROMA,internaciones,3      egresos,2014-06-01,0,5,0,5,5
PORONGO,internaciones,3      egresos,2014-06-01,4,5,4,5,9
PORTACHUELO,internaciones,3      egresos,2014-06-01,54,137,54,137,191
PORVENIR,internaciones,3      egresos,2014-06-01,2,3,2,3,5
POSTRER VALLE,internaciones,3      egresos,2014-06-01,3,1,3,1,4
POTOSI,internaciones,3      egresos,2014-06-01,750,1145,750,1145,1895
PRESTO,internaciones,3      egresos,2014-06-01,1,4,1,4,5
PUCARANI,internaciones,3      egresos,2014-06-01,3,12,3,12,15
PUERTO ACOSTA,internaciones,3      egresos,2014-06-01,0,4,0,4,4
PUERTO GONZALO MORENO,internaciones,3      egresos,2014-06-01,3,6,3,6,9
PUERTO PEREZ,internaciones,3      egresos,2014-06-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,3      egresos,2014-06-01,30,61,30,61,91
PUERTO RICO,internaciones,3      egresos,2014-06-01,3,16,3,16,19
PUERTO SUAREZ,internaciones,3      egresos,2014-06-01,25,99,25,99,124
PUERTO VILLARROEL,internaciones,3      egresos,2014-06-01,75,203,75,203,278
