municipality,group,variable,month,Niños de 2 años a menores de 5 años con dosis comp,TOTAL
COCHABAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,554,554
COIPASA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,8,8
COLCAPIRHUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,140,140
"COLCHA ""K""",nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,56,56
COLOMI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,153,153
COLPA BELGICA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,30,30
COLQUECHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,234,234
COLQUENCHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,50,50
COLQUIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,61,61
COMANCHE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,13,13
COMARAPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,62,62
COMBAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,23,23
CONCEPCION,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,34,34
COPACABANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,36,36
CORIPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,29,29
CORO CORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,14,14
COROICO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,39,39
CORQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,36,36
COTAGAITA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,177,177
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,15,15
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,14,14
CUEVO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,30,30
CULPINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,148,148
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,13,13
CURVA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,15,15
DESAGUADERO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,35,35
EL ALTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,1433,1433
EL CHORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,27,27
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,27,27
EL TORNO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,99,99
EL VILLAR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,10,10
ENTRE RIOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,80,80
ENTRE RIOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,66,66
ESCARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,1,1
EUCALIPTUS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,12,12
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,20,20
EXALTACION,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,9,9
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,69,69
FILADELFIA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,37,37
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,64,64
GUANAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,24,24
GUAQUI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,20,20
GUAYARAMERIN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,156,156
GUTIERREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,43,43
HUACARETA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,27,27
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,48,48
HUACHACALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,2,2
HUANUNI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,97,97
HUARACAJE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,46,46
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,24,24
ICHOCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,20,20
ICLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,37,37
INCAHUASI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,192,192
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,15,15
INQUISIVI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,44,44
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,64,64
IXIAMAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,5,5
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,36,36
LA ASUNTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,111,111
LA PAZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,1626,1626
LAGUNILLAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,20,20
LAJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,60,60
LAS CARRERAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,7,7
LICOMA PAMPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,4,4
LLALLAGUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,188,188
LLICA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,10,10
LORETO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,15,15
LURIBAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,35,35
MACHACAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,5,5
MACHARETI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,28,28
MAGDALENA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,18,18
MAIRANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,23,23
MALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,6,6
MAPIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,9,9
MECAPACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,17,17
MINEROS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,79,79
MIZQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,259,259
MOCOMOCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,59,59
MOJINETE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,1,1
MOJOCOYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,40,40
MONTEAGUDO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,277,277
MONTERO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,144,144
MORO MORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,10,10
MOROCHATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,182,182
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,17,17
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,12,12
OCURI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,50,50
OKINAWA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,63,63
OMEREQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,46,46
ORURO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,510,510
PADCAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,58,58
PADILLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,44,44
PAILON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,22,22
PALCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,22,22
PALOS BLANCOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,51,51
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,4,4
PAMPA GRANDE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,9,9
PAPEL PAMPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,9,9
PASORAPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,27,27
PATACAMAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,23,23
PAZÑA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,19,19
PELECHUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,25,25
POCOATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,16,16
POCONA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,24,24
POJO (CBBA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,40,40
POOPO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,9,9
PORCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,13,13
POROMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,145,145
PORONGO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,47,47
PORTACHUELO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,137,137
PORVENIR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,35,35
POSTRER VALLE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,3,3
POTOSI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,193,193
PRESTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,53,53
PUCARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,11,11
PUCARANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,62,62
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,80,80
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,72,72
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,48,48
PUERTO PEREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,26,26
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,13,13
PUERTO RICO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,60,60
PUERTO SILES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,7,7
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,20,20
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,121,121
PUNA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,159,159
PUNATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,25,25
QUILLACOLLO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,325,325
QUIME,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,45,45
QUIRUSILLAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,3,3
RAVELO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,175,175
REYES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,36,36
RIBERALTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,311,311
ROBORE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,41,41
RURRENABAQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,26,26
SABAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,10,10
SACABA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,141,141
SACABAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,17,17
SACACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,181,181
SAIPINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,46,46
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,15,15
SAMAIPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,25,25
SAN ANDRES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,65,65
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,16,16
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,15,15
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,5,5
SAN BENITO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,32,32
SAN BORJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,196,196
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,1,1
SAN CARLOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,56,56
SAN IGNACIO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,189,189
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,273,273
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,24,24
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,1,1
SAN JOAQUIN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,44,44
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,189,189
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,46,46
SAN JULIAN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,309,309
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,22,22
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,70,70
SAN LUCAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,226,226
SAN MATIAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,35,35
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,52,52
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,3,3
SAN PEDRO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,115,115
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,478,478
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,83,83
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,1,1
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,20,20
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,28,28
SAN RAFAEL,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,7,7
SAN RAMON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,97,97
SAN RAMON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,22,22
SANTA ANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2007-08-01,289,289
