municipality,group,variable,month,Primer Control Post Parto,TOTAL
ESCOMA,atencion de partos en servicios,primer control post parto,2022-08-01,14,14
EUCALIPTUS,atencion de partos en servicios,primer control post parto,2022-08-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicios,primer control post parto,2022-08-01,4,4
FILADELFIA,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
GAIOC JATUN AYLLU YURA,atencion de partos en servicios,primer control post parto,2022-08-01,3,3
GENERAL SAAVEDRA,atencion de partos en servicios,primer control post parto,2022-08-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,primer control post parto,2022-08-01,2,2
GUANAY,atencion de partos en servicios,primer control post parto,2022-08-01,11,11
GUAQUI,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
GUAYARAMERIN,atencion de partos en servicios,primer control post parto,2022-08-01,17,17
GUTIERREZ,atencion de partos en servicios,primer control post parto,2022-08-01,8,8
HUACARETA,atencion de partos en servicios,primer control post parto,2022-08-01,7,7
HUANUNI,atencion de partos en servicios,primer control post parto,2022-08-01,29,29
HUARACAJE,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
HUARINA,atencion de partos en servicios,primer control post parto,2022-08-01,4,4
HUATAJATA,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
ICLA,atencion de partos en servicios,primer control post parto,2022-08-01,2,2
INCAHUASI,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
INGAVI (HUMAITA),atencion de partos en servicios,primer control post parto,2022-08-01,1,1
INQUISIVI,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,primer control post parto,2022-08-01,9,9
IXIAMAS,atencion de partos en servicios,primer control post parto,2022-08-01,11,11
LA ASUNTA,atencion de partos en servicios,primer control post parto,2022-08-01,27,27
LA GUARDIA,atencion de partos en servicios,primer control post parto,2022-08-01,75,75
LA PAZ,atencion de partos en servicios,primer control post parto,2022-08-01,254,254
LAJA,atencion de partos en servicios,primer control post parto,2022-08-01,5,5
LAS CARRERAS,atencion de partos en servicios,primer control post parto,2022-08-01,3,3
LLALLAGUA,atencion de partos en servicios,primer control post parto,2022-08-01,9,9
LLICA,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
LURIBAY,atencion de partos en servicios,primer control post parto,2022-08-01,4,4
MACHACAMARCA,atencion de partos en servicios,primer control post parto,2022-08-01,4,4
MACHARETI,atencion de partos en servicios,primer control post parto,2022-08-01,6,6
MAGDALENA,atencion de partos en servicios,primer control post parto,2022-08-01,11,11
MAIRANA,atencion de partos en servicios,primer control post parto,2022-08-01,5,5
MECAPACA,atencion de partos en servicios,primer control post parto,2022-08-01,3,3
MINEROS,atencion de partos en servicios,primer control post parto,2022-08-01,22,22
MIZQUE,atencion de partos en servicios,primer control post parto,2022-08-01,24,24
MOJOCOYA,atencion de partos en servicios,primer control post parto,2022-08-01,3,3
MONTEAGUDO,atencion de partos en servicios,primer control post parto,2022-08-01,3,3
MONTERO,atencion de partos en servicios,primer control post parto,2022-08-01,74,74
MORO MORO,atencion de partos en servicios,primer control post parto,2022-08-01,2,2
OCURI,atencion de partos en servicios,primer control post parto,2022-08-01,6,6
OKINAWA,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
OMEREQUE,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
ORURO,atencion de partos en servicios,primer control post parto,2022-08-01,301,301
PADCAYA,atencion de partos en servicios,primer control post parto,2022-08-01,11,11
PADILLA,atencion de partos en servicios,primer control post parto,2022-08-01,9,9
PAILON,atencion de partos en servicios,primer control post parto,2022-08-01,26,26
PALCA,atencion de partos en servicios,primer control post parto,2022-08-01,2,2
PALOS BLANCOS,atencion de partos en servicios,primer control post parto,2022-08-01,19,19
PAMPA AULLAGAS,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
PAMPA GRANDE,atencion de partos en servicios,primer control post parto,2022-08-01,2,2
PAPEL PAMPA,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
PATACAMAYA,atencion de partos en servicios,primer control post parto,2022-08-01,19,19
PAZÑA,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
POCOATA,atencion de partos en servicios,primer control post parto,2022-08-01,10,10
POJO (CBBA),atencion de partos en servicios,primer control post parto,2022-08-01,3,3
POOPO,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
PORCO,atencion de partos en servicios,primer control post parto,2022-08-01,20,20
POROMA,atencion de partos en servicios,primer control post parto,2022-08-01,7,7
PORONGO,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
PORTACHUELO,atencion de partos en servicios,primer control post parto,2022-08-01,21,21
POTOSI,atencion de partos en servicios,primer control post parto,2022-08-01,195,195
PRESTO,atencion de partos en servicios,primer control post parto,2022-08-01,3,3
PUCARANI,atencion de partos en servicios,primer control post parto,2022-08-01,3,3
PUERTO CARABUCO,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,primer control post parto,2022-08-01,2,2
PUERTO QUIJARRO,atencion de partos en servicios,primer control post parto,2022-08-01,14,14
PUERTO RICO,atencion de partos en servicios,primer control post parto,2022-08-01,4,4
PUERTO VILLARROEL,atencion de partos en servicios,primer control post parto,2022-08-01,12,12
PUNA,atencion de partos en servicios,primer control post parto,2022-08-01,11,11
PUNATA,atencion de partos en servicios,primer control post parto,2022-08-01,41,41
QUILLACOLLO,atencion de partos en servicios,primer control post parto,2022-08-01,58,58
RAQAYPAMPA(ETA),atencion de partos en servicios,primer control post parto,2022-08-01,3,3
RAVELO,atencion de partos en servicios,primer control post parto,2022-08-01,3,3
RIBERALTA,atencion de partos en servicios,primer control post parto,2022-08-01,228,228
RURRENABAQUE,atencion de partos en servicios,primer control post parto,2022-08-01,3,3
SABAYA,atencion de partos en servicios,primer control post parto,2022-08-01,2,2
SACABA,atencion de partos en servicios,primer control post parto,2022-08-01,95,95
SACABAMBA,atencion de partos en servicios,primer control post parto,2022-08-01,3,3
SACACA,atencion de partos en servicios,primer control post parto,2022-08-01,5,5
SAIPINA,atencion de partos en servicios,primer control post parto,2022-08-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,primer control post parto,2022-08-01,4,4
SAMAIPATA,atencion de partos en servicios,primer control post parto,2022-08-01,3,3
SAN ANDRES,atencion de partos en servicios,primer control post parto,2022-08-01,5,5
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,primer control post parto,2022-08-01,3,3
SAN BENITO,atencion de partos en servicios,primer control post parto,2022-08-01,2,2
SAN BORJA,atencion de partos en servicios,primer control post parto,2022-08-01,17,17
SAN BUENA VENTURA,atencion de partos en servicios,primer control post parto,2022-08-01,17,17
SAN IGNACIO,atencion de partos en servicios,primer control post parto,2022-08-01,22,22
SAN IGNACIO DE VELASCO,atencion de partos en servicios,primer control post parto,2022-08-01,52,52
SAN JAVIER(BNI),atencion de partos en servicios,primer control post parto,2022-08-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,primer control post parto,2022-08-01,25,25
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,primer control post parto,2022-08-01,2,2
SAN JULIAN,atencion de partos en servicios,primer control post parto,2022-08-01,44,44
SAN LORENZO(TJA),atencion de partos en servicios,primer control post parto,2022-08-01,8,8
SAN LUCAS,atencion de partos en servicios,primer control post parto,2022-08-01,27,27
SAN MATIAS,atencion de partos en servicios,primer control post parto,2022-08-01,4,4
SAN MIGUEL DE VELASCO,atencion de partos en servicios,primer control post parto,2022-08-01,12,12
SAN PEDRO,atencion de partos en servicios,primer control post parto,2022-08-01,9,9
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,primer control post parto,2022-08-01,8,8
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,primer control post parto,2022-08-01,2,2
SAN PEDRO DE MACHA,atencion de partos en servicios,primer control post parto,2022-08-01,8,8
SAN PEDRO DE TIQUINA,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
SAN RAFAEL,atencion de partos en servicios,primer control post parto,2022-08-01,8,8
SAN RAMON SCZ,atencion de partos en servicios,primer control post parto,2022-08-01,16,16
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,primer control post parto,2022-08-01,349,349
SANTA ROSA,atencion de partos en servicios,primer control post parto,2022-08-01,12,12
SANTA ROSA DEL SARA,atencion de partos en servicios,primer control post parto,2022-08-01,6,6
SANTIAGO DE HUARI,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
SANTIAGO DE HUATA,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en servicios,primer control post parto,2022-08-01,2,2
SENA,atencion de partos en servicios,primer control post parto,2022-08-01,6,6
SHINAOTA,atencion de partos en servicios,primer control post parto,2022-08-01,34,34
SICA SICA (VILLA AROMA),atencion de partos en servicios,primer control post parto,2022-08-01,8,8
SICAYA,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
SIPE SIPE,atencion de partos en servicios,primer control post parto,2022-08-01,51,51
SOPACHUY,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
SORACACHI,atencion de partos en servicios,primer control post parto,2022-08-01,3,3
SORATA,atencion de partos en servicios,primer control post parto,2022-08-01,7,7
SUCRE,atencion de partos en servicios,primer control post parto,2022-08-01,647,647
TACACHI,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
TAHUA,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
TAPACARI,atencion de partos en servicios,primer control post parto,2022-08-01,3,3
TARABUCO,atencion de partos en servicios,primer control post parto,2022-08-01,8,8
TARATA,atencion de partos en servicios,primer control post parto,2022-08-01,6,6
TARIJA,atencion de partos en servicios,primer control post parto,2022-08-01,82,82
TARVITA,atencion de partos en servicios,primer control post parto,2022-08-01,11,11
TINGUIPAYA,atencion de partos en servicios,primer control post parto,2022-08-01,2,2
TIPUANI,atencion de partos en servicios,primer control post parto,2022-08-01,7,7
TIRAQUE (CBBA),atencion de partos en servicios,primer control post parto,2022-08-01,16,16
TOCO,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
TODOS SANTOS,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
TOLATA,atencion de partos en servicios,primer control post parto,2022-08-01,3,3
TOLEDO,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
TOMAVE,atencion de partos en servicios,primer control post parto,2022-08-01,2,2
TOMINA,atencion de partos en servicios,primer control post parto,2022-08-01,2,2
TORO TORO,atencion de partos en servicios,primer control post parto,2022-08-01,6,6
TOTORA(CBBA),atencion de partos en servicios,primer control post parto,2022-08-01,20,20
TOTORA(ORR),atencion de partos en servicios,primer control post parto,2022-08-01,3,3
TUPIZA,atencion de partos en servicios,primer control post parto,2022-08-01,3,3
TURCO,atencion de partos en servicios,primer control post parto,2022-08-01,2,2
UMALA,atencion de partos en servicios,primer control post parto,2022-08-01,2,2
UNCIA,atencion de partos en servicios,primer control post parto,2022-08-01,4,4
URIONDO (A. CONCEPCION),atencion de partos en servicios,primer control post parto,2022-08-01,5,5
URUBICHA,atencion de partos en servicios,primer control post parto,2022-08-01,4,4
UYUNI,atencion de partos en servicios,primer control post parto,2022-08-01,10,10
VALLEGRANDE,atencion de partos en servicios,primer control post parto,2022-08-01,27,27
VIACHA,atencion de partos en servicios,primer control post parto,2022-08-01,22,22
VILA VILA,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
VILLA CHARCAS,atencion de partos en servicios,primer control post parto,2022-08-01,1,1
VILLA MONTES,atencion de partos en servicios,primer control post parto,2022-08-01,29,29
VILLA RIVERO,atencion de partos en servicios,primer control post parto,2022-08-01,6,6
VILLA SERRANO,atencion de partos en servicios,primer control post parto,2022-08-01,2,2
VILLA TUNARI,atencion de partos en servicios,primer control post parto,2022-08-01,31,31
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,primer control post parto,2022-08-01,2,2
VILLAZON,atencion de partos en servicios,primer control post parto,2022-08-01,40,40
VINTO,atencion de partos en servicios,primer control post parto,2022-08-01,56,56
VITICHI,atencion de partos en servicios,primer control post parto,2022-08-01,4,4
WARNES,atencion de partos en servicios,primer control post parto,2022-08-01,119,119
YACO,atencion de partos en servicios,primer control post parto,2022-08-01,4,4
YACUIBA,atencion de partos en servicios,primer control post parto,2022-08-01,27,27
