,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,23,3,26
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,31,2,33
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,29,0,29
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,21,0,21
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,55,0,55
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,2,0,2
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,10,0,10
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,3,0,3
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,2,1,3
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,47,1,48
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,3,1,4
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,7,0,7
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,25,16,41
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,18,2,20
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,10,0,10
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,5,0,5
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,17,5,22
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,14,9,23
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,13,0,13
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,38,0,38
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,12,0,12
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,404,5,409
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,3,5,8
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,0,1,1
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,36,0,36
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,8,5,13
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,5,4,9
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,4,1,5
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,2,2,4
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,40,0,40
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,4,3,7
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,21,0,21
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,72,0,72
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,21,4,25
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,46,0,46
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,3,0,3
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,225,0,225
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,8,0,8
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,3,8,11
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,21,3,24
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,287,15,302
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,21,0,21
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,27,2,29
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,225,0,225
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,10,0,10
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,27,3,30
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,6,0,6
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,6,5,11
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,14,0,14
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,3,0,3
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,3,1,4
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,1,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,5,0,5
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,13,0,13
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,74,0,74
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,19,0,19
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,28,0,28
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,14,1,15
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,54,7,61
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,3,1,4
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,12,0,12
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,13,0,13
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,30,0,30
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,8,0,8
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,73,2,75
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,10,2,12
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,25,3,28
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,53,19,72
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,21,0,21
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,16,3,19
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,1,0,1
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,21,0,21
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,23,4,27
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,5,0,5
SAN PEDRO DE QUEMES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,4,1,5
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,2,0,2
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,8,0,8
SAN RAMON BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,9,0,9
SAN RAMON SCZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,20,0,20
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,39,0,39
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,1729,0,1729
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,17,0,17
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,24,0,24
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,1,0,1
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,15,0,15
SANTIAGO DE HUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,4,1,5
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,4,0,4
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,5,0,5
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,3,3,6
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,7,0,7
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,3,0,3
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,50,0,50
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,24,1,25
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,2,0,2
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,106,0,106
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,8,2,10
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,3,3,6
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,11,1,12
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,700,3,703
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,2,0,2
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,7,2,9
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,7,1,8
TAHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,1,0,1
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,22,1,23
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,22,6,28
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,1,1,2
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,14,0,14
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,383,0,383
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,14,4,18
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,19,2,21
TIAWANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,19,0,19
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,26,0,26
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,19,1,20
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,124,5,129
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,20,1,21
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,2,0,2
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,13,0,13
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,6,0,6
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,8,8,16
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,22,0,22
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,9,6,15
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,49,0,49
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,2,1,3
TRIGAL,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,2,0,2
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,250,0,250
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,73,5,78
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,5,0,5
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,5,3,8
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,36,2,38
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,20,0,20
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,8,0,8
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,56,1,57
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,7,0,7
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,29,0,29
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,87,0,87
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,3,0,3
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,19,5,24
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,86,1,87
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,3,1,4
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,9,0,9
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,4,0,4
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,117,0,117
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,13,7,20
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,51,2,53
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,150,0,150
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,10,2,12
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,1,0,1
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,187,3,190
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,5,0,5
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,192,1,193
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,12,2,14
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,10,0,10
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,81,1,82
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,7,0,7
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,6,0,6
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,2,6,8
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-07-01,15,2,17
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,5,0,5
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,37,1,38
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,11,3,14
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,26,3,29
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,1,0,1
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,6,0,6
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,7,1,8
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,16,2,18
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,3,0,3
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,2,0,2
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,9,4,13
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,44,2,46
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,23,0,23
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,21,3,24
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,7,0,7
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,58,1,59
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,13,1,14
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,2,1,3
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,7,1,8
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,5,0,5
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,15,2,17
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,13,5,18
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,25,2,27
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,2,0,2
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,3,4,7
BELEN DE URMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,0,3,3
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,72,1,73
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,36,6,42
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,5,0,5
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,1,2,3
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,4,0,4
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,7,0,7
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,39,0,39
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,14,0,14
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,9,1,10
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,12,2,14
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,2,4,6
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,15,0,15
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,21,1,22
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,0,4,4
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,58,1,59
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,42,0,42
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,7,0,7
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,17,1,18
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,80,3,83
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,19,0,19
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,3,10,13
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,5,1,6
CHACARILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,1,0,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,38,9,47
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,5,0,5
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,56,0,56
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,1,0,1
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,15,3,18
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,30,1,31
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,1,0,1
CHUA COCANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,50,0,50
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,3,1,4
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,9,0,9
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,15,3,18
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,25,4,29
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,89,1,90
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,11,20,31
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,1261,0,1261
COIPASA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,1,0,1
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,148,0,148
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,22,1,23
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,18,0,18
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,10,0,10
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,35,5,40
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,11,1,12
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,16,7,23
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,1,0,1
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,30,0,30
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,2,2,4
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,26,0,26
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,14,2,16
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,17,0,17
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,4,0,4
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2013-08-01,30,0,30
