municipality,group,variable,month,Repetidas,TOTAL
BUENA VISTA,consultas prenatales,repetidas,2006-05-01,89,89
CABEZAS,consultas prenatales,repetidas,2006-05-01,108,108
CAIROMA,consultas prenatales,repetidas,2006-05-01,68,68
"CAIZA ""D""",consultas prenatales,repetidas,2006-05-01,42,42
CAJUATA,consultas prenatales,repetidas,2006-05-01,60,60
CALACOTO,consultas prenatales,repetidas,2006-05-01,8,8
CALAMARCA,consultas prenatales,repetidas,2006-05-01,58,58
CAMARGO,consultas prenatales,repetidas,2006-05-01,151,151
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2006-05-01,22,22
CAMIRI,consultas prenatales,repetidas,2006-05-01,202,202
CAPINOTA,consultas prenatales,repetidas,2006-05-01,117,117
CAQUIAVIRI,consultas prenatales,repetidas,2006-05-01,19,19
CARACOLLO,consultas prenatales,repetidas,2006-05-01,74,74
CARANAVI,consultas prenatales,repetidas,2006-05-01,335,335
CARAPARI,consultas prenatales,repetidas,2006-05-01,49,49
CARIPUYO,consultas prenatales,repetidas,2006-05-01,58,58
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2006-05-01,12,12
CATACORA,consultas prenatales,repetidas,2006-05-01,1,1
CHACARILLA,consultas prenatales,repetidas,2006-05-01,2,2
CHALLAPATA,consultas prenatales,repetidas,2006-05-01,178,178
CHAQUI,consultas prenatales,repetidas,2006-05-01,30,30
CHARAGUA,consultas prenatales,repetidas,2006-05-01,153,153
CHARAÑA,consultas prenatales,repetidas,2006-05-01,3,3
CHAYANTA,consultas prenatales,repetidas,2006-05-01,80,80
CHIMORE,consultas prenatales,repetidas,2006-05-01,73,73
CHIPAYA,consultas prenatales,repetidas,2006-05-01,7,7
CHOQUE COTA,consultas prenatales,repetidas,2006-05-01,4,4
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2006-05-01,131,131
CHUMA,consultas prenatales,repetidas,2006-05-01,31,31
CLIZA,consultas prenatales,repetidas,2006-05-01,101,101
COBIJA,consultas prenatales,repetidas,2006-05-01,353,353
COCHABAMBA,consultas prenatales,repetidas,2006-05-01,6573,6573
COIPASA,consultas prenatales,repetidas,2006-05-01,2,2
COLCAPIRHUA,consultas prenatales,repetidas,2006-05-01,440,440
"COLCHA ""K""",consultas prenatales,repetidas,2006-05-01,48,48
COLLANA,consultas prenatales,repetidas,2006-05-01,3,3
COLOMI,consultas prenatales,repetidas,2006-05-01,101,101
COLPA BELGICA,consultas prenatales,repetidas,2006-05-01,49,49
COLQUECHACA,consultas prenatales,repetidas,2006-05-01,154,154
COLQUENCHA,consultas prenatales,repetidas,2006-05-01,16,16
COLQUIRI,consultas prenatales,repetidas,2006-05-01,106,106
COMANCHE,consultas prenatales,repetidas,2006-05-01,18,18
COMARAPA,consultas prenatales,repetidas,2006-05-01,177,177
COMBAYA,consultas prenatales,repetidas,2006-05-01,4,4
CONCEPCION,consultas prenatales,repetidas,2006-05-01,115,115
COPACABANA,consultas prenatales,repetidas,2006-05-01,50,50
CORIPATA,consultas prenatales,repetidas,2006-05-01,89,89
CORO CORO,consultas prenatales,repetidas,2006-05-01,42,42
COROICO,consultas prenatales,repetidas,2006-05-01,100,100
CORQUE,consultas prenatales,repetidas,2006-05-01,32,32
COTAGAITA,consultas prenatales,repetidas,2006-05-01,167,167
COTOCA,consultas prenatales,repetidas,2006-05-01,267,267
CUATRO CAÑADAS,consultas prenatales,repetidas,2006-05-01,86,86
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2006-05-01,9,9
CUEVO,consultas prenatales,repetidas,2006-05-01,28,28
CULPINA,consultas prenatales,repetidas,2006-05-01,90,90
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2006-05-01,19,19
CURVA,consultas prenatales,repetidas,2006-05-01,12,12
DESAGUADERO,consultas prenatales,repetidas,2006-05-01,35,35
EL ALTO,consultas prenatales,repetidas,2006-05-01,4839,4839
EL CHORO,consultas prenatales,repetidas,2006-05-01,7,7
EL PUENTE(STC),consultas prenatales,repetidas,2006-05-01,93,93
EL PUENTE(TJA),consultas prenatales,repetidas,2006-05-01,77,77
EL TORNO,consultas prenatales,repetidas,2006-05-01,194,194
EL VILLAR,consultas prenatales,repetidas,2006-05-01,35,35
ENTRE RIOS,consultas prenatales,repetidas,2006-05-01,73,73
ENTRE RIOS,consultas prenatales,repetidas,2006-05-01,114,114
EUCALIPTUS,consultas prenatales,repetidas,2006-05-01,31,31
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2006-05-01,5,5
EXALTACION,consultas prenatales,repetidas,2006-05-01,17,17
FERNANDEZ ALONSO,consultas prenatales,repetidas,2006-05-01,127,127
FILADELFIA,consultas prenatales,repetidas,2006-05-01,20,20
GENERAL SAAVEDRA,consultas prenatales,repetidas,2006-05-01,75,75
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2006-05-01,30,30
GUANAY,consultas prenatales,repetidas,2006-05-01,127,127
GUAQUI,consultas prenatales,repetidas,2006-05-01,21,21
GUAYARAMERIN,consultas prenatales,repetidas,2006-05-01,388,388
GUTIERREZ,consultas prenatales,repetidas,2006-05-01,41,41
HUACARETA,consultas prenatales,repetidas,2006-05-01,69,69
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2006-05-01,17,17
HUACHACALLA,consultas prenatales,repetidas,2006-05-01,5,5
HUANUNI,consultas prenatales,repetidas,2006-05-01,212,212
HUARACAJE,consultas prenatales,repetidas,2006-05-01,28,28
HUAYLLAMARCA,consultas prenatales,repetidas,2006-05-01,9,9
ICHOCA,consultas prenatales,repetidas,2006-05-01,22,22
ICLA,consultas prenatales,repetidas,2006-05-01,97,97
INCAHUASI,consultas prenatales,repetidas,2006-05-01,185,185
INQUISIVI,consultas prenatales,repetidas,2006-05-01,53,53
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2006-05-01,78,78
IXIAMAS,consultas prenatales,repetidas,2006-05-01,45,45
JESUS DE MACHACA,consultas prenatales,repetidas,2006-05-01,49,49
LA ASUNTA,consultas prenatales,repetidas,2006-05-01,225,225
LA GUARDIA,consultas prenatales,repetidas,2006-05-01,254,254
LA PAZ,consultas prenatales,repetidas,2006-05-01,7317,7317
LAGUNILLAS,consultas prenatales,repetidas,2006-05-01,30,30
LAJA,consultas prenatales,repetidas,2006-05-01,30,30
LAS CARRERAS,consultas prenatales,repetidas,2006-05-01,22,22
LICOMA PAMPA,consultas prenatales,repetidas,2006-05-01,10,10
LLALLAGUA,consultas prenatales,repetidas,2006-05-01,315,315
LLICA,consultas prenatales,repetidas,2006-05-01,34,34
LORETO,consultas prenatales,repetidas,2006-05-01,20,20
LURIBAY,consultas prenatales,repetidas,2006-05-01,28,28
MACHACAMARCA,consultas prenatales,repetidas,2006-05-01,13,13
MACHARETI,consultas prenatales,repetidas,2006-05-01,58,58
MAGDALENA,consultas prenatales,repetidas,2006-05-01,91,91
MAIRANA,consultas prenatales,repetidas,2006-05-01,71,71
MALLA,consultas prenatales,repetidas,2006-05-01,13,13
MAPIRI,consultas prenatales,repetidas,2006-05-01,136,136
MECAPACA,consultas prenatales,repetidas,2006-05-01,20,20
MINEROS,consultas prenatales,repetidas,2006-05-01,120,120
MIZQUE,consultas prenatales,repetidas,2006-05-01,154,154
MOCOMOCO,consultas prenatales,repetidas,2006-05-01,35,35
MOJINETE,consultas prenatales,repetidas,2006-05-01,6,6
MOJOCOYA,consultas prenatales,repetidas,2006-05-01,42,42
MONTEAGUDO,consultas prenatales,repetidas,2006-05-01,234,234
MONTERO,consultas prenatales,repetidas,2006-05-01,757,757
MORO MORO,consultas prenatales,repetidas,2006-05-01,6,6
MOROCHATA,consultas prenatales,repetidas,2006-05-01,90,90
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2006-05-01,3,3
NAZACARA DE PACAJES,consultas prenatales,repetidas,2006-05-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2006-05-01,4,4
OCURI,consultas prenatales,repetidas,2006-05-01,140,140
OKINAWA,consultas prenatales,repetidas,2006-05-01,109,109
OMEREQUE,consultas prenatales,repetidas,2006-05-01,23,23
ORURO,consultas prenatales,repetidas,2006-05-01,2158,2158
PADCAYA,consultas prenatales,repetidas,2006-05-01,76,76
PADILLA,consultas prenatales,repetidas,2006-05-01,133,133
PAILON,consultas prenatales,repetidas,2006-05-01,93,93
PALCA,consultas prenatales,repetidas,2006-05-01,27,27
PALOS BLANCOS,consultas prenatales,repetidas,2006-05-01,158,158
PAMPA AULLAGAS,consultas prenatales,repetidas,2006-05-01,17,17
PAMPA GRANDE,consultas prenatales,repetidas,2006-05-01,42,42
PAPEL PAMPA,consultas prenatales,repetidas,2006-05-01,12,12
PASORAPA,consultas prenatales,repetidas,2006-05-01,12,12
PATACAMAYA,consultas prenatales,repetidas,2006-05-01,112,112
PAZÑA,consultas prenatales,repetidas,2006-05-01,27,27
PELECHUCO,consultas prenatales,repetidas,2006-05-01,22,22
POCOATA,consultas prenatales,repetidas,2006-05-01,93,93
POCONA,consultas prenatales,repetidas,2006-05-01,52,52
POJO (CBBA),consultas prenatales,repetidas,2006-05-01,62,62
POOPO,consultas prenatales,repetidas,2006-05-01,34,34
PORCO,consultas prenatales,repetidas,2006-05-01,77,77
POROMA,consultas prenatales,repetidas,2006-05-01,110,110
PORONGO,consultas prenatales,repetidas,2006-05-01,38,38
PORTACHUELO,consultas prenatales,repetidas,2006-05-01,155,155
PORVENIR,consultas prenatales,repetidas,2006-05-01,54,54
POSTRER VALLE,consultas prenatales,repetidas,2006-05-01,5,5
POTOSI,consultas prenatales,repetidas,2006-05-01,1527,1527
PRESTO,consultas prenatales,repetidas,2006-05-01,56,56
PUCARA,consultas prenatales,repetidas,2006-05-01,5,5
PUCARANI,consultas prenatales,repetidas,2006-05-01,93,93
PUERTO ACOSTA,consultas prenatales,repetidas,2006-05-01,58,58
PUERTO CARABUCO,consultas prenatales,repetidas,2006-05-01,30,30
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2006-05-01,32,32
PUERTO PEREZ,consultas prenatales,repetidas,2006-05-01,9,9
PUERTO QUIJARRO,consultas prenatales,repetidas,2006-05-01,66,66
PUERTO RICO,consultas prenatales,repetidas,2006-05-01,47,47
PUERTO SUAREZ,consultas prenatales,repetidas,2006-05-01,70,70
PUERTO VILLARROEL,consultas prenatales,repetidas,2006-05-01,262,262
PUNA,consultas prenatales,repetidas,2006-05-01,192,192
PUNATA,consultas prenatales,repetidas,2006-05-01,205,205
QUIABAYA,consultas prenatales,repetidas,2006-05-01,12,12
QUILLACOLLO,consultas prenatales,repetidas,2006-05-01,676,676
QUIME,consultas prenatales,repetidas,2006-05-01,36,36
QUIRUSILLAS,consultas prenatales,repetidas,2006-05-01,6,6
RAVELO,consultas prenatales,repetidas,2006-05-01,128,128
REYES,consultas prenatales,repetidas,2006-05-01,98,98
RIBERALTA,consultas prenatales,repetidas,2006-05-01,799,799
ROBORE,consultas prenatales,repetidas,2006-05-01,58,58
RURRENABAQUE,consultas prenatales,repetidas,2006-05-01,117,117
SABAYA,consultas prenatales,repetidas,2006-05-01,10,10
SACABA,consultas prenatales,repetidas,2006-05-01,600,600
SACABAMBA,consultas prenatales,repetidas,2006-05-01,21,21
SACACA,consultas prenatales,repetidas,2006-05-01,134,134
SAIPINA,consultas prenatales,repetidas,2006-05-01,46,46
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2006-05-01,58,58
SAMAIPATA,consultas prenatales,repetidas,2006-05-01,50,50
SAN AGUSTIN,consultas prenatales,repetidas,2006-05-01,13,13
SAN ANDRES,consultas prenatales,repetidas,2006-05-01,32,32
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2006-05-01,10,10
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2006-05-01,10,10
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2006-05-01,23,23
SAN BENITO,consultas prenatales,repetidas,2006-05-01,47,47
SAN BORJA,consultas prenatales,repetidas,2006-05-01,218,218
SAN BUENA VENTURA,consultas prenatales,repetidas,2006-05-01,71,71
SAN CARLOS,consultas prenatales,repetidas,2006-05-01,162,162
SAN IGNACIO,consultas prenatales,repetidas,2006-05-01,179,179
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2006-05-01,524,524
SAN JAVIER(BNI),consultas prenatales,repetidas,2006-05-01,8,8
SAN JAVIER(STC),consultas prenatales,repetidas,2006-05-01,114,114
SAN JOAQUIN,consultas prenatales,repetidas,2006-05-01,21,21
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2006-05-01,81,81
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2006-05-01,70,70
SAN JULIAN,consultas prenatales,repetidas,2006-05-01,277,277
SAN LORENZO(PND),consultas prenatales,repetidas,2006-05-01,23,23
SAN LORENZO(TJA),consultas prenatales,repetidas,2006-05-01,84,84
SAN LUCAS,consultas prenatales,repetidas,2006-05-01,342,342
SAN MATIAS,consultas prenatales,repetidas,2006-05-01,50,50
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2006-05-01,55,55
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2006-05-01,22,22
SAN PEDRO,consultas prenatales,repetidas,2006-05-01,138,138
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2006-05-01,106,106
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2006-05-01,12,12
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2006-05-01,5,5
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2006-05-01,5,5
SAN PEDRO(PND),consultas prenatales,repetidas,2006-05-01,4,4
SAN RAFAEL,consultas prenatales,repetidas,2006-05-01,33,33
SAN RAMON,consultas prenatales,repetidas,2006-05-01,41,41
SAN RAMON,consultas prenatales,repetidas,2006-05-01,51,51
SANTA ANA,consultas prenatales,repetidas,2006-05-01,106,106
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2006-05-01,7713,7713
SANTA ROSA,consultas prenatales,repetidas,2006-05-01,64,64
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2006-05-01,168,168
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2006-05-01,7,7
SANTIAGO DE HUARI,consultas prenatales,repetidas,2006-05-01,27,27
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2006-05-01,14,14
SANTIVAÑES,consultas prenatales,repetidas,2006-05-01,31,31
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2006-05-01,3,3
SAPAHAQUI,consultas prenatales,repetidas,2006-05-01,29,29
SENA,consultas prenatales,repetidas,2006-05-01,48,48
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2006-05-01,54,54
SICAYA,consultas prenatales,repetidas,2006-05-01,10,10
SIPE SIPE,consultas prenatales,repetidas,2006-05-01,253,253
SOPACHUY,consultas prenatales,repetidas,2006-05-01,55,55
SORACACHI,consultas prenatales,repetidas,2006-05-01,17,17
SORATA,consultas prenatales,repetidas,2006-05-01,46,46
SUCRE,consultas prenatales,repetidas,2006-05-01,2220,2220
TACACHI,consultas prenatales,repetidas,2006-05-01,2,2
TACACOMA,consultas prenatales,repetidas,2006-05-01,19,19
TACOBAMBA,consultas prenatales,repetidas,2006-05-01,18,18
TACOPAYA,consultas prenatales,repetidas,2006-05-01,42,42
TAHUA,consultas prenatales,repetidas,2006-05-01,4,4
TAPACARI,consultas prenatales,repetidas,2006-05-01,94,94
TARABUCO,consultas prenatales,repetidas,2006-05-01,201,201
TARACO,consultas prenatales,repetidas,2006-05-01,9,9
TARATA,consultas prenatales,repetidas,2006-05-01,47,47
TARIJA,consultas prenatales,repetidas,2006-05-01,1072,1072
TARVITA,consultas prenatales,repetidas,2006-05-01,186,186
TEOPONTE,consultas prenatales,repetidas,2006-05-01,34,34
TIAWANACU,consultas prenatales,repetidas,2006-05-01,44,44
TINGUIPAYA,consultas prenatales,repetidas,2006-05-01,111,111
TIPUANI,consultas prenatales,repetidas,2006-05-01,83,83
TIQUIPAYA,consultas prenatales,repetidas,2006-05-01,348,348
TIRAQUE (CBBA),consultas prenatales,repetidas,2006-05-01,272,272
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2006-05-01,4,4
TOCO,consultas prenatales,repetidas,2006-05-01,17,17
TOLATA,consultas prenatales,repetidas,2006-05-01,20,20
TOLEDO,consultas prenatales,repetidas,2006-05-01,20,20
TOMAVE,consultas prenatales,repetidas,2006-05-01,42,42
TOMINA,consultas prenatales,repetidas,2006-05-01,85,85
TORO TORO,consultas prenatales,repetidas,2006-05-01,65,65
TOTORA(CBBA),consultas prenatales,repetidas,2006-05-01,86,86
TOTORA(ORR),consultas prenatales,repetidas,2006-05-01,7,7
TRIGAL,consultas prenatales,repetidas,2006-05-01,4,4
TRINIDAD,consultas prenatales,repetidas,2006-05-01,915,915
TUPIZA,consultas prenatales,repetidas,2006-05-01,271,271
TURCO,consultas prenatales,repetidas,2006-05-01,16,16
UMALA,consultas prenatales,repetidas,2006-05-01,7,7
UNCIA,consultas prenatales,repetidas,2006-05-01,244,244
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2006-05-01,66,66
URUBICHA,consultas prenatales,repetidas,2006-05-01,77,77
UYUNI,consultas prenatales,repetidas,2006-05-01,119,119
VACAS,consultas prenatales,repetidas,2006-05-01,59,59
VALLEGRANDE,consultas prenatales,repetidas,2006-05-01,85,85
VIACHA,consultas prenatales,repetidas,2006-05-01,97,97
VILA VILA,consultas prenatales,repetidas,2006-05-01,5,5
VILLA MONTES,consultas prenatales,repetidas,2006-05-01,204,204
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2006-05-01,9,9
VILLA RIVERO,consultas prenatales,repetidas,2006-05-01,14,14
VILLA SERRANO,consultas prenatales,repetidas,2006-05-01,100,100
VILLA TUNARI,consultas prenatales,repetidas,2006-05-01,374,374
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2006-05-01,62,62
VILLAZON,consultas prenatales,repetidas,2006-05-01,275,275
VINTO,consultas prenatales,repetidas,2006-05-01,190,190
VITICHI,consultas prenatales,repetidas,2006-05-01,59,59
WALDO BALLIVIAN,consultas prenatales,repetidas,2006-05-01,7,7
WARNES,consultas prenatales,repetidas,2006-05-01,409,409
YACO,consultas prenatales,repetidas,2006-05-01,33,33
YACUIBA,consultas prenatales,repetidas,2006-05-01,458,458
YAMPARAEZ,consultas prenatales,repetidas,2006-05-01,49,49
YANACACHI,consultas prenatales,repetidas,2006-05-01,18,18
YAPACANI,consultas prenatales,repetidas,2006-05-01,306,306
YOCALLA,consultas prenatales,repetidas,2006-05-01,17,17
YOTALA,consultas prenatales,repetidas,2006-05-01,58,58
YUNCHARA,consultas prenatales,repetidas,2006-05-01,31,31
ZUDAÑEZ,consultas prenatales,repetidas,2006-05-01,51,51
ACACIO,consultas prenatales,repetidas,2006-06-01,43,43
ACHACACHI,consultas prenatales,repetidas,2006-06-01,208,208
ACHOCALLA,consultas prenatales,repetidas,2006-06-01,46,46
AIQUILE,consultas prenatales,repetidas,2006-06-01,92,92
ALALAY,consultas prenatales,repetidas,2006-06-01,5,5
ALCALA,consultas prenatales,repetidas,2006-06-01,33,33
ANCORAIMES,consultas prenatales,repetidas,2006-06-01,61,61
ANDAMARCA,consultas prenatales,repetidas,2006-06-01,9,9
ANTEQUERA,consultas prenatales,repetidas,2006-06-01,15,15
ANZALDO,consultas prenatales,repetidas,2006-06-01,22,22
APOLO,consultas prenatales,repetidas,2006-06-01,90,90
ARAMPAMPA,consultas prenatales,repetidas,2006-06-01,28,28
ARANI,consultas prenatales,repetidas,2006-06-01,36,36
ARBIETO,consultas prenatales,repetidas,2006-06-01,13,13
ARQUE,consultas prenatales,repetidas,2006-06-01,28,28
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2006-06-01,186,186
ATOCHA,consultas prenatales,repetidas,2006-06-01,90,90
AUCAPATA,consultas prenatales,repetidas,2006-06-01,13,13
AYATA,consultas prenatales,repetidas,2006-06-01,18,18
AYO AYO,consultas prenatales,repetidas,2006-06-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2006-06-01,112,112
AZURDUY,consultas prenatales,repetidas,2006-06-01,151,151
BATALLAS,consultas prenatales,repetidas,2006-06-01,52,52
BAURES,consultas prenatales,repetidas,2006-06-01,26,26
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2006-06-01,8,8
BELEN DE URMIRI,consultas prenatales,repetidas,2006-06-01,8,8
BELLA FLOR,consultas prenatales,repetidas,2006-06-01,13,13
BERMEJO,consultas prenatales,repetidas,2006-06-01,216,216
BETANZOS,consultas prenatales,repetidas,2006-06-01,242,242
BOLIVAR,consultas prenatales,repetidas,2006-06-01,12,12
BOLPEBRA,consultas prenatales,repetidas,2006-06-01,6,6
BOYUIBE,consultas prenatales,repetidas,2006-06-01,18,18
BUENA VISTA,consultas prenatales,repetidas,2006-06-01,72,72
CABEZAS,consultas prenatales,repetidas,2006-06-01,111,111
CAIROMA,consultas prenatales,repetidas,2006-06-01,57,57
"CAIZA ""D""",consultas prenatales,repetidas,2006-06-01,46,46
CAJUATA,consultas prenatales,repetidas,2006-06-01,41,41
CALACOTO,consultas prenatales,repetidas,2006-06-01,10,10
CALAMARCA,consultas prenatales,repetidas,2006-06-01,55,55
CAMARGO,consultas prenatales,repetidas,2006-06-01,135,135
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2006-06-01,19,19
CAMIRI,consultas prenatales,repetidas,2006-06-01,170,170
CAPINOTA,consultas prenatales,repetidas,2006-06-01,113,113
CAQUIAVIRI,consultas prenatales,repetidas,2006-06-01,27,27
CARACOLLO,consultas prenatales,repetidas,2006-06-01,103,103
CARANAVI,consultas prenatales,repetidas,2006-06-01,399,399
CARAPARI,consultas prenatales,repetidas,2006-06-01,57,57
CARIPUYO,consultas prenatales,repetidas,2006-06-01,51,51
