municipality,group,variable,month,Total Días camas ocupadas otros servicios,TOTAL
SAN RAFAEL,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,48,48
SAN RAMON BENI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,39,39
SAN RAMON SCZ,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,85,85
SANTA ANA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,170,170
SANTA CRUZ DE LA SIERRA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,34343,34343
SANTA ROSA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,97,97
SANTA ROSA DEL SARA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,124,124
SENA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,10,10
SHINAOTA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,118,118
SOPACHUY,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,84,84
SORATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,17,17
SUCRE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,24908,24908
TACOPAYA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,6,6
TARABUCO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,139,139
TARATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,29,29
TARIJA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,11107,11107
TARVITA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,80,80
TIPUANI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,9,9
TIQUIPAYA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,197,197
TIRAQUE (CBBA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,4,4
TOLATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,1,1
TOMINA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,19,19
TOTORA(CBBA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,31,31
TRIGAL,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,4,4
TRINIDAD,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,2811,2811
TUPIZA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,1655,1655
URUBICHA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,80,80
UYUNI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,449,449
VALLEGRANDE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,420,420
VIACHA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,319,319
VILLA MONTES,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,641,641
VILLA RIVERO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,7,7
VILLA SERRANO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,3,3
VILLA TUNARI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,800,800
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,5,5
VILLAZON,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,578,578
VINTO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,327,327
VITICHI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,5,5
WARNES,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,511,511
YACUIBA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,2181,2181
YAPACANI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,530,530
YOTALA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,58,58
ZUDAÑEZ,internaciones dias camas,total dias camas ocupadas otros servicios,2015-11-01,70,70
ACHACACHI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,115,115
AIQUILE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,109,109
ANZALDO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,193,193
APOLO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,22,22
ARBIETO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,31,31
ASCENCION DE GUARAYOS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,519,519
ATOCHA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,45,45
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,61,61
AZURDUY,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,48,48
BATALLAS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,10,10
BAURES,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,106,106
BERMEJO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,921,921
BETANZOS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,65,65
BOLIVAR,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,2,2
BUENA VISTA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,60,60
CABEZAS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,106,106
CAIROMA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,62,62
CALAMARCA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,3,3
CAMARGO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,868,868
CAMIRI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,1282,1282
CAPINOTA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,37,37
CARACOLLO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,8,8
CARANAVI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,398,398
CARAPARI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,3,3
CARMEN RIVERO TORREZ,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,37,37
CHALLAPATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,124,124
CHARAGUA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,81,81
CHAYANTA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,9,9
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,389,389
CHUMA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,3,3
CLIZA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,132,132
COBIJA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,1757,1757
COCHABAMBA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,32376,32376
"COLCHA ""K""",internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,2,2
COLPA BELGICA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,43,43
COMARAPA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,162,162
CONCEPCION,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,470,470
COPACABANA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,2,2
COROICO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,253,253
CORQUE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,1,1
COTAGAITA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,1,1
COTOCA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,267,267
CUATRO CAÑADAS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,18,18
CUEVO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,12,12
CULPINA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,100,100
EL ALTO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,8770,8770
EL PUENTE(STC),internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,50,50
EL TORNO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,967,967
ENTRE RIOS TRJ,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,59,59
ENTRE RIOS CBBA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,13,13
ESCOMA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,37,37
EUCALIPTUS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,4,4
EXALTACION,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,8,8
FERNANDEZ ALONSO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,14,14
GENERAL SAAVEDRA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,13,13
GUANAY,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,27,27
GUAYARAMERIN,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,587,587
GUTIERREZ,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,7,7
HUACARETA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,16,16
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,6,6
HUANUNI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,396,396
HUARACAJE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,39,39
HUAYLLAMARCA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,2,2
ICLA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,14,14
INCAHUASI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,8,8
IRUPANA (VILLA DE LANZA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,32,32
IXIAMAS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,29,29
LA ASUNTA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,41,41
LA GUARDIA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,963,963
LA PAZ,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,51313,51313
LAGUNILLAS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,6,6
LLALLAGUA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,583,583
MACHACAMARCA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,1,1
MAGDALENA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,272,272
MAIRANA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,135,135
MAPIRI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,12,12
MINEROS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,4,4
MIZQUE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,95,95
MOCOMOCO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,1,1
MOJOCOYA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,8,8
MONTEAGUDO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,589,589
MONTERO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,2520,2520
MOROCHATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,7,7
OCURI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,4,4
OMEREQUE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,3,3
ORURO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,8199,8199
PADILLA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,322,322
PAILON,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,179,179
PALOS BLANCOS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,112,112
PAMPA GRANDE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,12,12
PATACAMAYA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,67,67
POCOATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,2,2
POJO (CBBA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,3,3
PORONGO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,2,2
PORTACHUELO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,531,531
PORVENIR,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,6,6
POSTRER VALLE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,7,7
POTOSI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,7433,7433
PRESTO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,41,41
PUCARANI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,32,32
PUERTO GONZALO MORENO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,6,6
PUERTO QUIJARRO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,160,160
PUERTO RICO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,340,340
PUERTO SUAREZ,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,412,412
PUERTO VILLARROEL,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,456,456
PUNATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,662,662
QUILLACOLLO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,340,340
QUIRUSILLAS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,1,1
REYES,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,57,57
RIBERALTA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,2084,2084
ROBORE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,307,307
RURRENABAQUE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,401,401
SACABA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,756,756
SACABAMBA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,12,12
SAIPINA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,4,4
SALINAS DE GARCI MENDOZA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,1,1
SAMAIPATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,41,41
SAN ANTONIO DE LOMERIO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,16,16
SAN BORJA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,399,399
SAN BUENA VENTURA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-12-01,91,91
