municipality,group,variable,month,Controles nuevos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
EL TORNO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,45,45,58,103
EL VILLAR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,1,1,4,5
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,86,86,79,165
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,32,32,23,55
EUCALIPTUS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,6,6,8,14
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,1,1,2,3
EXALTACION,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,4,4,2,6
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,22,22,21,43
FILADELFIA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,28,28,24,52
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,36,36,35,71
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,26,26,39,65
GUANAY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,8,8,22,30
GUAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,4,4,2,6
GUAYARAMERIN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,64,64,63,127
GUTIERREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,14,14,12,26
HUACARETA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,15,15,11,26
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,1,1,1,2
HUACHACALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,6,6,3,9
HUANUNI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,32,32,25,57
HUARACAJE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,4,4,4,8
HUAYLLAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,10,10,13,23
ICHOCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,7,7,4,11
ICLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,8,8,5,13
INCAHUASI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,60,60,70,130
INGAVI (HUMAITA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,1,1,0,1
INQUISIVI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,20,20,20,40
IRUPANA (VILLA DE LANZA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,8,8,9,17
IXIAMAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,25,25,10,35
JESUS DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,7,7,10,17
LA ASUNTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,41,41,49,90
LA GUARDIA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,102,102,102,204
LA PAZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,1110,1110,942,2052
LAGUNILLAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,4,4,6,10
LAJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,16,16,24,40
LAS CARRERAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,4,4,3,7
LICOMA PAMPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,1,1,2,3
LLALLAGUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,68,68,74,142
LLICA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,5,5,3,8
LORETO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,11,11,7,18
LURIBAY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,4,4,9,13
MACHACAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,0,0,1,1
MACHARETI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,6,6,9,15
MAGDALENA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,14,14,15,29
MAIRANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,9,9,14,23
MALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,5,5,3,8
MAPIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,11,11,9,20
MECAPACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,15,15,15,30
MINEROS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,23,23,24,47
MIZQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,23,23,25,48
MOCOMOCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,25,25,21,46
MOJINETE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,1,1,0,1
MOJOCOYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,7,7,8,15
MONTEAGUDO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,69,69,58,127
MONTERO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,133,133,104,237
MORO MORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,1,1,2,3
MOROCHATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,140,140,151,291
NACEBE (SANTA ROSA DEL ABUNA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,1,1,3,4
NUEVO MANOA (NUEVA ESPERANZA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,1,1,0,1
OCURI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,22,22,24,46
OKINAWA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,12,12,10,22
OMEREQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,4,4,6,10
ORURO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,479,479,538,1017
PADCAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,19,19,25,44
PADILLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,14,14,18,32
PAILON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,18,18,21,39
PALCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,37,37,31,68
PALOS BLANCOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,54,54,48,102
PAMPA AULLAGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,0,0,4,4
PAMPA GRANDE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,8,8,9,17
PAPEL PAMPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,6,6,5,11
PASORAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,0,0,2,2
PATACAMAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,20,20,23,43
PAZÑA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,2,2,2,4
PELECHUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,8,8,13,21
POCOATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,33,33,38,71
POCONA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,43,43,30,73
POJO (CBBA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,13,13,15,28
POOPO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,0,0,5,5
PORCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,4,4,9,13
POROMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,29,29,37,66
PORONGO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,5,5,6,11
PORTACHUELO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,24,24,20,44
PORVENIR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,6,6,4,10
POSTRER VALLE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,5,5,4,9
POTOSI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,208,208,192,400
PRESTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,8,8,7,15
PUCARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,3,3,1,4
PUCARANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,24,24,25,49
PUERTO ACOSTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,16,16,24,40
PUERTO CARABUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,10,10,14,24
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,6,6,3,9
PUERTO PEREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,17,17,16,33
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,34,34,44,78
PUERTO RICO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,11,11,2,13
PUERTO SILES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,2,2,3,5
PUERTO SUAREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,28,28,22,50
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,66,66,73,139
PUNA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,43,43,37,80
PUNATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,43,43,60,103
QUIABAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,4,4,1,5
QUILLACOLLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,662,662,557,1219
QUIME,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,7,7,8,15
RAVELO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,33,33,31,64
REYES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,7,7,13,20
RIBERALTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,149,149,138,287
ROBORE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,21,21,23,44
RURRENABAQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,34,34,23,57
SABAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,6,6,2,8
SACABA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,323,323,327,650
SACABAMBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,4,4,7,11
SACACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,16,16,25,41
SAIPINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,9,9,14,23
SALINAS DE GARCI MENDOZA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,10,10,4,14
SAMAIPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,8,8,5,13
SAN ANDRES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,39,39,45,84
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,4,4,2,6
SAN ANTONIO DE LOMERIO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,6,6,6,12
SAN BENITO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,18,18,27,45
SAN BORJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,82,82,66,148
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,8,8,8,16
SAN CARLOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,17,17,14,31
SAN IGNACIO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,45,45,51,96
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,77,77,73,150
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,6,6,5,11
SAN JAVIER(STC),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,15,15,11,26
SAN JOAQUIN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,5,5,7,12
SAN JOSE DE CHIQUITOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,24,24,25,49
SAN JUAN DE YAPACANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,9,9,8,17
SAN JULIAN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,63,63,48,111
SAN LORENZO(PND),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,5,5,2,7
SAN LORENZO(TJA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,23,23,32,55
SAN LUCAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,48,48,54,102
SAN MATIAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,44,44,36,80
SAN MIGUEL DE VELASCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,10,10,8,18
SAN PABLO DE LIPEZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,3,3,4,7
SAN PEDRO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,3,3,14,17
SAN PEDRO DE BUENA VISTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,34,34,37,71
SAN PEDRO DE CURAHUARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,11,11,8,19
SAN PEDRO DE QUEMES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,0,0,2,2
SAN PEDRO DE TIQUINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,3,3,6,9
SAN RAFAEL,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,4,4,4,8
SAN RAMON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,7,7,4,11
SAN RAMON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,4,4,6,10
SANTA ANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,45,45,37,82
SANTA CRUZ DE LA SIERRA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,1975,1975,1847,3822
SANTA ROSA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,40,40,52,92
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,35,35,40,75
SANTIAGO DE CALLAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,2,2,5,7
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,8,8,5,13
SANTIAGO DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,5,5,3,8
SANTIVAÑES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,2,2,3,5
SANTUARIO DE QUILLACAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,6,6,5,11
SAPAHAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,8,8,4,12
SENA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,3,3,3,6
SICA SICA (VILLA AROMA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,38,38,29,67
SICAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,8,8,1,9
SIPE SIPE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,224,224,175,399
SOPACHUY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,5,5,5,10
SORACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,11,11,6,17
SORATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,27,27,30,57
SUCRE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,581,581,586,1167
TACACHI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,3,3,4,7
TACACOMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,11,11,11,22
TACOBAMBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,7,7,19,26
TACOPAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,13,13,5,18
TAHUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,2,2,1,3
TAPACARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,50,50,61,111
TARABUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-05-01,37,37,34,71
