municipality,group,variable,month,Consultas nuevas en menores de 5 años,TOTAL
TIRAQUE (CBBA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,93,93
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,2,2
TOCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,89,89
TOLATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,141,141
TOLEDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,34,34
TOMAVE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,75,75
TOMINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,284,284
TORO TORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,17,17
TOTORA(CBBA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,82,82
TOTORA(ORR),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,8,8
TRIGAL,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,16,16
TRINIDAD,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,196,196
TUPIZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,107,107
TURCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,18,18
UMALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,18,18
UNCIA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,98,98
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,32,32
URUBICHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,13,13
UYUNI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,53,53
VACAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,39,39
VALLEGRANDE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,181,181
VIACHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,143,143
VILA VILA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,10,10
VILLA MONTES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,41,41
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,50,50
VILLA RIVERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,17,17
VILLA SERRANO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,30,30
VILLA TUNARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,209,209
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,65,65
VILLAZON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,245,245
VINTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,52,52
VITICHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,18,18
WALDO BALLIVIAN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,5,5
WARNES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,191,191
YACO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,16,16
YACUIBA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,123,123
YAMPARAEZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,102,102
YANACACHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,13,13
YAPACANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,56,56
YOCALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,60,60
YOTALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,50,50
YUNCHARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,14,14
ZUDAÑEZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-07-01,123,123
ACACIO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,15,15
ACHACACHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,302,302
ACHOCALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,50,50
AIQUILE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,126,126
ALALAY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,4,4
ALCALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,21,21
ANCORAIMES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,99,99
ANDAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,19,19
ANZALDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,7,7
APOLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,163,163
ARAMPAMPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,26,26
ARANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,11,11
ARBIETO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,71,71
ARQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,50,50
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,124,124
AYATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,13,13
AYO AYO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,32,32
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,28,28
AZURDUY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,15,15
BATALLAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,39,39
BAURES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,4,4
BELEN DE URMIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,2,2
BELLA FLOR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,14,14
BERMEJO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,61,61
BETANZOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,41,41
BOLIVAR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,5,5
BOLPEBRA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,19,19
BOYUIBE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,26,26
BUENA VISTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,14,14
CABEZAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,111,111
CAIROMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,58,58
"CAIZA ""D""",atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,28,28
CAJUATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,9,9
CALACOTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,58,58
CALAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,123,123
CAMARGO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,190,190
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,44,44
CAMIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,353,353
CAPINOTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,23,23
CAQUIAVIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,15,15
CARACOLLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,50,50
CARANAVI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,114,114
CARAPARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,17,17
CARIPUYO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,72,72
CARMEN RIVERO TORREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,36,36
CATACORA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,19,19
CHALLAPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,145,145
CHARAGUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,104,104
CHARAÑA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,8,8
CHAYANTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,108,108
CHIMORE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,42,42
CHOQUE COTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,265,265
CHUMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,39,39
CLIZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,139,139
COBIJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,399,399
COCHABAMBA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,2783,2783
COLCAPIRHUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,381,381
"COLCHA ""K""",atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,37,37
COLLANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,19,19
COLOMI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,31,31
COLPA BELGICA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,90,90
COLQUECHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,51,51
COLQUIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,46,46
COMANCHE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,6,6
COMARAPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,117,117
COMBAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,29,29
CONCEPCION,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,3,3
COPACABANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,59,59
CORIPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,54,54
CORO CORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,1,1
COROICO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,33,33
CORQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,23,23
COTAGAITA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,61,61
COTOCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,22,22
CUATRO CAÑADAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,96,96
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,11,11
CUEVO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,17,17
CULPINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,16,16
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,36,36
CURVA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,70,70
DESAGUADERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,10,10
EL ALTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,2943,2943
EL CHORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,52,52
EL PUENTE(STC),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,11,11
EL PUENTE(TJA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,21,21
EL TORNO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,58,58
EL VILLAR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,135,135
ENTRE RIOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,33,33
ENTRE RIOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,61,61
EUCALIPTUS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,41,41
FERNANDEZ ALONSO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,26,26
FILADELFIA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,45,45
GENERAL SAAVEDRA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,68,68
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,39,39
GUANAY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,16,16
GUAQUI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,10,10
GUAYARAMERIN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,75,75
GUTIERREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,73,73
HUACARETA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,18,18
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,4,4
HUACHACALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,2,2
HUANUNI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,59,59
HUARACAJE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,13,13
HUAYLLAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,26,26
ICHOCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,7,7
ICLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,276,276
INCAHUASI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,159,159
INGAVI (HUMAITA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,68,68
INQUISIVI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,24,24
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,62,62
IXIAMAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,24,24
JESUS DE MACHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,51,51
LA ASUNTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,135,135
LA GUARDIA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,196,196
LA PAZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,5300,5300
LAGUNILLAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,32,32
LAJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,11,11
LAS CARRERAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,4,4
LICOMA PAMPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,9,9
LLALLAGUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,237,237
LLICA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,7,7
LURIBAY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,28,28
MACHACAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,24,24
MACHARETI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,90,90
MAGDALENA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,35,35
MAIRANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,39,39
MAPIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,49,49
MECAPACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,28,28
MINEROS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,90,90
MIZQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,164,164
MOCOMOCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,10,10
MOJOCOYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,55,55
MONTEAGUDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,143,143
MONTERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,510,510
MORO MORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,45,45
MOROCHATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,128,128
OCURI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,11,11
OKINAWA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,33,33
OMEREQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,20,20
ORURO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,1217,1217
PADCAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,15,15
PADILLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,61,61
PAILON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,102,102
PALCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,30,30
PALOS BLANCOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,141,141
PAMPA AULLAGAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,49,49
PAMPA GRANDE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,43,43
PAPEL PAMPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,15,15
PASORAPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,37,37
PATACAMAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,135,135
PAZÑA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,46,46
PELECHUCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,25,25
POCOATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2009-08-01,206,206
