,group,variable,month,L 22.1 PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,L 22.1 PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,TOTALES
PADILLA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,46,27,73
PAILON,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,9,9
PAMPA GRANDE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,1,17,18
PATACAMAYA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,60,67,127
PAZÑA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,16,41,57
POCOATA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,3,24,27
POJO (CBBA),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,6,6
POOPO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,11,15,26
POROMA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,28,28
PORONGO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,10,20,30
PORTACHUELO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,5,0,5
PORVENIR,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,12,12
POTOSI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,37,69,106
PRESTO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,8,41,49
PUCARANI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,1,14,15
PUERTO GONZALO MORENO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,13,25,38
PUERTO QUIJARRO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,12,19,31
PUERTO RICO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,1,17,18
PUERTO SUAREZ,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,3,42,45
PUERTO VILLARROEL,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,16,34,50
PUNATA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,5,5
QUIME,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,3,11,14
REYES,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,12,12
RIBERALTA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,535,535
ROBORE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,2,43,45
RURRENABAQUE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,2,11,13
SACABA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,12,330,342
SAMAIPATA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,3,17,20
SAN ANTONIO DE LOMERIO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,7,7
SAN BENITO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,2,6,8
SAN CARLOS,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,1,52,53
SAN IGNACIO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,14,43,57
SAN IGNACIO DE VELASCO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,20,119,139
SAN JAVIER(BNI),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,5,26,31
SAN JAVIER(STC),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,22,22
SAN JOSE DE CHIQUITOS,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,46,97,143
SAN JUAN DE YAPACANI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,1,1
SAN JULIAN,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,8,4,12
SAN LORENZO(PND),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,12,12
SAN LORENZO(TJA),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,19,19
SAN LUCAS,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,1,78,79
SAN MIGUEL DE VELASCO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,10,10
SAN PEDRO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,9,18,27
SAN RAFAEL,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,1,18,19
SANTA ANA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,19,49,68
SANTA CRUZ DE LA SIERRA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,263,1533,1796
SANTA ROSA DEL SARA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,1,18,19
SANTIAGO DE MACHACA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,1,7,8
SENA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,12,12
SHINAOTA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,16,30,46
SICA SICA (VILLA AROMA),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,13,13
SIPE SIPE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,4,70,74
SOPACHUY,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,16,44,60
SORACACHI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,1,1
SORATA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,13,13
SUCRE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,201,737,938
TACOPAYA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,8,8
TAPACARI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,6,26,32
TARABUCO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,11,57,68
TARATA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,3,2,5
TARIJA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,126,355,481
TARVITA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,2,21,23
TEOPONTE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,10,7,17
TIAWANACU,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,18,18
TIPUANI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,1,9,10
TOCO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,3,3
TOLATA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,5,5
TOLEDO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,3,3
TOMINA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,5,5
TOTORA(ORR),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,2,2
TRINIDAD,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,116,227,343
TUPIZA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,21,21
UNCIA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,2,5,7
URIONDO (A. CONCEPCION),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,4,4
URUBICHA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,4,24,28
VALLEGRANDE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,49,49
VILLA CHARCAS,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,1,1
VILLA MONTES,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,62,62
VILLA TUNARI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,16,330,346
VILLA VACA GUZMAN (MUYUPAMPA),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,7,39,46
VILLAZON,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,8,66,74
WARNES,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,13,214,227
YACUIBA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,43,246,289
YAMPARAEZ,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,4,4
YAPACANI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,4,117,121
YOTALA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,0,9,9
YUNCHARA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,9,22,31
ZUDAÑEZ,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-11-01,1,6,7
ACHACACHI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,1,21,22
AIQUILE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,2,19,21
ALCALA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,4,18,22
APOLO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,2,35,37
ARAMPAMPA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,9,9
ARBIETO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,1,14,15
ARQUE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,3,3
ASCENCION DE GUARAYOS,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,53,179,232
AYOPAYA (V. DE INDEPENDENCIA),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,2,2,4
AZURDUY,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,10,17,27
BERMEJO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,59,59
BETANZOS,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,19,19
BOYUIBE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,8,5,13
CABEZAS,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,15,15
CAMARGO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,31,31
CAMATAQUI (C. VILLA ABECIA),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,1,4,5
CAMIRI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,40,52,92
CAPINOTA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,3,13,16
CARACOLLO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,3,26,29
CARANAVI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,69,169,238
CARAPARI,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,12,12
CARMEN RIVERO TORREZ,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,2,14,16
CHALLAPATA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,2,7,9
CHIMORE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,2,18,20
CHULUMANI (V. DE LA LIBERTAD),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,3,30,33
CLIZA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,38,38
COBIJA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,19,330,349
COCHABAMBA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,66,991,1057
"COLCHA ""K""",vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,10,10
COLPA BELGICA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,23,80,103
COLQUECHACA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,11,11
COMARAPA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,3,0,3
CORO CORO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,3,20,23
CORQUE,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,4,4
COTOCA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,7,7
CUATRO CAÑADAS,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,35,35
CUEVO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,1,1
CULPINA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,33,33
DESAGUADERO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,7,8,15
EL ALTO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,194,1370,1564
EL PUENTE(STC),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,23,44,67
EL TORNO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,73,185,258
EL VILLAR,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,1,5,6
ENTRE RIOS TRJ,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,7,16,23
ESCOMA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,1,7,8
EUREKA (SANTOS MERCADO),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,8,8
FERNANDEZ ALONSO,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,3,45,48
FILADELFIA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,3,9,12
GRAL. J.J. PEREZ (CHARAZANI),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,22,37,59
GUANAY,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,14,14
GUAYARAMERIN,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,346,475,821
GUTIERREZ,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,1,1
HUACARETA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,3,3
HUACAYA (VILLA DE HUACAYA),vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,4,4
HUACHACALLA,vih,l 22.1        personas con pre-consejeria realizadas para acceso a la prueba rapida,2012-12-01,0,2,2
