municipality,group,variable,month,Controles repetidos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
OMEREQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,27,27,29,56
ORURO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,1364,1364,1167,2531
PADCAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,162,162,140,302
PADILLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,193,193,189,382
PAILON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,116,116,113,229
PALCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,60,60,58,118
PALOS BLANCOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,192,192,155,347
PAMPA AULLAGAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,48,48,48,96
PAMPA GRANDE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,44,44,49,93
PAPEL PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,31,31,47,78
PASORAPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,28,28,29,57
PATACAMAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,149,149,118,267
PAZÑA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,33,33,28,61
PELECHUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,48,48,38,86
POCOATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,252,252,249,501
POCONA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,29,29,16,45
POJO (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,34,34,34,68
POOPO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,29,29,21,50
PORCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,65,65,81,146
POROMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,171,171,142,313
PORONGO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,39,39,39,78
PORTACHUELO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,188,188,162,350
PORVENIR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,63,63,50,113
POSTRER VALLE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,10,10,12,22
POTOSI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,1044,1044,1058,2102
PRESTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,103,103,105,208
PUCARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,18,18,14,32
PUCARANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,185,185,185,370
PUERTO ACOSTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,100,100,100,200
PUERTO CARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,69,69,76,145
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,61,61,51,112
PUERTO PEREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,15,15,16,31
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,105,105,89,194
PUERTO RICO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,26,26,20,46
PUERTO SILES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,0,0,3,3
PUERTO SUAREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,67,67,73,140
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,165,165,156,321
PUNA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,311,311,295,606
PUNATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,164,164,132,296
QUIABAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,30,30,31,61
QUILLACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,396,396,353,749
QUIME,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,69,69,78,147
QUIRUSILLAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,16,16,8,24
RAVELO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,296,296,261,557
REYES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,97,97,96,193
RIBERALTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,1061,1061,988,2049
ROBORE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,107,107,89,196
RURRENABAQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,78,78,69,147
SABAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,26,26,19,45
SACABA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,204,204,211,415
SACABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,17,17,15,32
SACACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,336,336,351,687
SAIPINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,68,68,44,112
SALINAS DE GARCI MENDOZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,100,100,85,185
SAMAIPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,101,101,72,173
SAN AGUSTIN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,17,17,13,30
SAN ANDRES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,54,54,53,107
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,20,20,18,38
SAN ANTONIO DE ESMORUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,24,24,23,47
SAN ANTONIO DE LOMERIO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,91,91,108,199
SAN BENITO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,38,38,28,66
SAN BORJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,433,433,421,854
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,57,57,68,125
SAN CARLOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,286,286,252,538
SAN IGNACIO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,171,171,158,329
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,460,460,489,949
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,6,6,10,16
SAN JAVIER(STC),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,120,120,129,249
SAN JOAQUIN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,19,19,17,36
SAN JOSE DE CHIQUITOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,75,75,71,146
SAN JUAN DE YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,100,100,117,217
SAN JULIAN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,91,91,68,159
SAN LORENZO(PND),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,29,29,29,58
SAN LORENZO(TJA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,200,200,200,400
SAN LUCAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,518,518,485,1003
SAN MATIAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,76,76,67,143
SAN MIGUEL DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,144,144,118,262
SAN PABLO DE LIPEZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,36,36,25,61
SAN PEDRO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,140,140,141,281
SAN PEDRO DE BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,236,236,227,463
SAN PEDRO DE CURAHUARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,16,16,22,38
SAN PEDRO DE QUEMES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,3,3,10,13
SAN PEDRO DE TIQUINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,27,27,33,60
SAN PEDRO(PND),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,11,11,7,18
SAN RAFAEL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,54,54,64,118
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,52,52,46,98
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,42,42,45,87
SANTA ANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,86,86,71,157
SANTA CRUZ DE LA SIERRA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,4059,4059,3502,7561
SANTA ROSA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,76,76,77,153
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,126,126,131,257
SANTIAGO DE CALLAPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,9,9,20,29
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,75,75,63,138
SANTIAGO DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,20,20,23,43
SANTIVAÑES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,47,47,44,91
SANTUARIO DE QUILLACAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,22,22,16,38
SAPAHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,90,90,77,167
SENA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,42,42,36,78
SICA SICA (VILLA AROMA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,115,115,99,214
SICAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,19,19,20,39
SIPE SIPE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,251,251,236,487
SOPACHUY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,147,147,119,266
SORACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,91,91,92,183
SORATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,63,63,66,129
SUCRE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,1116,1116,1041,2157
TACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,0,0,1,1
TACACOMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,38,38,31,69
TACOBAMBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,87,87,89,176
TACOPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,116,116,102,218
TAHUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,16,16,11,27
TAPACARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,272,272,218,490
TARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,351,351,344,695
TARACO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,27,27,34,61
TARATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,61,61,55,116
TARIJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,981,981,918,1899
TARVITA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,164,164,147,311
TEOPONTE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,74,74,76,150
TIAWANACU,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,70,70,68,138
TINGUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,138,138,137,275
TIPUANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,50,50,61,111
TIQUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,84,84,79,163
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,196,196,196,392
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,7,7,11,18
TOCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,24,24,18,42
TODOS SANTOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,2,2,1,3
TOLATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,16,16,12,28
TOLEDO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,42,42,38,80
TOMAVE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,118,118,103,221
TOMINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,199,199,180,379
TORO TORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,207,207,188,395
TOTORA(CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,66,66,44,110
TOTORA(ORR),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,28,28,39,67
TRIGAL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,17,17,15,32
TRINIDAD,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,484,484,388,872
TUPIZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,419,419,389,808
TURCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,23,23,12,35
UMALA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,29,29,34,63
UNCIA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,203,203,177,380
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,169,169,139,308
URUBICHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,131,131,155,286
UYUNI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,308,308,246,554
VACAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,69,69,56,125
VALLEGRANDE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,124,124,98,222
VIACHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,242,242,209,451
VILA VILA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,11,11,21,32
VILLA MONTES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,128,128,102,230
VILLA NUEVA (LOMA ALTA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,1,1,3,4
VILLA RIVERO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-12-01,2,2,6,8
