municipality,group,variable,month,8. Días camas ocupadas otros servicios,TOTAL
TIPUANI,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,31,31
TIQUIPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,527,527
TOMINA,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,1,1
TORO TORO,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,1,1
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,163,163
TOTORA(ORR),internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,30,30
TRIGAL,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,10,10
TRINIDAD,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,1647,1647
TUPIZA,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,1486,1486
TURCO,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,2,2
UMALA,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,1,1
UNCIA,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,9,9
UYUNI,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,551,551
VALLEGRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,549,549
VIACHA,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,441,441
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,70,70
VILLA MONTES,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,417,417
VILLA SERRANO,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,5,5
VILLA TUNARI,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,1589,1589
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,36,36
VILLAZON,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,562,562
VINTO,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,463,463
WARNES,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,1007,1007
YACUIBA,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,2103,2103
YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,892,892
YOTALA,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,30,30
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas otros servicios,2024-11-01,18,18
ACHACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,133,133
AIQUILE,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,154,154
ALTO BENI,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,3,3
ANZALDO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,25,25
APOLO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,3,3
ARAMPAMPA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,2,2
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,600,600
ATOCHA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,185,185
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,34,34
AZURDUY,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,47,47
BAURES,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,39,39
BERMEJO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,810,810
BETANZOS,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,13,13
BOLIVAR,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,10,10
BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,66,66
CAJUATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,9,9
CAMARGO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,213,213
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,8,8
CAPINOTA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,144,144
CARACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,54,54
CARANAVI,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,339,339
CARAPARI,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,67,67
CARIPUYO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,5,5
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,21,21
CHALLAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,437,437
CHARAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,28,28
CHARAÑA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,62,62
CHIMORE,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,128,128
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,144,144
CHUMA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,3,3
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,132,132
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,2446,2446
COCAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,1,1
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,29189,29189
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,3953,3953
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,15,15
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,6,6
COLQUECHACA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,5,5
COLQUENCHA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,1,1
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,225,225
CORIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,1,1
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,239,239
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,11,11
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,1087,1087
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,337,337
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,3,3
CUEVO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,3,3
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,60,60
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,18698,18698
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,112,112
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,462,462
EL VILLAR,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,7,7
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,91,91
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,85,85
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,46,46
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,4,4
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,73,73
GAIOC JATUN AYLLU YURA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,1,1
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,25,25
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,56,56
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,1140,1140
HUACARAJE,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,5,5
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,127,127
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,407,407
HUARINA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,11,11
ICLA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,4,4
INCAHUASI,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,60,60
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,32,32
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,20,20
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,53,53
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,673,673
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,48525,48525
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,574,574
LLICA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,1,1
LORETO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,5,5
LURIBAY,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,3,3
MACHACAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,1,1
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,36,36
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,172,172
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,71,71
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,7,7
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,57,57
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,159,159
MOCOMOCO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,5,5
MOJOCOYA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,31,31
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,704,704
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,3990,3990
MORO MORO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,6,6
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,2,2
OKINAWA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,2,2
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,24,24
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,13173,13173
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,206,206
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,243,243
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,106,106
PASORAPA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,5,5
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,86,86
POCOATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,1,1
POCONA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,37,37
POJO (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,33,33
PORCO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,9,9
POROMA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,36,36
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,100,100
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,507,507
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,9557,9557
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,23,23
PUCARANI,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,51,51
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,12,12
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,261,261
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,9,9
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,222,222
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,137,137
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,794,794
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,2215,2215
QUIME,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,32,32
QUIRUSILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,3,3
RAQAYPAMPA(ETA),internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,5,5
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,94,94
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,2550,2550
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,310,310
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,265,265
SABAYA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,20,20
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,1899,1899
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,3,3
SACACA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,5,5
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,8,8
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,75,75
SAN BENITO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,62,62
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,430,430
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,31,31
SAN CARLOS,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,96,96
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,253,253
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,1028,1028
SAN JAVIER(BNI),internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,2,2
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,1195,1195
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,47,47
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,628,628
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,100,100
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,152,152
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,85,85
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,48,48
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,1,1
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,1,1
SAN RAFAEL,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,63,63
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,20,20
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,90,90
SANTA ANA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,124,124
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,35799,35799
SANTA ROSA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,134,134
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,121,121
SHINAOTA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,85,85
SOPACHUY,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,14,14
SORATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,1,1
SUCRE,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,24182,24182
TACACOMA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,4,4
TARABUCO,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,269,269
TARIJA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,10214,10214
TARVITA,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,62,62
TIPUANI,internaciones dias camas,dias camas ocupadas otros servicios,2024-12-01,38,38
